ENSLAFP00000001548	ENSLAFG00000001851	Loxodonta_africana
ENSETEP00000012798	ENSETEG00000015776	Echinops_telfairi
ENSPCAP00000004931	ENSPCAG00000005313	Procavia_capensis
ENSDNOP00000019941	ENSDNOG00000032060	Dasypus_novemcinctus
ENSCHOP00000002277	ENSCHOG00000002570	Choloepus_hoffmanni
ENSNVIP00000020599	ENSNVIG00000016144	Neovison_vison
ENSMPUP00000010684	ENSMPUG00000010772	Mustela_putorius_furo
ENSUMAP00000020640	ENSUMAG00000015126	Ursus_maritimus
ENSUAMP00000024215	ENSUAMG00000018933	Ursus_americanus
ENSAMEP00000002533	ENSAMEG00000002411	Ailuropoda_melanoleuca
ENSCAFP00020025732	ENSCAFG00020020242	Canis_lupus_dingo
ENSCAFP00000045078	ENSCAFG00000030792	Canis_lupus_familiaris
ENSVVUP00000001841	ENSVVUG00000001507	Vulpes_vulpes
ENSPPRP00000018046	ENSPPRG00000009821	Panthera_pardus
ENSPTIP00000005351	ENSPTIG00000007600	Panthera_tigris_altaica
ENSEASP00005027465	ENSEASG00005018697	Equus_asinus_asinus
ENSECAP00000027609	ENSECAG00000013368	Equus_caballus
ENSCHIP00000018484	ENSCHIG00000017895	Capra_hircus
ENSOARP00000014557	ENSOARG00000013577	Ovis_aries
ENSBIXP00000010021	ENSBIXG00000015610	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005026173	ENSBIXG00005028535	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000001324	ENSBTAG00000001000	Bos_taurus
ENSBMUP00000019940	ENSBMUG00000015029	Bos_mutus
ENSBBBP00000006022	ENSBBBG00000014615	Bison_bison_bison
ENSTTRP00000011523	ENSTTRG00000012159	Tursiops_truncatus	ENSTTRT00000012153
ENSVPAP00000003096	ENSVPAG00000003345	Vicugna_pacos
ENSSSCP00000039659	ENSSSCG00000006143	Sus_scrofa_strain_reference
ENSEEUP00000013292	ENSEEUG00000014581	Erinaceus_europaeus
ENSSARP00000011723	ENSSARG00000012986	Sorex_araneus
ENSCCNP00000009393	ENSCCNG00000009900	Castor_canadensis
ENSDORP00000004015	ENSDORG00000004299	Dipodomys_ordii
ENSPEMP00000007148	ENSPEMG00000009184	Peromyscus_maniculatus_bairdii
ENSMOCP00000024788	ENSMOCG00000021098	Microtus_ochrogaster
ENSCGRP00001006211	ENSCGRG00001008348	Cricetulus_griseus_CHOK1GS_HDv1
