ENSLACP00000013381	ENSLACG00000011781	Latimeria_chalumnae
ENSTBEP00000003786	ENSTBEG00000004403	Tupaia_belangeri
ENSGAGP00000005845	ENSGAGG00000004753	Gopherus_agassizii
ENSSHAP00000015920	ENSSHAG00000013564	Sarcophilus_harrisii
ENSSMRP00000024000	ENSSMRG00000018628	Salvator_merianae
ENSVURP00010015411	ENSVURG00010011810	Vombatus_ursinus
ENSPPRP00000025057	ENSPPRG00000015254	Panthera_pardus
ENSLSDP00000018206	ENSLSDG00000013003	Lonchura_striata_domestica
ENSNLEP00000003296	ENSNLEG00000002727	Nomascus_leucogenys
ENSPTRP00000093718	ENSPTRG00000050415	Pan_troglodytes
ENSOARP00000004194	ENSOARG00000003927	Ovis_aries
ENSNSUP00000026858	ENSNSUG00000019261	Notechis_scutatus
ENSEASP00005000107	ENSEASG00005000120	Equus_asinus_asinus
ENSBTAP00000013570	ENSBTAG00000010279	Bos_taurus
ENSCCAP00000004087	ENSCCAG00000019407	Cebus_capucinus_imitator
ENSMODP00000034129	ENSMODG00000024437	Monodelphis_domestica
ENSTSYP00000000227	ENSTSYG00000000249	Carlito_syrichta
ENSTGEP00000022113	ENSTGEG00000017868	Theropithecus_gelada
ENSPPYP00000009237	ENSPPYG00000008219	Pongo_abelii
ENSRNOP00000063925	ENSRNOG00000046368	Rattus_norvegicus
ENSACAP00000014105	ENSACAG00000014395	Anolis_carolinensis
ENSMPUP00000019498	ENSMPUG00000019626	Mustela_putorius_furo
ENSPVIP00000011704	ENSPVIG00000009174	Pogona_vitticeps
ENSPTIP00000008323	ENSPTIG00000009715	Panthera_tigris_altaica
ENSAOWP00000021104	ENSAOWG00000014277	Apteryx_owenii	ENSAOWT00000023899
ENSCPOP00000032222	ENSCPOG00000032995	Cavia_porcellus
ENSCHOP00000003588	ENSCHOG00000004065	Choloepus_hoffmanni
ENSEEUP00000009769	ENSEEUG00000010757	Erinaceus_europaeus
ENSPANP00000003070	ENSPANG00000003448	Papio_anubis
ENSOANP00000011353	ENSOANG00000007135	Ornithorhynchus_anatinus
MGP_CAROLIEiJ_P0028866	MGP_CAROLIEiJ_G0016890	Mus_caroli_strain_CAROLI_EIJ
ENSSTOP00000002253	ENSSTOG00000002528	Ictidomys_tridecemlineatus
ENSFALP00000015681	ENSFALG00000015065	Ficedula_albicollis
ENSOCUP00000008507	ENSOCUG00000009880	Oryctolagus_cuniculus
ENSPSMP00000015608	ENSPSMG00000011101	Prolemur_simus
ENSDORP00000018201	ENSDORG00000025341	Dipodomys_ordii
ENSPPAP00000003763	ENSPPAG00000015794	Pan_paniscus
ENSSCAP00000015567	ENSSCAG00000011412	Serinus_canaria
ENSECAP00000002577	ENSECAG00000003831	Equus_caballus
ENSPVAP00000009852	ENSPVAG00000010455	Pteropus_vampyrus
ENSCAFP00020001189	ENSCAFG00020001075	Canis_lupus_dingo
ENSMAUP00000016790	ENSMAUG00000015817	Mesocricetus_auratus
ENSJJAP00000005245	ENSJJAG00000010198	Jaculus_jaculus
ENSJHYP00000019355	ENSJHYG00000014702	Junco_hyemalis
ENSP00000477653	ENSG00000276023	Homo_sapiens
ENSACAP00000009963	ENSACAG00000010171	Anolis_carolinensis
ENSZALP00000017556	ENSZALG00000014177	Zonotrichia_albicollis
ENSCPBP00000012979	ENSCPBG00000009757	Chrysemys_picta_bellii
ENSMMMP00000022115	ENSMMMG00000019458	Marmota_marmota_marmota
ENSRBIP00000007490	ENSRBIG00000027666	Rhinopithecus_bieti
ENSVPAP00000001825	ENSVPAG00000001978	Vicugna_pacos
MGP_SPRETEiJ_P0030275	MGP_SPRETEiJ_G0017735	Mus_spretus_strain_SPRET/EiJ
ENSCGRP00000002414	ENSCGRG00000001770	Cricetulus_griseus_CriGri_1.0
ENSCLAP00000018467	ENSCLAG00000012666	Chinchilla_lanigera
ENSSPUP00000014036	ENSSPUG00000010827	Sphenodon_punctatus
ENSBMUP00000006968	ENSBMUG00000005512	Bos_mutus
ENSBBBP00000005758	ENSBBBG00000003316	Bison_bison_bison
ENSCABP00000009600	ENSCABG00000007224	Chelonoidis_abingdonii
ENSCPBP00000017271	ENSCPBG00000012666	Chrysemys_picta_bellii
ENSNVIP00000026929	ENSNVIG00000020837	Neovison_vison
ENSBIXP00005019137	ENSBIXG00005022366	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMMUP00000003975	ENSMMUG00000002975	Macaca_mulatta
ENSCAPP00000011709	ENSCAPG00000012735	Cavia_aperea
ENSDNOP00000000448	ENSDNOG00000000589	Dasypus_novemcinctus
ENSLAFP00000016796	ENSLAFG00000002632	Loxodonta_africana
ENSMICP00000017133	ENSMICG00000029118	Microcebus_murinus
ENSMLUP00000013471	ENSMLUG00000014803	Myotis_lucifugus
ENSMSIP00000013715	ENSMSIG00000011867	Mus_spicilegus
ENSNPEP00000014109	ENSNPEG00000010550	Nothoprocta_perdicaria	ENSNPET00000014451
ENSPCOP00000002823	ENSPCOG00000008608	Propithecus_coquereli
ENSSPUP00000000545	ENSSPUG00000000487	Sphenodon_punctatus
ENSCGRP00015013707	ENSCGRG00015010534	Cricetulus_griseus_CriGri-PICR
ENSAMEP00000019835	ENSAMEG00000018774	Ailuropoda_melanoleuca
ENSPSIP00000012089	ENSPSIG00000010913	Pelodiscus_sinensis
ENSRROP00000004777	ENSRROG00000019792	Rhinopithecus_roxellana
ENSDNVP00000000186	ENSDNVG00000000134	Dromaius_novaehollandiae	ENSDNVT00000000219
ENSMGAP00000016446	ENSMGAG00000015503	Meleagris_gallopavo
ENSUMAP00000023284	ENSUMAG00000016977	Ursus_maritimus
ENSCCNP00000016142	ENSCCNG00000016466	Castor_canadensis
ENSMNEP00000002143	ENSMNEG00000009880	Macaca_nemestrina
