FBpp0099852	FBgn0037317	Drosophila_melanogaster
C46E10.8.1	WBGene00016712	Caenorhabditis_elegans_strain_N2
ENSUAMP00000030366	ENSUAMG00000023308	Ursus_americanus	ENSUAMT00000033880
ENSNVIP00000002890	ENSNVIG00000002306	Neovison_vison	ENSNVIT00000003366
ENSCAFP00000044705	ENSCAFG00000029424	Canis_lupus_familiaris
ENSCAFP00020008054	ENSCAFG00020006516	Canis_lupus_dingo
ENSVVUP00000012496	ENSVVUG00000009171	Vulpes_vulpes
ENSFCAP00000061280	ENSFCAG00000023343	Felis_catus
ENSPPRP00000028247	ENSPPRG00000020288	Panthera_pardus
ENSECAP00000014040	ENSECAG00000016405	Equus_caballus
ENSEASP00005030291	ENSEASG00005020633	Equus_asinus_asinus
ENSPVAP00000010125	ENSPVAG00000010748	Pteropus_vampyrus
ENSCHIP00000021768	ENSCHIG00000019982	Capra_hircus
ENSOARP00000001117	ENSOARG00000001074	Ovis_aries
ENSBIXP00000020714	ENSBIXG00000023979	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000052175	ENSBTAG00000038241	Bos_taurus
ENSBBBP00000010064	ENSBBBG00000004470	Bison_bison_bison
ENSSSCP00000052591	ENSSSCG00000033708	Sus_scrofa_strain_reference
ENSTTRP00000002510	ENSTTRG00000002676	Tursiops_truncatus
ENSPTRP00000059438	ENSPTRG00000033818	Pan_troglodytes
ENSPTRP00000088682	ENSPTRG00000044707	Pan_troglodytes
ENSPPAP00000013790	ENSPPAG00000030061	Pan_paniscus
ENSP00000417291	ENSG00000214022	Homo_sapiens
ENSPPYP00000020373	ENSPPYG00000018167	Pongo_abelii
ENSNLEP00000004591	ENSNLEG00000003811	Nomascus_leucogenys
ENSPANP00000004234	ENSPANG00000019896	Papio_anubis
ENSTGEP00000004057	ENSTGEG00000003412	Theropithecus_gelada
ENSMLEP00000011444	ENSMLEG00000029905	Mandrillus_leucophaeus
ENSMMUP00000029800	ENSMMUG00000022633	Macaca_mulatta
ENSMFAP00000037185	ENSMFAG00000037842	Macaca_fascicularis
ENSMNEP00000022544	ENSMNEG00000034938	Macaca_nemestrina
ENSCATP00000023641	ENSCATG00000035377	Cercocebus_atys
ENSCSAP00000003173	ENSCSAG00000006882	Chlorocebus_sabaeus
ENSPTEP00000030332	ENSPTEG00000029573	Piliocolobus_tephrosceles
ENSCANP00000001307	ENSCANG00000004788	Colobus_angolensis_palliatus
ENSRBIP00000023922	ENSRBIG00000035872	Rhinopithecus_bieti
ENSSBOP00000020239	ENSSBOG00000026725	Saimiri_boliviensis_boliviensis
ENSCCAP00000018966	ENSCCAG00000027327	Cebus_capucinus_imitator
ENSCJAP00000019376	ENSCJAG00000010483	Callithrix_jacchus
ENSANAP00000033724	ENSANAG00000034523	Aotus_nancymaae
ENSTSYP00000024346	ENSTSYG00000031562	Carlito_syrichta
ENSPCOP00000017040	ENSPCOG00000020316	Propithecus_coquereli
ENSMICP00000033521	ENSMICG00000038153	Microcebus_murinus
ENSOGAP00000022303	ENSOGAG00000030454	Otolemur_garnettii
ENSMUSP00000118890	ENSMUSG00000052751	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0076537	MGP_SPRETEiJ_G0029346	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0073676	MGP_CAROLIEiJ_G0028343	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000024868	ENSMSIG00000021021	Mus_spicilegus
MGP_PahariEiJ_P0049784	MGP_PahariEiJ_G0022097	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011032	ENSRNOG00000008239	Rattus_norvegicus
ENSMUGP00000009982	ENSMUGG00000008850	Meriones_unguiculatus
ENSPEMP00000001197	ENSPEMG00000000870	Peromyscus_maniculatus_bairdii
ENSMOCP00000024821	ENSMOCG00000021124	Microtus_ochrogaster
ENSCGRP00001017240	ENSCGRG00001017330	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015010183	ENSCGRG00015007856	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021316	ENSCGRG00000015472	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000004477	ENSMAUG00000005776	Mesocricetus_auratus
ENSNGAP00000000878	ENSNGAG00000000654	Nannospalax_galili
ENSJJAP00000013037	ENSJJAG00000015917	Jaculus_jaculus
ENSCPOP00000031185	ENSCPOG00000037261	Cavia_porcellus
ENSCAPP00000011816	ENSCAPG00000012808	Cavia_aperea
ENSODEP00000015667	ENSODEG00000011558	Octodon_degus
ENSCLAP00000001280	ENSCLAG00000000975	Chinchilla_lanigera
ENSHGLP00100004109	ENSHGLG00100003130	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025238	ENSHGLG00000017982	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000014009	ENSFDAG00000001001	Fukomys_damarensis
ENSCCNP00000013456	ENSCCNG00000013967	Castor_canadensis
ENSSDAP00000020898	ENSSDAG00000019018	Spermophilus_dauricus
ENSSTOP00000015474	ENSSTOG00000021748	Ictidomys_tridecemlineatus
ENSUPAP00010026450	ENSUPAG00010020915	Urocitellus_parryii
ENSMMMP00000007238	ENSMMMG00000006483	Marmota_marmota_marmota
ENSOCUP00000023188	ENSOCUG00000004883	Oryctolagus_cuniculus
ENSDNOP00000030653	ENSDNOG00000032100	Dasypus_novemcinctus
ENSLAFP00000018458	ENSLAFG00000032387	Loxodonta_africana
ENSPCAP00000010379	ENSPCAG00000011180	Procavia_capensis
ENSRNOP00000038285	ENSRNOG00000024617	Rattus_norvegicus
ENSVURP00010009362	ENSVURG00010007260	Vombatus_ursinus
ENSMEUP00000010954	ENSMEUG00000012025	Notamacropus_eugenii
ENSMODP00000055002	ENSMODG00000003616	Monodelphis_domestica
