ENSACAP00000006860	ENSACAG00000007022	Anolis_carolinensis
ENSPVIP00000017294	ENSPVIG00000013317	Pogona_vitticeps
ENSNSUP00000017710	ENSNSUG00000013001	Notechis_scutatus
ENSSMRP00000017250	ENSSMRG00000013445	Salvator_merianae
ENSSPUP00000003371	ENSSPUG00000002503	Sphenodon_punctatus
ENSAHAP00000016586	ENSAHAG00000011817	Apteryx_haastii
ENSAOWP00000006307	ENSAOWG00000004343	Apteryx_owenii
ENSARWP00000023288	ENSARWG00000015880	Apteryx_rowi
ENSDNVP00000005858	ENSDNVG00000004201	Dromaius_novaehollandiae
ENSNPEP00000018597	ENSNPEG00000013843	Nothoprocta_perdicaria
ENSMGAP00000009103	ENSMGAG00000008857	Meleagris_gallopavo
ENSCJPP00005024313	ENSCJPG00005019185	Coturnix_japonica
ENSGALP00000010710	ENSGALG00000006639	Gallus_gallus
ENSNMEP00000016630	ENSNMEG00000014639	Numida_meleagris
ENSABRP00000012910	ENSABRG00000011509	Anser_brachyrhynchus
ENSAPLP00000015678	ENSAPLG00000015799	Anas_platyrhynchos_platyrhynchos
ENSMVIP00005024946	ENSMVIG00005017476	Manacus_vitellinus
ENSLCOP00000007876	ENSLCOG00000005745	Lepidothrix_coronata
ENSCCEP00000019951	ENSCCEG00000018090	Cyanistes_caeruleus
ENSPMJP00000003320	ENSPMJG00000002921	Parus_major
ENSFALP00000008210	ENSFALG00000007869	Ficedula_albicollis
ENSJHYP00000024234	ENSJHYG00000018214	Junco_hyemalis
ENSZALP00000015657	ENSZALG00000012772	Zonotrichia_albicollis
ENSSCAP00000023532	ENSSCAG00000016855	Serinus_canaria
ENSLSDP00000024107	ENSLSDG00000016939	Lonchura_striata_domestica
ENSTGUP00000009041	ENSTGUG00000008779	Taeniopygia_guttata
ENSCPGP00000024971	ENSCPGG00000017209	Calidris_pygmaea
ENSCPUP00000019819	ENSCPUG00000013576	Calidris_pugnax
ENSMUNP00000008457	ENSMUNG00000006717	Melopsittacus_undulatus
ENSCPRP00005024554	ENSCPRG00005017070	Crocodylus_porosus
ENSCABP00000016198	ENSCABG00000012055	Chelonoidis_abingdonii
ENSCABP00000016199	ENSCABG00000012056	Chelonoidis_abingdonii
ENSGAGP00000030612	ENSGAGG00000022038	Gopherus_agassizii
ENSCPBP00000021677	ENSCPBG00000015571	Chrysemys_picta_bellii
ENSPSIP00000010786	ENSPSIG00000009782	Pelodiscus_sinensis
ENSPCIP00000016387	ENSPCIG00000012657	Phascolarctos_cinereus
ENSVURP00010025175	ENSVURG00010019272	Vombatus_ursinus
ENSMEUP00000013737	ENSMEUG00000015049	Notamacropus_eugenii
ENSSHAP00000020148	ENSSHAG00000017092	Sarcophilus_harrisii
ENSMODP00000007338	ENSMODG00000005935	Monodelphis_domestica
ENSOARP00000003366	ENSOARG00000003158	Ovis_aries
ENSCHIP00000014965	ENSCHIG00000015752	Capra_hircus
ENSBIXP00005042538	ENSBIXG00005025979	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000031062	ENSBIXG00000001307	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000006763	ENSBTAG00000005129	Bos_taurus
ENSBMUP00000031906	ENSBMUG00000023791	Bos_mutus
ENSBBBP00000008906	ENSBBBG00000007143	Bison_bison_bison
ENSTTRP00000007915	ENSTTRG00000008355	Tursiops_truncatus
ENSSSCP00000049700	ENSSSCG00000010477	Sus_scrofa_strain_reference
ENSVPAP00000009401	ENSVPAG00000010105	Vicugna_pacos
ENSEEUP00000003876	ENSEEUG00000004273	Erinaceus_europaeus
ENSSARP00000010463	ENSSARG00000011571	Sorex_araneus
ENSPVAP00000010550	ENSPVAG00000011193	Pteropus_vampyrus
ENSMLUP00000017167	ENSMLUG00000022356	Myotis_lucifugus
ENSUMAP00000004871	ENSUMAG00000003898	Ursus_maritimus
ENSUAMP00000001283	ENSUAMG00000001186	Ursus_americanus
ENSAMEP00000014584	ENSAMEG00000013840	Ailuropoda_melanoleuca
ENSNVIP00000003468	ENSNVIG00000002758	Neovison_vison
ENSMPUP00000017088	ENSMPUG00000017196	Mustela_putorius_furo
