ENSXETP00000000196	ENSXETG00000000496	Xenopus_tropicalis	ENSXETT00000003329
ENSXETP00000014773	ENSXETG00000000508	Xenopus_tropicalis	ENSXETT00000003291
ENSXETP00000014786	ENSXETG00000000504	Xenopus_tropicalis	ENSXETT00000003311
ENSXETP00000011938	ENSXETG00000015101	Xenopus_tropicalis	ENSXETT00000024642
ENSACAP00000008352	ENSACAG00000008546	Anolis_carolinensis
ENSPVIP00000018410	ENSPVIG00000014074	Pogona_vitticeps
ENSSMRP00000025384	ENSSMRG00000019627	Salvator_merianae
ENSSPUP00000014392	ENSSPUG00000011097	Sphenodon_punctatus
ENSCPBP00000015001	ENSCPBG00000011134	Chrysemys_picta_bellii
ENSCABP00000001840	ENSCABG00000001475	Chelonoidis_abingdonii
ENSPSIP00000000175	ENSPSIG00000000175	Pelodiscus_sinensis
ENSPSIP00000005261	ENSPSIG00000004904	Pelodiscus_sinensis
ENSPSIP00000005222	ENSPSIG00000004873	Pelodiscus_sinensis
ENSAOWP00000018993	ENSAOWG00000012918	Apteryx_owenii
ENSAHAP00000015637	ENSAHAG00000011188	Apteryx_haastii
ENSARWP00000012310	ENSARWG00000008512	Apteryx_rowi
ENSAOWP00000018989	ENSAOWG00000012916	Apteryx_owenii
ENSARWP00000012309	ENSARWG00000008511	Apteryx_rowi
ENSNPEP00000016306	ENSNPEG00000012147	Nothoprocta_perdicaria
ENSDNVP00000023291	ENSDNVG00000016194	Dromaius_novaehollandiae
ENSCPGP00000000570	ENSCPGG00000000479	Calidris_pygmaea
ENSCPUP00000002709	ENSCPUG00000002056	Calidris_pugnax
ENSMUNP00000009141	ENSMUNG00000007213	Melopsittacus_undulatus
ENSMGAP00000016679	ENSMGAG00000015739	Meleagris_gallopavo
ENSCJPP00005011434	ENSCJPG00005009818	Coturnix_japonica
ENSGALP00000040459	ENSGALG00000001806	Gallus_gallus
ENSNMEP00000008275	ENSNMEG00000008104	Numida_meleagris
ENSAPLP00000000852	ENSAPLG00000001431	Anas_platyrhynchos_platyrhynchos
ENSABRP00000015075	ENSABRG00000013284	Anser_brachyrhynchus
ENSPVIP00000018407	ENSPVIG00000014071	Pogona_vitticeps
ENSPEMP00000029373	ENSPEMG00000031186	Peromyscus_maniculatus_bairdii
ENSMOCP00000006624	ENSMOCG00000006283	Microtus_ochrogaster
ENSCGRP00015002661	ENSCGRG00015002143	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001006578	ENSCGRG00001008918	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019704	ENSCGRG00000014352	Cricetulus_griseus_CriGri_1.0
ENSCGRP00000025593	ENSCGRG00000018574	Cricetulus_griseus_CriGri_1.0
ENSCGRP00000026631	ENSCGRG00000019719	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015002645	ENSCGRG00015002134	Cricetulus_griseus_CriGri-PICR
ENSCCNP00000026620	ENSCCNG00000025821	Castor_canadensis
ENSHGLP00000028350	ENSHGLG00000020592	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005400	ENSHGLG00100004100	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000001446	ENSFDAG00000011413	Fukomys_damarensis
ENSCPOP00000031013	ENSCPOG00000037079	Cavia_porcellus
ENSCPOP00000031866	ENSCPOG00000037083	Cavia_porcellus
ENSUPAP00010030107	ENSUPAG00010023642	Urocitellus_parryii
ENSSTOP00000017214	ENSSTOG00000022255	Ictidomys_tridecemlineatus
ENSOPRP00000004074	ENSOPRG00000004427	Ochotona_princeps
ENSDNOP00000018774	ENSDNOG00000044039	Dasypus_novemcinctus
ENSLAFP00000028520	ENSLAFG00000013441	Loxodonta_africana
ENSLAFP00000008449	ENSLAFG00000010081	Loxodonta_africana
ENSLAFP00000019544	ENSLAFG00000023311	Loxodonta_africana
ENSPCAP00000000933	ENSPCAG00000001009	Procavia_capensis
ENSCAFP00020024135	ENSCAFG00020018993	Canis_lupus_dingo
ENSCAFP00020024145	ENSCAFG00020019002	Canis_lupus_dingo
ENSCAFP00000027668	ENSCAFG00000018757	Canis_lupus_familiaris
ENSCAFP00000039081	ENSCAFG00000018754	Canis_lupus_familiaris
ENSAMEP00000019867	ENSAMEG00000018817	Ailuropoda_melanoleuca
ENSUMAP00000014747	ENSUMAG00000010843	Ursus_maritimus
ENSFCAP00000056277	ENSFCAG00000025259	Felis_catus
