ENSNSUP00000028230	ENSNSUG00000020116	Notechis_scutatus
ENSCABP00000030204	ENSCABG00000022122	Chelonoidis_abingdonii
ENSVVUP00000020722	ENSVVUG00000015247	Vulpes_vulpes
ENSUAMP00000030784	ENSUAMG00000023642	Ursus_americanus
ENSEASP00005021606	ENSEASG00005014773	Equus_asinus_asinus
ENSSDAP00000026553	ENSSDAG00000024071	Spermophilus_dauricus
ENSSDAP00000026552	ENSSDAG00000024069	Spermophilus_dauricus
ENSABRP00000010811	ENSABRG00000009722	Anser_brachyrhynchus
ENSAPLP00000031784	ENSAPLG00000017751	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000015139	ENSNMEG00000013442	Numida_meleagris
ENSCPUP00000007568	ENSCPUG00000005462	Calidris_pugnax
ENSLCOP00000017212	ENSLCOG00000012193	Lepidothrix_coronata
ENSLCAP00010050056	ENSLCAG00010023318	Lates_calcarifer
ENSLCRP00005010164	ENSLCRG00005004671	Larimichthys_crocea
ENSBSLP00000005783	ENSBSLG00000003061	Betta_splendens
ENSAMXP00005023493	ENSAMXG00005012066	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
