ENSVURP00010023682	ENSVURG00010018152	Vombatus_ursinus
ENSPCIP00000045744	ENSPCIG00000014642	Phascolarctos_cinereus
ENSMEUP00000012621	ENSMEUG00000013809	Notamacropus_eugenii
ENSSHAP00000009399	ENSSHAG00000008132	Sarcophilus_harrisii
ENSMODP00000001858	ENSMODG00000014685	Monodelphis_domestica
ENSCHOP00000012029	ENSCHOG00000013552	Choloepus_hoffmanni
ENSDNOP00000006904	ENSDNOG00000008886	Dasypus_novemcinctus
ENSCANP00000021650	ENSCANG00000034257	Colobus_angolensis_palliatus
ENSPTEP00000024502	ENSPTEG00000024961	Piliocolobus_tephrosceles
ENSRBIP00000022380	ENSRBIG00000035134	Rhinopithecus_bieti
ENSRROP00000037709	ENSRROG00000042260	Rhinopithecus_roxellana
ENSPANP00000012889	ENSPANG00000023973	Papio_anubis
ENSTGEP00000018070	ENSTGEG00000014608	Theropithecus_gelada
ENSCATP00000025084	ENSCATG00000035990	Cercocebus_atys
ENSMLEP00000018147	ENSMLEG00000033183	Mandrillus_leucophaeus
ENSMMUP00000044045	ENSMMUG00000018033	Macaca_mulatta
ENSMFAP00000037823	ENSMFAG00000037845	Macaca_fascicularis
ENSMNEP00000004534	ENSMNEG00000020414	Macaca_nemestrina
ENSCSAP00000003381	ENSCSAG00000007108	Chlorocebus_sabaeus
ENSPTRP00000084046	ENSPTRG00000011636	Pan_troglodytes
ENSP00000281419	ENSG00000151693	Homo_sapiens
ENSGGOP00000042263	ENSGGOG00000001744	Gorilla_gorilla
ENSPPYP00000014143	ENSPPYG00000012668	Pongo_abelii
ENSPPAP00000002306	ENSPPAG00000008883	Pan_paniscus
ENSNLEP00000042372	ENSNLEG00000013248	Nomascus_leucogenys
ENSSBOP00000008891	ENSSBOG00000021237	Saimiri_boliviensis_boliviensis
ENSCJAP00000068548	ENSCJAG00000006233	Callithrix_jacchus
ENSCCAP00000031867	ENSCCAG00000033861	Cebus_capucinus_imitator
ENSANAP00000011941	ENSANAG00000023907	Aotus_nancymaae
ENSTSYP00000013341	ENSTSYG00000014529	Carlito_syrichta
ENSMICP00000043582	ENSMICG00000002345	Microcebus_murinus
ENSPSMP00000029205	ENSPSMG00000020266	Prolemur_simus
ENSPCOP00000016013	ENSPCOG00000019755	Propithecus_coquereli
ENSOGAP00000001498	ENSOGAG00000001677	Otolemur_garnettii
ENSMSIP00000026979	ENSMSIG00000022503	Mus_spicilegus
ENSMUSP00000063217	ENSMUSG00000052632	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0033440	MGP_SPRETEiJ_G0018479	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0031975	MGP_CAROLIEiJ_G0017638	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0082092	MGP_PahariEiJ_G0029395	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074423	ENSRNOG00000061519	Rattus_norvegicus
ENSMUGP00000018770	ENSMUGG00000015597	Meriones_unguiculatus
ENSMOCP00000022874	ENSMOCG00000019749	Microtus_ochrogaster
ENSPEMP00000018363	ENSPEMG00000016930	Peromyscus_maniculatus_bairdii
ENSCGRP00000014801	ENSCGRG00000010722	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001024950	ENSCGRG00001022680	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015006877	ENSCGRG00015004935	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000001825	ENSMAUG00000001240	Mesocricetus_auratus
ENSNGAP00000021235	ENSNGAG00000020450	Nannospalax_galili
ENSJJAP00000001267	ENSJJAG00000001039	Jaculus_jaculus
ENSCCNP00000005533	ENSCCNG00000005158	Castor_canadensis
ENSDORP00000013412	ENSDORG00000014261	Dipodomys_ordii
ENSCLAP00000002757	ENSCLAG00000001989	Chinchilla_lanigera
ENSODEP00000001912	ENSODEG00000001497	Octodon_degus
ENSCPOP00000022003	ENSCPOG00000010278	Cavia_porcellus
ENSCAPP00000002470	ENSCAPG00000005307	Cavia_aperea
ENSHGLP00000001251	ENSHGLG00000000974	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013360	ENSHGLG00100009886	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000019324	ENSFDAG00000009238	Fukomys_damarensis
ENSUPAP00010014844	ENSUPAG00010011650	Urocitellus_parryii
ENSSTOP00000003983	ENSSTOG00000004398	Ictidomys_tridecemlineatus
ENSSDAP00000023454	ENSSDAG00000020865	Spermophilus_dauricus
ENSMMMP00000025923	ENSMMMG00000022671	Marmota_marmota_marmota
ENSUMAP00000004601	ENSUMAG00000003695	Ursus_maritimus
ENSUAMP00000009236	ENSUAMG00000007571	Ursus_americanus
ENSAMEP00000008911	ENSAMEG00000008406	Ailuropoda_melanoleuca
ENSCAFP00000005005	ENSCAFG00000003370	Canis_lupus_familiaris
ENSCAFP00020002131	ENSCAFG00020000377	Canis_lupus_dingo
ENSVVUP00000003071	ENSVVUG00000002403	Vulpes_vulpes
ENSNVIP00000019762	ENSNVIG00000015416	Neovison_vison
ENSMPUP00000013099	ENSMPUG00000013197	Mustela_putorius_furo
ENSPPRP00000025908	ENSPPRG00000016539	Panthera_pardus
ENSPTIP00000000484	ENSPTIG00000000985	Panthera_tigris_altaica
ENSFCAP00000042574	ENSFCAG00000007850	Felis_catus
ENSBIXP00000037454	ENSBIXG00000021026	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005018033	ENSBIXG00005021521	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000003007	ENSBTAG00000002329	Bos_taurus
ENSBMUP00000004572	ENSBMUG00000003572	Bos_mutus
ENSBBBP00000002998	ENSBBBG00000012138	Bison_bison_bison
ENSOARP00000015981	ENSOARG00000014894	Ovis_aries
ENSCHIP00000026500	ENSCHIG00000022796	Capra_hircus
ENSTTRP00000000809	ENSTTRG00000000856	Tursiops_truncatus
ENSSSCP00000051142	ENSSSCG00000008642	Sus_scrofa_strain_reference
ENSEEUP00000013931	ENSEEUG00000015225	Erinaceus_europaeus
ENSSARP00000008819	ENSSARG00000009714	Sorex_araneus
ENSEASP00005005081	ENSEASG00005000562	Equus_asinus_asinus
ENSECAP00000048766	ENSECAG00000024278	Equus_caballus
ENSPVAP00000005031	ENSPVAG00000005303	Pteropus_vampyrus
ENSOCUP00000003223	ENSOCUG00000003719	Oryctolagus_cuniculus
ENSOPRP00000008118	ENSOPRG00000008852	Ochotona_princeps
ENSTBEP00000006990	ENSTBEG00000008035	Tupaia_belangeri
ENSETEP00000003188	ENSETEG00000003881	Echinops_telfairi
ENSLAFP00000007576	ENSLAFG00000009029	Loxodonta_africana
ENSPCAP00000005487	ENSPCAG00000005743	Procavia_capensis
ENSOANP00000030292	ENSOANG00000031407	Ornithorhynchus_anatinus
ENSHHUP00000089993	ENSHHUG00000051964	Hucho_hucho
ENSAHAP00000007385	ENSAHAG00000004212	Apteryx_haastii
ENSAOWP00000004447	ENSAOWG00000003118	Apteryx_owenii
