ENSCABP00000002349	ENSCABG00000001816	Chelonoidis_abingdonii	ENSCABT00000002529
ENSGAGP00000035941	ENSGAGG00000025489	Gopherus_agassizii	ENSGAGT00000040683
ENSCPBP00000008793	ENSCPBG00000006818	Chrysemys_picta_bellii
ENSCPRP00005023030	ENSCPRG00005016016	Crocodylus_porosus
ENSACAP00000020355	ENSACAG00000013575	Anolis_carolinensis
ENSPVIP00000028251	ENSPVIG00000020947	Pogona_vitticeps
ENSSMRP00000028262	ENSSMRG00000021732	Salvator_merianae
ENSPPAP00000000765	ENSPPAG00000003064	Pan_paniscus
ENSPTRP00000019425	ENSPTRG00000011314	Pan_troglodytes
ENSGGOP00000009891	ENSGGOG00000010134	Gorilla_gorilla
ENSP00000246801	ENSG00000126467	Homo_sapiens
ENSPPYP00000011802	ENSPPYG00000010538	Pongo_abelii
ENSNLEP00000006439	ENSNLEG00000005330	Nomascus_leucogenys
ENSMMUP00000025394	ENSMMUG00000019328	Macaca_mulatta
ENSMFAP00000039971	ENSMFAG00000046167	Macaca_fascicularis
ENSMNEP00000021306	ENSMNEG00000034415	Macaca_nemestrina
ENSCATP00000039721	ENSCATG00000042464	Cercocebus_atys
ENSMLEP00000000461	ENSMLEG00000001267	Mandrillus_leucophaeus
ENSPANP00000016617	ENSPANG00000012509	Papio_anubis
ENSTGEP00000033563	ENSTGEG00000026804	Theropithecus_gelada
ENSCSAP00000015590	ENSCSAG00000002454	Chlorocebus_sabaeus
ENSRBIP00000040441	ENSRBIG00000043641	Rhinopithecus_bieti
ENSRROP00000026478	ENSRROG00000036981	Rhinopithecus_roxellana
ENSCANP00000021447	ENSCANG00000034155	Colobus_angolensis_palliatus
ENSSBOP00000035834	ENSSBOG00000034066	Saimiri_boliviensis_boliviensis
ENSCCAP00000021536	ENSCCAG00000028606	Cebus_capucinus_imitator
ENSCJAP00000006898	ENSCJAG00000003802	Callithrix_jacchus
ENSANAP00000004871	ENSANAG00000020537	Aotus_nancymaae
ENSTSYP00000021263	ENSTSYG00000026967	Carlito_syrichta
ENSPSMP00000032687	ENSPSMG00000022602	Prolemur_simus
ENSPCOP00000001416	ENSPCOG00000004463	Propithecus_coquereli
ENSMICP00000047815	ENSMICG00000013406	Microcebus_murinus
ENSOGAP00000008713	ENSOGAG00000009741	Otolemur_garnettii
ENSSTOP00000008752	ENSSTOG00000009763	Ictidomys_tridecemlineatus
ENSUPAP00010017636	ENSUPAG00010014030	Urocitellus_parryii
ENSSDAP00000002406	ENSSDAG00000002313	Spermophilus_dauricus
ENSMMMP00000009656	ENSMMMG00000008591	Marmota_marmota_marmota
ENSHGLP00000007104	ENSHGLG00000005186	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020490	ENSHGLG00100015092	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021352	ENSFDAG00000007769	Fukomys_damarensis
ENSCLAP00000009753	ENSCLAG00000006760	Chinchilla_lanigera
ENSODEP00000023310	ENSODEG00000017089	Octodon_degus
ENSCAPP00000009342	ENSCAPG00000010829	Cavia_aperea
ENSCPOP00000005414	ENSCPOG00000005997	Cavia_porcellus
ENSCCNP00000031020	ENSCCNG00000029597	Castor_canadensis
ENSDORP00000014044	ENSDORG00000014926	Dipodomys_ordii
MGP_SPRETEiJ_P0082744	MGP_SPRETEiJ_G0030782	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000024815	ENSMSIG00000020920	Mus_spicilegus
ENSMUSP00000112673	ENSMUSG00000059891	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0079410	MGP_CAROLIEiJ_G0029684	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016277	MGP_PahariEiJ_G0012909	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000043218	ENSRNOG00000020443	Rattus_norvegicus
ENSMUGP00000006868	ENSMUGG00000006301	Meriones_unguiculatus
ENSMUGP00000012225	ENSMUGG00000010631	Meriones_unguiculatus
ENSPEMP00000012605	ENSPEMG00000012885	Peromyscus_maniculatus_bairdii
ENSMOCP00000012932	ENSMOCG00000012880	Microtus_ochrogaster
ENSCGRP00015024947	ENSCGRG00015018921	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001024569	ENSCGRG00001022440	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015024928	ENSCGRG00015018885	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000015584	ENSCGRG00000011311	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000001678	ENSMAUG00000001231	Mesocricetus_auratus
ENSNGAP00000005578	ENSNGAG00000007904	Nannospalax_galili
ENSJJAP00000002756	ENSJJAG00000004998	Jaculus_jaculus
ENSOCUP00000007902	ENSOCUG00000009150	Oryctolagus_cuniculus
ENSOPRP00000009364	ENSOPRG00000010245	Ochotona_princeps
ENSSARP00000005756	ENSSARG00000006350	Sorex_araneus
ENSCHOP00000002747	ENSCHOG00000003096	Choloepus_hoffmanni
ENSUMAP00000003131	ENSUMAG00000002694	Ursus_maritimus
ENSUAMP00000008894	ENSUAMG00000007453	Ursus_americanus
ENSAMEP00000014552	ENSAMEG00000013807	Ailuropoda_melanoleuca
ENSMPUP00000002355	ENSMPUG00000002382	Mustela_putorius_furo
ENSNVIP00000018082	ENSNVIG00000014153	Neovison_vison
ENSCAFP00000047296	ENSCAFG00000003555	Canis_lupus_familiaris
ENSVVUP00000029205	ENSVVUG00000021336	Vulpes_vulpes
ENSCAFP00020030546	ENSCAFG00020023817	Canis_lupus_dingo
ENSPPRP00000018400	ENSPPRG00000010063	Panthera_pardus
ENSPTIP00000003292	ENSPTIG00000006061	Panthera_tigris_altaica
ENSFCAP00000004086	ENSFCAG00000004426	Felis_catus
ENSECAP00000021422	ENSECAG00000023945	Equus_caballus
ENSPVAP00000010342	ENSPVAG00000010972	Pteropus_vampyrus
ENSMLUP00000006980	ENSMLUG00000007644	Myotis_lucifugus
ENSTTRP00000005231	ENSTTRG00000005542	Tursiops_truncatus
ENSSSCP00000062727	ENSSSCG00000003191	Sus_scrofa_strain_reference
ENSBIXP00005026498	ENSBIXG00005005006	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000013349	ENSBIXG00000018285	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000025526	ENSBTAG00000019179	Bos_taurus
ENSBMUP00000005694	ENSBMUG00000004483	Bos_mutus
ENSBBBP00000017588	ENSBBBG00000010082	Bison_bison_bison
ENSCHIP00000019323	ENSCHIG00000018371	Capra_hircus
ENSOARP00000014430	ENSOARG00000013455	Ovis_aries
ENSDNOP00000006873	ENSDNOG00000008872	Dasypus_novemcinctus
ENSLAFP00000023434	ENSLAFG00000016910	Loxodonta_africana
ENSPCAP00000010283	ENSPCAG00000011014	Procavia_capensis
ENSETEP00000015036	ENSETEG00000018496	Echinops_telfairi
ENSVURP00010018249	ENSVURG00010013896	Vombatus_ursinus
ENSPCIP00000009755	ENSPCIG00000007950	Phascolarctos_cinereus
ENSMEUP00000001887	ENSMEUG00000002053	Notamacropus_eugenii
ENSMODP00000016808	ENSMODG00000013440	Monodelphis_domestica
ENSLACP00000015066	ENSLACG00000013258	Latimeria_chalumnae
