ENSPMAP00000010536	ENSPMAG00000009582	Petromyzon_marinus
ENSEBUP00000014080	ENSEBUG00000008875	Eptatretus_burgeri
ENSACAP00000010248	ENSACAG00000010410	Anolis_carolinensis
ENSPVIP00000007705	ENSPVIG00000006288	Pogona_vitticeps
ENSNSUP00000027522	ENSNSUG00000019677	Notechis_scutatus	ENSNSUT00000029223
ENSSMRP00000006554	ENSSMRG00000005321	Salvator_merianae
ENSSPUP00000021268	ENSSPUG00000016350	Sphenodon_punctatus
ENSCPBP00000027330	ENSCPBG00000019351	Chrysemys_picta_bellii
ENSPSIP00000003547	ENSPSIG00000003378	Pelodiscus_sinensis
ENSVURP00010011245	ENSVURG00010008684	Vombatus_ursinus
ENSPCIP00000012017	ENSPCIG00000009576	Phascolarctos_cinereus
ENSSHAP00000005230	ENSSHAG00000004576	Sarcophilus_harrisii
ENSMODP00000026039	ENSMODG00000020819	Monodelphis_domestica
MGP_SPRETEiJ_P0082494	MGP_SPRETEiJ_G0030721	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000030316	ENSMSIG00000025384	Mus_spicilegus
ENSMUSP00000004729	ENSMUSG00000004610	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0079166	MGP_CAROLIEiJ_G0029622	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016026	MGP_PahariEiJ_G0012850	Mus_pahari_strain_PAHARI_EIJ
ENSMUSP00000145061	ENSMUSG00000107482	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0082496	MGP_SPRETEiJ_G0030722	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0079168	MGP_CAROLIEiJ_G0029623	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0016028	MGP_PahariEiJ_G0012851	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000024083	ENSRNOG00000017851	Rattus_norvegicus
ENSMUGP00000008512	ENSMUGG00000007685	Meriones_unguiculatus
ENSPEMP00000001250	ENSPEMG00000000947	Peromyscus_maniculatus_bairdii
ENSMOCP00000024909	ENSMOCG00000021177	Microtus_ochrogaster
ENSCGRP00001024256	ENSCGRG00001022229	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000007097	ENSCGRG00000005166	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015030993	ENSCGRG00015023379	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000013073	ENSMAUG00000013212	Mesocricetus_auratus
ENSNGAP00000018385	ENSNGAG00000018543	Nannospalax_galili
ENSJJAP00000005143	ENSJJAG00000010103	Jaculus_jaculus
ENSCCNP00000030801	ENSCCNG00000029427	Castor_canadensis
ENSSDAP00000003975	ENSSDAG00000003744	Spermophilus_dauricus
ENSMMMP00000004814	ENSMMMG00000004401	Marmota_marmota_marmota
