ENSSFOP00015025918	ENSSFOG00015016666	Scleropages_formosus
ENSPKIP00000032521	ENSPKIG00000012581	Paramormyrops_kingsleyae
ENSHHUP00000042017	ENSHHUG00000025934	Hucho_hucho
ENSHHUP00000051485	ENSHHUG00000030975	Hucho_hucho
ENSELUP00000018730	ENSELUG00000000751	Esox_lucius
ENSGACP00000000099	ENSGACG00000000081	Gasterosteus_aculeatus
ENSLBEP00000008016	ENSLBEG00000006185	Labrus_bergylta
ENSACIP00000005264	ENSACIG00000004152	Amphilophus_citrinellus
ENSBSLP00000028896	ENSBSLG00000014448	Betta_splendens
ENSMMOP00000022548	ENSMMOG00000017138	Mola_mola
ENSTRUP00000024052	ENSTRUG00000009573	Takifugu_rubripes
ENSLCRP00005014727	ENSLCRG00005006285	Larimichthys_crocea
ENSCGOP00000046386	ENSCGOG00000020840	Cottoperca_gobio
ENSSDUP00000001223	ENSSDUG00000000993	Seriola_dumerili
ENSSLDP00000013696	ENSSLDG00000010926	Seriola_lalandi_dorsalis
ENSLCAP00010039615	ENSLCAG00010018507	Lates_calcarifer
ENSSMAP00000021909	ENSSMAG00000013423	Scophthalmus_maximus
ENSMAMP00000035881	ENSMAMG00000024095	Mastacembelus_armatus
ENSMALP00000031366	ENSMALG00000021642	Monopterus_albus
ENSATEP00000021435	ENSATEG00000014884	Anabas_testudineus
ENSAOCP00000004182	ENSAOCG00000000411	Amphiprion_ocellaris
ENSAPEP00000021912	ENSAPEG00000015636	Amphiprion_percula
ENSAPOP00000010436	ENSAPOG00000000346	Acanthochromis_polyacanthus
ENSSPAP00000028070	ENSSPAG00000021160	Stegastes_partitus
ENSPRNP00000003534	ENSPRNG00000002113	Parambassis_ranga
ENSFHEP00000000556	ENSFHEG00000001265	Fundulus_heteroclitus
ENSCVAP00000011098	ENSCVAG00000013313	Cyprinodon_variegatus
ENSXMAP00000017557	ENSXMAG00000017523	Xiphophorus_maculatus
ENSGAFP00000023515	ENSGAFG00000015884	Gambusia_affinis
ENSPFOP00000014869	ENSPFOG00000014832	Poecilia_formosa
ENSPMEP00000020226	ENSPMEG00000023363	Poecilia_mexicana
ENSPLAP00000029842	ENSPLAG00000020387	Poecilia_latipinna
ENSPREP00000014168	ENSPREG00000009611	Poecilia_reticulata
ENSKMAP00000019627	ENSKMAG00000014615	Kryptolebias_marmoratus
ENSORLP00000043058	ENSORLG00000027599	Oryzias_latipes_ASM223467v1
ENSORLP00020033505	ENSORLG00020019509	Oryzias_latipes_ASM223471v1
ENSORLP00015013785	ENSORLG00015014682	Oryzias_latipes_ASM223469v1
ENSOMEP00000007439	ENSOMEG00000008523	Oryzias_melastigma
ENSGWIP00000001407	ENSGWIG00000000820	Gouania_willdenowi
ENSMZEP00005034619	ENSMZEG00005025872	Maylandia_zebra
ENSHBUP00000019961	ENSHBUG00000022185	Haplochromis_burtoni
ENSONIP00000021690	ENSONIG00000017197	Oreochromis_niloticus
ENSAMXP00000054376	ENSAMXG00000043578	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005054428	ENSAMXG00005024332	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000031502	ENSPNAG00000018868	Pygocentrus_nattereri
ENSEEEP00000003922	ENSEEEG00000002097	Electrophorus_electricus
ENSECRP00000031890	ENSECRG00000021609	Erpetoichthys_calabaricus
ENSGAGP00000016595	ENSGAGG00000012406	Gopherus_agassizii
ENSNMEP00000016430	ENSNMEG00000014484	Numida_meleagris
