ENSACAP00000005694	ENSACAG00000005837	Anolis_carolinensis	ENSACAT00000005819
ENSPVIP00000025440	ENSPVIG00000019047	Pogona_vitticeps	ENSPVIT00000031370
ENSSMRP00000000047	ENSSMRG00000000054	Salvator_merianae
ENSLACP00000017753	ENSLACG00000015636	Latimeria_chalumnae
ENSAOCP00000023008	ENSAOCG00000000518	Amphiprion_ocellaris
ENSAPEP00000024169	ENSAPEG00000017175	Amphiprion_percula
ENSAPOP00000013226	ENSAPOG00000016066	Acanthochromis_polyacanthus
ENSSPAP00000001826	ENSSPAG00000001383	Stegastes_partitus
ENSPRNP00000056946	ENSPRNG00000026575	Parambassis_ranga
ENSGAFP00000032217	ENSGAFG00000021689	Gambusia_affinis
ENSXMAP00000001831	ENSXMAG00000001834	Xiphophorus_maculatus
ENSPMEP00000033263	ENSPMEG00000021680	Poecilia_mexicana
ENSPREP00000017998	ENSPREG00000012165	Poecilia_reticulata
ENSPLAP00000000258	ENSPLAG00000001067	Poecilia_latipinna
ENSPFOP00000003773	ENSPFOG00000003907	Poecilia_formosa
ENSFHEP00000006102	ENSFHEG00000007114	Fundulus_heteroclitus
ENSCVAP00000004138	ENSCVAG00000005416	Cyprinodon_variegatus
ENSKMAP00000026957	ENSKMAG00000019993	Kryptolebias_marmoratus
ENSORLP00020005089	ENSORLG00020005930	Oryzias_latipes_ASM223471v1
ENSORLP00015001640	ENSORLG00015002300	Oryzias_latipes_ASM223469v1
ENSORLP00000040390	ENSORLG00000001356	Oryzias_latipes_ASM223467v1
ENSOMEP00000008931	ENSOMEG00000010122	Oryzias_melastigma
ENSHBUP00000026361	ENSHBUG00000008988	Haplochromis_burtoni
ENSMZEP00005012511	ENSMZEG00005009402	Maylandia_zebra
ENSACLP00000036193	ENSACLG00000024518	Astatotilapia_calliptera
ENSPNYP00000007545	ENSPNYG00000005780	Pundamilia_nyererei
ENSNBRP00000003418	ENSNBRG00000002728	Neolamprologus_brichardi
ENSACIP00000028908	ENSACIG00000022390	Amphilophus_citrinellus
ENSLCRP00005030970	ENSLCRG00005012275	Larimichthys_crocea
ENSLBEP00000023257	ENSLBEG00000017835	Labrus_bergylta
ENSSMAP00000002275	ENSSMAG00000001428	Scophthalmus_maximus
ENSCSEP00000004586	ENSCSEG00000002979	Cynoglossus_semilaevis
ENSLCAP00010038936	ENSLCAG00010018216	Lates_calcarifer
ENSMAMP00000035636	ENSMAMG00000023952	Mastacembelus_armatus
ENSMALP00000023376	ENSMALG00000016278	Monopterus_albus
ENSTRUP00000025805	ENSTRUG00000010242	Takifugu_rubripes
ENSTNIP00000017631	ENSTNIG00000014603	Tetraodon_nigroviridis
ENSMMOP00000028916	ENSMMOG00000021818	Mola_mola
ENSCGOP00000048128	ENSCGOG00000021518	Cottoperca_gobio
ENSGACP00000001034	ENSGACG00000000806	Gasterosteus_aculeatus
ENSBSLP00000012654	ENSBSLG00000006510	Betta_splendens
ENSATEP00000004049	ENSATEG00000002816	Anabas_testudineus
ENSHCOP00000019247	ENSHCOG00000004434	Hippocampus_comes
ENSSDUP00000010948	ENSSDUG00000007996	Seriola_dumerili
ENSSLDP00000032530	ENSSLDG00000024964	Seriola_lalandi_dorsalis
ENSPMGP00000025254	ENSPMGG00000020357	Periophthalmus_magnuspinnatus
ENSHHUP00000078903	ENSHHUG00000046036	Hucho_hucho
ENSHHUP00000076757	ENSHHUG00000044889	Hucho_hucho
ENSELUP00000016918	ENSELUG00000016660	Esox_lucius
ENSAMXP00000002305	ENSAMXG00000002256	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005047443	ENSAMXG00005021778	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000030099	ENSPNAG00000016630	Pygocentrus_nattereri
ENSIPUP00000025473	ENSIPUG00000017245	Ictalurus_punctatus
ENSEEEP00000018109	ENSEEEG00000008904	Electrophorus_electricus
ENSDARP00000079525	ENSDARG00000060413	Danio_rerio
ENSCHAP00000038578	ENSCHAG00000018097	Clupea_harengus
ENSSFOP00015031181	ENSSFOG00015019989	Scleropages_formosus
ENSECRP00000033576	ENSECRG00000022732	Erpetoichthys_calabaricus
ENSPMAP00000008267	ENSPMAG00000007515	Petromyzon_marinus
ENSCSAVP00000016012	ENSCSAVG00000009431	Ciona_savignyi
ENSCINP00000030986	ENSCING00000019802	Ciona_intestinalis
