ENSCABP00000014518	ENSCABG00000010844	Chelonoidis_abingdonii
ENSCPBP00000005657	ENSCPBG00000004520	Chrysemys_picta_bellii
ENSCPGP00000021420	ENSCPGG00000014958	Calidris_pygmaea
ENSCPUP00000005738	ENSCPUG00000004205	Calidris_pugnax
ENSPVIP00000011874	ENSPVIG00000009305	Pogona_vitticeps
ENSNSUP00000000936	ENSNSUG00000000877	Notechis_scutatus
ENSSMRP00000002945	ENSSMRG00000002503	Salvator_merianae
ENSSPUP00000013276	ENSSPUG00000010209	Sphenodon_punctatus
ENSMMMP00000001532	ENSMMMG00000001405	Marmota_marmota_marmota
ENSSDAP00000008109	ENSSDAG00000007402	Spermophilus_dauricus
ENSCCNP00000011799	ENSCCNG00000012248	Castor_canadensis
ENSPPAP00000001083	ENSPPAG00000004644	Pan_paniscus
ENSPTRP00000056470	ENSPTRG00000033802	Pan_troglodytes
ENSP00000466047	ENSG00000171425	Homo_sapiens
ENSGGOP00000015271	ENSGGOG00000015656	Gorilla_gorilla
ENSPPYP00000011685	ENSPPYG00000010427	Pongo_abelii
ENSNLEP00000012822	ENSNLEG00000010553	Nomascus_leucogenys
ENSRBIP00000001214	ENSRBIG00000006365	Rhinopithecus_bieti
ENSRROP00000006018	ENSRROG00000024270	Rhinopithecus_roxellana
ENSPTEP00000043720	ENSPTEG00000039762	Piliocolobus_tephrosceles
ENSCANP00000005462	ENSCANG00000018703	Colobus_angolensis_palliatus
ENSMMUP00000073264	ENSMMUG00000004805	Macaca_mulatta
ENSMNEP00000001912	ENSMNEG00000008711	Macaca_nemestrina
ENSMFAP00000013985	ENSMFAG00000030060	Macaca_fascicularis
ENSCSAP00000019153	ENSCSAG00000019657	Chlorocebus_sabaeus
ENSCATP00000000154	ENSCATG00000000627	Cercocebus_atys
ENSMLEP00000001572	ENSMLEG00000006114	Mandrillus_leucophaeus
ENSPANP00000007326	ENSPANG00000014005	Papio_anubis
ENSTGEP00000016361	ENSTGEG00000013246	Theropithecus_gelada
ENSOGAP00000020330	ENSOGAG00000031176	Otolemur_garnettii
ENSUAMP00000025555	ENSUAMG00000019886	Ursus_americanus
ENSUMAP00000034169	ENSUMAG00000024588	Ursus_maritimus
ENSAMEP00000019980	ENSAMEG00000018933	Ailuropoda_melanoleuca
ENSNVIP00000015895	ENSNVIG00000012460	Neovison_vison
ENSMPUP00000020055	ENSMPUG00000020190	Mustela_putorius_furo
ENSCAFP00020019448	ENSCAFG00020015468	Canis_lupus_dingo
ENSCAFP00000037973	ENSCAFG00000032256	Canis_lupus_familiaris
ENSPPRP00000027380	ENSPPRG00000018774	Panthera_pardus
ENSPTIP00000001517	ENSPTIG00000003918	Panthera_tigris_altaica
ENSPVAP00000004303	ENSPVAG00000004546	Pteropus_vampyrus
ENSBIXP00000012398	ENSBIXG00000017491	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005016726	ENSBIXG00005020274	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000055409	ENSBTAG00000045864	Bos_taurus
ENSBMUP00000002002	ENSBMUG00000001616	Bos_mutus
ENSCHIP00000009100	ENSCHIG00000012084	Capra_hircus
ENSBBBP00000023888	ENSBBBG00000004656	Bison_bison_bison
ENSTTRP00000000928	ENSTTRG00000000984	Tursiops_truncatus
ENSSSCP00000033389	ENSSSCG00000040721	Sus_scrofa_strain_reference
ENSEASP00005030429	ENSEASG00005020724	Equus_asinus_asinus
ENSECAP00000002136	ENSECAG00000003138	Equus_caballus
ENSDNOP00000029070	ENSDNOG00000045355	Dasypus_novemcinctus
ENSLAFP00000026167	ENSLAFG00000027775	Loxodonta_africana
ENSPCIP00000023822	ENSPCIG00000018019	Phascolarctos_cinereus
ENSXETP00000032337	ENSXETG00000011025	Xenopus_tropicalis
ENSLACP00000011394	ENSLACG00000010025	Latimeria_chalumnae
ENSACAP00000023474	ENSACAG00000029472	Anolis_carolinensis	ENSACAT00000030894
ENSPVIP00000011871	ENSPVIG00000009302	Pogona_vitticeps	ENSPVIT00000015006
ENSNSUP00000000940	ENSNSUG00000000882	Notechis_scutatus	ENSNSUT00000001037
ENSSPUP00000013207	ENSSPUG00000010176	Sphenodon_punctatus
ENSCHAP00000008731	ENSCHAG00000005261	Clupea_harengus
ENSDCDP00000019966	ENSDCDG00000015962	Denticeps_clupeoides
ENSPNAP00000031029	ENSPNAG00000018134	Pygocentrus_nattereri
ENSIPUP00000011666	ENSIPUG00000007938	Ictalurus_punctatus
ENSEEEP00000026531	ENSEEEG00000012832	Electrophorus_electricus
ENSAMXP00000047164	ENSAMXG00000035020	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005033648	ENSAMXG00005016286	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSSFOP00015001292	ENSSFOG00015000933	Scleropages_formosus
ENSPKIP00000032357	ENSPKIG00000012497	Paramormyrops_kingsleyae
ENSLBEP00000021737	ENSLBEG00000016702	Labrus_bergylta
ENSPMGP00000014820	ENSPMGG00000012150	Periophthalmus_magnuspinnatus
ENSCSEP00000029316	ENSCSEG00000018778	Cynoglossus_semilaevis
ENSFHEP00000014722	ENSFHEG00000016304	Fundulus_heteroclitus
ENSCVAP00000006217	ENSCVAG00000007705	Cyprinodon_variegatus
ENSXMAP00000033668	ENSXMAG00000021620	Xiphophorus_maculatus
ENSXCOP00000025990	ENSXCOG00000019422	Xiphophorus_couchianus
ENSGAFP00000019771	ENSGAFG00000013371	Gambusia_affinis
ENSPMEP00000001287	ENSPMEG00000002163	Poecilia_mexicana
ENSPFOP00000024458	ENSPFOG00000022173	Poecilia_formosa
ENSACIP00000007764	ENSACIG00000006084	Amphilophus_citrinellus
ENSORLP00015012238	ENSORLG00015013094	Oryzias_latipes_ASM223469v1
ENSORLP00020025365	ENSORLG00020007269	Oryzias_latipes_ASM223471v1
ENSORLP00000038607	ENSORLG00000027114	Oryzias_latipes_ASM223467v1
ENSOMEP00000009820	ENSOMEG00000011068	Oryzias_melastigma
ENSGWIP00000004442	ENSGWIG00000002391	Gouania_willdenowi
ENSPNYP00000002158	ENSPNYG00000001727	Pundamilia_nyererei
ENSACLP00000032196	ENSACLG00000021842	Astatotilapia_calliptera
ENSMZEP00005021992	ENSMZEG00005016492	Maylandia_zebra
ENSHBUP00000011986	ENSHBUG00000013686	Haplochromis_burtoni
ENSNBRP00000003642	ENSNBRG00000002913	Neolamprologus_brichardi
ENSAPEP00000011109	ENSAPEG00000007964	Amphiprion_percula
ENSAPEP00000012065	ENSAPEG00000008620	Amphiprion_percula
ENSAPOP00000013144	ENSAPOG00000015892	Acanthochromis_polyacanthus
ENSATEP00000032661	ENSATEG00000022501	Anabas_testudineus
ENSBSLP00000034989	ENSBSLG00000017082	Betta_splendens
ENSMAMP00000029200	ENSMAMG00000019666	Mastacembelus_armatus
ENSMALP00000013760	ENSMALG00000009715	Monopterus_albus
ENSPRNP00000054710	ENSPRNG00000025702	Parambassis_ranga
ENSSDUP00000012395	ENSSDUG00000009031	Seriola_dumerili
ENSSLDP00000029200	ENSSLDG00000022547	Seriola_lalandi_dorsalis
ENSSMAP00000020935	ENSSMAG00000012836	Scophthalmus_maximus
ENSLCAP00010019553	ENSLCAG00010009231	Lates_calcarifer
ENSLCRP00005031673	ENSLCRG00005012569	Larimichthys_crocea
ENSMMOP00000021797	ENSMMOG00000016573	Mola_mola
ENSHCOP00000016775	ENSHCOG00000020549	Hippocampus_comes
ENSHHUP00000075604	ENSHHUG00000044289	Hucho_hucho
ENSELUP00000015529	ENSELUG00000015468	Esox_lucius
ENSSPAP00000021665	ENSSPAG00000016350	Stegastes_partitus
ENSAOCP00000009334	ENSAOCG00000013473	Amphiprion_ocellaris
ENSONIP00000016091	ENSONIG00000012782	Oreochromis_niloticus
ENSCGOP00000037976	ENSCGOG00000017434	Cottoperca_gobio
ENSHHUP00000078854	ENSHHUG00000046009	Hucho_hucho
ENSTRUP00000009177	ENSTRUG00000022782	Takifugu_rubripes
ENSECRP00000027841	ENSECRG00000018844	Erpetoichthys_calabaricus
