ENSCHAP00000010935	ENSCHAG00000006172	Clupea_harengus
ENSDCDP00000038052	ENSDCDG00000025602	Denticeps_clupeoides
ENSAMXP00000048969	ENSAMXG00000034330	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000003666	ENSPNAG00000010081	Pygocentrus_nattereri
ENSIPUP00000005891	ENSIPUG00000004105	Ictalurus_punctatus
ENSDARP00000074854	ENSDARG00000005576	Danio_rerio
ENSORLP00020008720	ENSORLG00020009613	Oryzias_latipes_ASM223471v1
ENSORLP00015029573	ENSORLG00015012788	Oryzias_latipes_ASM223469v1
ENSLBEP00000019166	ENSLBEG00000014725	Labrus_bergylta
ENSSLDP00000024950	ENSSLDG00000019415	Seriola_lalandi_dorsalis
ENSCSEP00000013762	ENSCSEG00000008860	Cynoglossus_semilaevis
ENSACLP00000026627	ENSACLG00000018073	Astatotilapia_calliptera
ENSNBRP00000015346	ENSNBRG00000011858	Neolamprologus_brichardi
ENSONIP00000019804	ENSONIG00000015738	Oreochromis_niloticus
ENSAOCP00000028606	ENSAOCG00000018347	Amphiprion_ocellaris
ENSSMAP00000012297	ENSSMAG00000007570	Scophthalmus_maximus
ENSCGOP00000028923	ENSCGOG00000013539	Cottoperca_gobio
ENSGACP00000001762	ENSGACG00000001360	Gasterosteus_aculeatus
ENSTNIP00000018753	ENSTNIG00000015678	Tetraodon_nigroviridis
ENSXCOP00000024521	ENSXCOG00000018314	Xiphophorus_couchianus
ENSGAFP00000006351	ENSGAFG00000004292	Gambusia_affinis
ENSPMEP00000033769	ENSPMEG00000022523	Poecilia_mexicana
ENSPFOP00000006432	ENSPFOG00000006395	Poecilia_formosa
ENSPLAP00000004554	ENSPLAG00000006267	Poecilia_latipinna
ENSPREP00000001668	ENSPREG00000001220	Poecilia_reticulata
ENSMALP00000024900	ENSMALG00000017319	Monopterus_albus
ENSACIP00000007545	ENSACIG00000005891	Amphilophus_citrinellus
ENSGWIP00000016457	ENSGWIG00000009230	Gouania_willdenowi
ENSAPOP00000029839	ENSAPOG00000016043	Acanthochromis_polyacanthus
ENSLCAP00010027015	ENSLCAG00010012635	Lates_calcarifer
ENSMMOP00000025712	ENSMMOG00000019484	Mola_mola
ENSATEP00000002837	ENSATEG00000002020	Anabas_testudineus
ENSPMGP00000001277	ENSPMGG00000001155	Periophthalmus_magnuspinnatus
ENSGMOP00000016854	ENSGMOG00000015669	Gadus_morhua
ENSHHUP00000082561	ENSHHUG00000047968	Hucho_hucho
ENSHHUP00000042395	ENSHHUG00000026099	Hucho_hucho
ENSSFOP00015002239	ENSSFOG00015001477	Scleropages_formosus
ENSPKIP00000017705	ENSPKIG00000003488	Paramormyrops_kingsleyae
ENSCPBP00000029647	ENSCPBG00000020877	Chrysemys_picta_bellii
ENSCABP00000022422	ENSCABG00000016502	Chelonoidis_abingdonii
ENSPSIP00000005527	ENSPSIG00000005148	Pelodiscus_sinensis
ENSCPRP00005018877	ENSCPRG00005013214	Crocodylus_porosus
ENSPVIP00000001086	ENSPVIG00000001014	Pogona_vitticeps
ENSACAP00000001976	ENSACAG00000001907	Anolis_carolinensis
ENSNSUP00000018402	ENSNSUG00000013467	Notechis_scutatus
ENSSMRP00000019386	ENSSMRG00000015113	Salvator_merianae
ENSSPUP00000011142	ENSSPUG00000008562	Sphenodon_punctatus
ENSCPGP00000004891	ENSCPGG00000003504	Calidris_pygmaea
ENSCPUP00000021678	ENSCPUG00000014749	Calidris_pugnax
ENSMUNP00000004464	ENSMUNG00000003655	Melopsittacus_undulatus
ENSAHAP00000010103	ENSAHAG00000007268	Apteryx_haastii
ENSAOWP00000022773	ENSAOWG00000015361	Apteryx_owenii
ENSARWP00000019758	ENSARWG00000013542	Apteryx_rowi
ENSJHYP00000006933	ENSJHYG00000005418	Junco_hyemalis
ENSZALP00000014425	ENSZALG00000011975	Zonotrichia_albicollis
ENSSCAP00000006705	ENSSCAG00000005216	Serinus_canaria
ENSLSDP00000010591	ENSLSDG00000007792	Lonchura_striata_domestica
ENSLSDP00000010582	ENSLSDG00000007789	Lonchura_striata_domestica
ENSTGUP00000011637	ENSTGUG00000011293	Taeniopygia_guttata
ENSTGUP00000011635	ENSTGUG00000011292	Taeniopygia_guttata
ENSFALP00000009140	ENSFALG00000008755	Ficedula_albicollis
ENSPMJP00000023933	ENSPMJG00000017632	Parus_major
ENSCCEP00000027306	ENSCCEG00000023866	Cyanistes_caeruleus
ENSLCOP00000008174	ENSLCOG00000005975	Lepidothrix_coronata
ENSMVIP00005018716	ENSMVIG00005013233	Manacus_vitellinus
ENSABRP00000020215	ENSABRG00000017207	Anser_brachyrhynchus
ENSAPLP00000020400	ENSAPLG00000018803	Anas_platyrhynchos_platyrhynchos
ENSGALP00000027637	ENSGALG00000017145	Gallus_gallus
ENSCJPP00005001613	ENSCJPG00005001488	Coturnix_japonica
ENSMGAP00000016048	ENSMGAG00000015135	Meleagris_gallopavo
ENSNMEP00000022787	ENSNMEG00000019465	Numida_meleagris
ENSNPEP00000008992	ENSNPEG00000006759	Nothoprocta_perdicaria
ENSCLAP00000007306	ENSCLAG00000005140	Chinchilla_lanigera
ENSJJAP00000015937	ENSJJAG00000017955	Jaculus_jaculus
ENSTTRP00000003126	ENSTTRG00000003336	Tursiops_truncatus
ENSLAFP00000024384	ENSLAFG00000030270	Loxodonta_africana
ENSLAFP00000005644	ENSLAFG00000006719	Loxodonta_africana
ENSPCAP00000012149	ENSPCAG00000013008	Procavia_capensis	ENSPCAT00000013005
ENSMSIP00000005526	ENSMSIG00000004972	Mus_spicilegus
ENSMUSP00000112170	ENSMUSG00000079184	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0038657	MGP_SPRETEiJ_G0020231	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0036932	MGP_CAROLIEiJ_G0019340	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0085043	MGP_PahariEiJ_G0030358	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000028145	ENSRNOG00000051238	Rattus_norvegicus
ENSRNOP00000073383	ENSRNOG00000061152	Rattus_norvegicus
ENSMUGP00000030203	ENSMUGG00000025079	Meriones_unguiculatus
ENSMOCP00000009302	ENSMOCG00000009441	Microtus_ochrogaster
ENSPEMP00000036056	ENSPEMG00000015110	Peromyscus_maniculatus_bairdii
ENSCGRP00015017196	ENSCGRG00015013250	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000013875	ENSCGRG00000010054	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000318	ENSCGRG00001000268	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000017877	ENSMAUG00000016609	Mesocricetus_auratus
ENSNGAP00000010522	ENSNGAG00000012934	Nannospalax_galili
ENSCCNP00000008230	ENSCCNG00000008732	Castor_canadensis
ENSUPAP00010023692	ENSUPAG00010018779	Urocitellus_parryii
ENSSTOP00000019583	ENSSTOG00000028371	Ictidomys_tridecemlineatus
ENSSDAP00000002405	ENSSDAG00000002317	Spermophilus_dauricus
