ENSUAMP00000001083	ENSUAMG00000001001	Ursus_americanus
ENSUMAP00000000518	ENSUMAG00000000610	Ursus_maritimus
ENSCAFP00020011199	ENSCAFG00020009063	Canis_lupus_dingo
ENSPPRP00000026749	ENSPPRG00000017712	Panthera_pardus
ENSPTIP00000022583	ENSPTIG00000019344	Panthera_tigris_altaica
ENSBBBP00000025673	ENSBBBG00000020999	Bison_bison_bison
ENSBMUP00000010355	ENSBMUG00000007991	Bos_mutus
ENSBIXP00000012460	ENSBIXG00000017556	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005019280	ENSBIXG00005003852	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000010260	ENSBMUG00000007920	Bos_mutus
ENSBBBP00000014641	ENSBBBG00000005903	Bison_bison_bison
ENSCHIP00000030285	ENSCHIG00000024977	Capra_hircus
ENSPVAP00000007802	ENSPVAG00000008259	Pteropus_vampyrus
ENSBIXP00005040122	ENSBIXG00005022693	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000012509	ENSBIXG00000006217	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000052532	ENSBTAG00000037815	Bos_taurus
ENSVVUP00000021210	ENSVVUG00000015601	Vulpes_vulpes
ENSANAP00000042122	ENSANAG00000038338	Aotus_nancymaae
ENSNLEP00000021069	ENSNLEG00000017362	Nomascus_leucogenys
ENSPSMP00000000654	ENSPSMG00000000468	Prolemur_simus
ENSMICP00000046198	ENSMICG00000042616	Microcebus_murinus
ENSHGLP00000025157	ENSHGLG00000017921	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100020915	ENSHGLG00100015420	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013837	ENSFDAG00000000729	Fukomys_damarensis
ENSODEP00000011055	ENSODEG00000008233	Octodon_degus
ENSCPOP00000014738	ENSCPOG00000025774	Cavia_porcellus
ENSPCAP00000014062	ENSPCAG00000015088	Procavia_capensis
ENSLAFP00000016035	ENSLAFG00000020785	Loxodonta_africana
ENSAMEP00000014141	ENSAMEG00000013439	Ailuropoda_melanoleuca	ENSAMET00000014739
ENSECAP00000025779	ENSECAG00000031449	Equus_caballus	ENSECAT00000046592
ENSRBIP00000015391	ENSRBIG00000031799	Rhinopithecus_bieti	ENSRBIT00000039233
ENSRROP00000043047	ENSRROG00000044604	Rhinopithecus_roxellana	ENSRROT00000067558
ENSCANP00000019591	ENSCANG00000033207	Colobus_angolensis_palliatus
ENSMLEP00000009769	ENSMLEG00000029072	Mandrillus_leucophaeus
ENSCATP00000045482	ENSCATG00000045127	Cercocebus_atys
ENSTGEP00000019514	ENSTGEG00000015719	Theropithecus_gelada
ENSTGEP00000019492	ENSTGEG00000015676	Theropithecus_gelada
ENSPANP00000004075	ENSPANG00000011638	Papio_anubis
ENSMNEP00000013722	ENSMNEG00000031073	Macaca_nemestrina
ENSMNEP00000001779	ENSMNEG00000007986	Macaca_nemestrina
ENSCSAP00000000621	ENSCSAG00000004266	Chlorocebus_sabaeus
ENSPPYP00000004105	ENSPPYG00000003582	Pongo_abelii
ENSPPYP00000004106	ENSPPYG00000003583	Pongo_abelii
ENSPPAP00000027989	ENSPPAG00000037060	Pan_paniscus
ENSPPAP00000030490	ENSPPAG00000038228	Pan_paniscus
ENSPTRP00000048282	ENSPTRG00000028731	Pan_troglodytes
ENSP00000327431	ENSG00000213934	Homo_sapiens
ENSP00000338082	ENSG00000196565	Homo_sapiens
ENSP00000496470	ENSG00000284931	Homo_sapiens
ENSGGOP00000025490	ENSGGOG00000026413	Gorilla_gorilla
ENSNLEP00000021066	ENSNLEG00000017360	Nomascus_leucogenys
ENSNLEP00000046288	ENSNLEG00000028897	Nomascus_leucogenys
ENSCCAP00000011803	ENSCCAG00000023654	Cebus_capucinus_imitator
ENSCJAP00000076265	ENSCJAG00000020208	Callithrix_jacchus
ENSANAP00000040992	ENSANAG00000037825	Aotus_nancymaae
ENSPTEP00000020264	ENSPTEG00000021515	Piliocolobus_tephrosceles
ENSPTEP00000020301	ENSPTEG00000021553	Piliocolobus_tephrosceles
ENSMFAP00000037110	ENSMFAG00000037799	Macaca_fascicularis
ENSPSMP00000000538	ENSPSMG00000000426	Prolemur_simus
ENSPCOP00000003470	ENSPCOG00000010427	Propithecus_coquereli
ENSMICP00000040382	ENSMICG00000037416	Microcebus_murinus
ENSOGAP00000017406	ENSOGAG00000030895	Otolemur_garnettii
ENSHGLP00000019591	ENSHGLG00000014032	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021818	ENSHGLG00100016060	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009017	ENSFDAG00000017122	Fukomys_damarensis
ENSCLAP00000024819	ENSCLAG00000017040	Chinchilla_lanigera
ENSCPOP00000032270	ENSCPOG00000039741	Cavia_porcellus
ENSSTOP00000018075	ENSSTOG00000020876	Ictidomys_tridecemlineatus
ENSLAFP00000016124	ENSLAFG00000020932	Loxodonta_africana
ENSCHOP00000002686	ENSCHOG00000003036	Choloepus_hoffmanni
ENSVURP00010007916	ENSVURG00010006109	Vombatus_ursinus
ENSMEUP00000000639	ENSMEUG00000000695	Notamacropus_eugenii
ENSMODP00000014164	ENSMODG00000011325	Monodelphis_domestica
