ENSARWP00000007118	ENSARWG00000004588	Apteryx_rowi
ENSAHAP00000005899	ENSAHAG00000004499	Apteryx_haastii
ENSDNVP00000022904	ENSDNVG00000015927	Dromaius_novaehollandiae
ENSNPEP00000019801	ENSNPEG00000014737	Nothoprocta_perdicaria
ENSCPGP00000011220	ENSCPGG00000007977	Calidris_pygmaea
ENSCPUP00000029835	ENSCPUG00000019976	Calidris_pugnax
ENSLCOP00000001227	ENSLCOG00000001019	Lepidothrix_coronata
ENSMVIP00005020765	ENSMVIG00005014622	Manacus_vitellinus
ENSJHYP00000013806	ENSJHYG00000010527	Junco_hyemalis
ENSZALP00000006869	ENSZALG00000006117	Zonotrichia_albicollis
ENSSCAP00000002617	ENSSCAG00000002202	Serinus_canaria
ENSLSDP00000013168	ENSLSDG00000009586	Lonchura_striata_domestica
ENSPMJP00000013955	ENSPMJG00000010592	Parus_major
ENSFALP00000008302	ENSFALG00000007962	Ficedula_albicollis
ENSMUNP00000017026	ENSMUNG00000013003	Melopsittacus_undulatus
ENSGALP00000005520	ENSGALG00000003495	Gallus_gallus
ENSMGAP00000003260	ENSMGAG00000003531	Meleagris_gallopavo
ENSCJPP00005027696	ENSCJPG00005021434	Coturnix_japonica
ENSNMEP00000000654	ENSNMEG00000000812	Numida_meleagris
ENSAPLP00000007737	ENSAPLG00000008067	Anas_platyrhynchos_platyrhynchos
ENSABRP00000027287	ENSABRG00000022724	Anser_brachyrhynchus
ENSCPRP00005007326	ENSCPRG00005005188	Crocodylus_porosus
ENSPVIP00000013951	ENSPVIG00000010784	Pogona_vitticeps
ENSACAP00000013207	ENSACAG00000013380	Anolis_carolinensis
ENSNSUP00000022353	ENSNSUG00000016253	Notechis_scutatus
ENSNSUP00000023963	ENSNSUG00000017345	Notechis_scutatus
ENSSMRP00000030679	ENSSMRG00000023506	Salvator_merianae
ENSGAGP00000027827	ENSGAGG00000020224	Gopherus_agassizii
ENSCABP00000025270	ENSCABG00000018598	Chelonoidis_abingdonii
ENSCPBP00000020510	ENSCPBG00000014763	Chrysemys_picta_bellii
ENSPSIP00000019968	ENSPSIG00000017701	Pelodiscus_sinensis
ENSSPUP00000022926	ENSSPUG00000017592	Sphenodon_punctatus
ENSPTEP00000021001	ENSPTEG00000022136	Piliocolobus_tephrosceles
ENSMNEP00000000155	ENSMNEG00000000543	Macaca_nemestrina
ENSPTRP00000002706	ENSPTRG00000001617	Pan_troglodytes
ENSPPAP00000037599	ENSPPAG00000041488	Pan_paniscus
ENSP00000346827	ENSG00000143149	Homo_sapiens
ENSPPYP00000000664	ENSPPYG00000000568	Pongo_abelii
ENSNLEP00000017907	ENSNLEG00000014707	Nomascus_leucogenys
ENSCJAP00000008358	ENSCJAG00000004575	Callithrix_jacchus
ENSSBOP00000020960	ENSSBOG00000027046	Saimiri_boliviensis_boliviensis
ENSANAP00000024555	ENSANAG00000029992	Aotus_nancymaae
ENSPCOP00000017880	ENSPCOG00000020786	Propithecus_coquereli
ENSHGLP00100016740	ENSHGLG00100012351	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000005578	ENSHGLG00000004082	Heterocephalus_glaber_HetGla_female_1.0
