F32D8.12a.2	WBGene00009334	Caenorhabditis_elegans_strain_N2	F32D8.12a.2
F32D8.4.1	WBGene00009329	Caenorhabditis_elegans_strain_N2	F32D8.4.1
ENSDCDP00000013107	ENSDCDG00000008726	Denticeps_clupeoides	ENSDCDT00000016516
ENSCHAP00000030855	ENSCHAG00000014377	Clupea_harengus	ENSCHAT00000033483
ENSEEEP00000029178	ENSEEEG00000013931	Electrophorus_electricus	ENSEEET00000029517
ENSIPUP00000012104	ENSIPUG00000008187	Ictalurus_punctatus	ENSIPUT00000012606
ENSAMXP00000029113	ENSAMXG00000040441	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000054279
ENSPNAP00000017267	ENSPNAG00000023519	Pygocentrus_nattereri	ENSPNAT00000038460
ENSDARP00000056720	ENSDARG00000038845	Danio_rerio
ENSSMAP00000028476	ENSSMAG00000017408	Scophthalmus_maximus
ENSCSEP00000000680	ENSCSEG00000000485	Cynoglossus_semilaevis
ENSGACP00000003059	ENSGACG00000002305	Gasterosteus_aculeatus
ENSMALP00000011965	ENSMALG00000008491	Monopterus_albus
ENSMAMP00000020620	ENSMAMG00000013868	Mastacembelus_armatus
ENSATEP00000011232	ENSATEG00000007826	Anabas_testudineus
ENSBSLP00000015138	ENSBSLG00000007814	Betta_splendens
ENSSDUP00000003138	ENSSDUG00000002387	Seriola_dumerili
ENSSLDP00000007667	ENSSLDG00000006088	Seriola_lalandi_dorsalis
ENSLCAP00010040890	ENSLCAG00010019089	Lates_calcarifer
ENSHCOP00000025114	ENSHCOG00000015053	Hippocampus_comes
ENSFHEP00000033891	ENSFHEG00000021334	Fundulus_heteroclitus
ENSCVAP00000016710	ENSCVAG00000019703	Cyprinodon_variegatus
ENSPMEP00000026357	ENSPMEG00000009963	Poecilia_mexicana
ENSPLAP00000018884	ENSPLAG00000023627	Poecilia_latipinna
ENSPFOP00000005529	ENSPFOG00000005472	Poecilia_formosa
ENSPREP00000003740	ENSPREG00000002653	Poecilia_reticulata
ENSXMAP00000015856	ENSXMAG00000015820	Xiphophorus_maculatus
ENSXCOP00000027768	ENSXCOG00000020703	Xiphophorus_couchianus
