ENSPCIP00000054296	ENSPCIG00000032623	Phascolarctos_cinereus
ENSVURP00010003861	ENSVURG00010003085	Vombatus_ursinus
ENSMEUP00000008283	ENSMEUG00000009068	Notamacropus_eugenii
ENSMODP00000038513	ENSMODG00000025682	Monodelphis_domestica
ENSPPAP00000006949	ENSPPAG00000025960	Pan_paniscus	ENSPPAT00000028841
ENSPTRP00000014822	ENSPTRG00000008692	Pan_troglodytes	ENSPTRT00000016018
ENSP00000343505	ENSG00000161955	Homo_sapiens	ENST00000338784
ENSGGOP00000011245	ENSGGOG00000011530	Gorilla_gorilla	ENSGGOT00000011575
ENSPPYP00000008912	ENSPPYG00000007925	Pongo_abelii	ENSPPYT00000009277
ENSNLEP00000011585	ENSNLEG00000009510	Nomascus_leucogenys	ENSNLET00000012158
ENSRBIP00000017138	ENSRBIG00000032576	Rhinopithecus_bieti	ENSRBIT00000040991
ENSRROP00000039392	ENSRROG00000043005	Rhinopithecus_roxellana	ENSRROT00000063873
ENSPTEP00000012067	ENSPTEG00000013566	Piliocolobus_tephrosceles	ENSPTET00000018188
ENSCANP00000028149	ENSCANG00000037458	Colobus_angolensis_palliatus
ENSMFAP00000000110	ENSMFAG00000039025	Macaca_fascicularis
ENSMNEP00000031828	ENSMNEG00000039273	Macaca_nemestrina
ENSPANP00000038698	ENSPANG00000029662	Papio_anubis
ENSTGEP00000030246	ENSTGEG00000024280	Theropithecus_gelada
ENSMLEP00000009794	ENSMLEG00000029071	Mandrillus_leucophaeus
ENSCATP00000041410	ENSCATG00000043327	Cercocebus_atys
ENSCJAP00000053401	ENSCJAG00000032369	Callithrix_jacchus
ENSSBOP00000031931	ENSSBOG00000032125	Saimiri_boliviensis_boliviensis
ENSANAP00000040226	ENSANAG00000037476	Aotus_nancymaae
ENSTSYP00000015515	ENSTSYG00000027491	Carlito_syrichta
ENSPSMP00000027725	ENSPSMG00000019343	Prolemur_simus
ENSPCOP00000003850	ENSPCOG00000011492	Propithecus_coquereli
ENSMICP00000020461	ENSMICG00000014718	Microcebus_murinus
ENSCGRP00001000658	ENSCGRG00001000520	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000016062	ENSCGRG00000011658	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000005085	ENSMAUG00000006919	Mesocricetus_auratus
ENSPEMP00000021636	ENSPEMG00000019217	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0028987	MGP_SPRETEiJ_G0017421	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000018896	ENSMUSG00000089669	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0027606	MGP_CAROLIEiJ_G0016585	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034354	MGP_PahariEiJ_G0017716	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000073136	ENSRNOG00000014171	Rattus_norvegicus
ENSCCNP00000017046	ENSCCNG00000017334	Castor_canadensis
ENSHGLP00000015030	ENSHGLG00000010768	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023922	ENSHGLG00100017569	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000013789	ENSFDAG00000000662	Fukomys_damarensis
ENSCLAP00000013989	ENSCLAG00000009671	Chinchilla_lanigera
ENSCPOP00000031279	ENSCPOG00000034597	Cavia_porcellus
ENSSDAP00000003239	ENSSDAG00000003011	Spermophilus_dauricus
ENSUPAP00010019276	ENSUPAG00010015271	Urocitellus_parryii
ENSMMMP00000022377	ENSMMMG00000019673	Marmota_marmota_marmota
ENSSTOP00000026879	ENSSTOG00000034739	Ictidomys_tridecemlineatus
ENSOCUP00000019439	ENSOCUG00000028216	Oryctolagus_cuniculus
ENSOARP00000015290	ENSOARG00000014243	Ovis_aries
ENSCHIP00000020308	ENSCHIG00000019003	Capra_hircus
ENSBIXP00000031785	ENSBIXG00000001622	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005019402	ENSBIXG00005022699	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000000141	ENSBTAG00000000130	Bos_taurus
ENSBMUP00000028462	ENSBMUG00000021319	Bos_mutus
ENSBBBP00000002612	ENSBBBG00000011734	Bison_bison_bison
ENSSSCP00000033652	ENSSSCG00000036521	Sus_scrofa_strain_reference
ENSMLUP00000003090	ENSMLUG00000003401	Myotis_lucifugus
ENSEASP00005028268	ENSEASG00005019214	Equus_asinus_asinus
ENSUAMP00000003918	ENSUAMG00000003616	Ursus_americanus
ENSUMAP00000022590	ENSUMAG00000016524	Ursus_maritimus
ENSAMEP00000017680	ENSAMEG00000016736	Ailuropoda_melanoleuca
ENSMPUP00000009563	ENSMPUG00000009639	Mustela_putorius_furo
ENSNVIP00000004393	ENSNVIG00000003512	Neovison_vison
ENSCAFP00020009710	ENSCAFG00020007896	Canis_lupus_dingo
ENSCAFP00000055187	ENSCAFG00000016618	Canis_lupus_familiaris
ENSPTIP00000018705	ENSPTIG00000016733	Panthera_tigris_altaica
ENSPPRP00000009093	ENSPPRG00000003669	Panthera_pardus
ENSLAFP00000022126	ENSLAFG00000004335	Loxodonta_africana
ENSMOCP00000027254	ENSMOCG00000022801	Microtus_ochrogaster
ENSCGRP00015012766	ENSCGRG00015009788	Cricetulus_griseus_CriGri-PICR
MGP_SPRETEiJ_P0028986	MGP_SPRETEiJ_G0017420	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000137973	ENSMUSG00000018752	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000030638	ENSMSIG00000025651	Mus_spicilegus
MGP_CAROLIEiJ_P0027605	MGP_CAROLIEiJ_G0016584	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034353	MGP_PahariEiJ_G0017715	Mus_pahari_strain_PAHARI_EIJ
ENSNGAP00000022431	ENSNGAG00000021296	Nannospalax_galili
ENSJJAP00000003379	ENSJJAG00000006459	Jaculus_jaculus
ENSDORP00000023991	ENSDORG00000014221	Dipodomys_ordii
ENSODEP00000023975	ENSODEG00000017544	Octodon_degus
ENSOGAP00000007269	ENSOGAG00000008121	Otolemur_garnettii
ENSEEUP00000014185	ENSEEUG00000015544	Erinaceus_europaeus
ENSECAP00000046959	ENSECAG00000034840	Equus_caballus
ENSOPRP00000007830	ENSOPRG00000008557	Ochotona_princeps
ENSMUGP00000017928	ENSMUGG00000015214	Meriones_unguiculatus
ENSCSAP00000007689	ENSCSAG00000011511	Chlorocebus_sabaeus
ENSP00000293826	ENSG00000248871	Homo_sapiens
ENSPVAP00000015373	ENSPVAG00000016294	Pteropus_vampyrus
ENSSARP00000005394	ENSSARG00000005951	Sorex_araneus
ENSDNOP00000011835	ENSDNOG00000015264	Dasypus_novemcinctus
ENSPCAP00000011994	ENSPCAG00000012847	Procavia_capensis
ENSCAPP00000014136	ENSCAPG00000014570	Cavia_aperea
ENSTTRP00000009668	ENSTTRG00000010198	Tursiops_truncatus
ENSETEP00000005436	ENSETEG00000006693	Echinops_telfairi
ENSOANP00000027220	ENSOANG00000021383	Ornithorhynchus_anatinus
ENSGAGP00000003859	ENSGAGG00000003153	Gopherus_agassizii
ENSCABP00000013762	ENSCABG00000010299	Chelonoidis_abingdonii
ENSACAP00000023467	ENSACAG00000029063	Anolis_carolinensis
ENSPVIP00000017436	ENSPVIG00000013411	Pogona_vitticeps
ENSNSUP00000023653	ENSNSUG00000017124	Notechis_scutatus
ENSSMRP00000003889	ENSSMRG00000003245	Salvator_merianae
