ENSGAGP00000001990	ENSGAGG00000001605	Gopherus_agassizii
ENSCABP00000017802	ENSCABG00000013237	Chelonoidis_abingdonii
ENSPSIP00000004295	ENSPSIG00000004041	Pelodiscus_sinensis
ENSCPRP00005017784	ENSCPRG00005012385	Crocodylus_porosus
ENSAPLP00000020161	ENSAPLG00000023830	Anas_platyrhynchos_platyrhynchos
ENSJHYP00000002128	ENSJHYG00000001785	Junco_hyemalis
ENSFALP00000002964	ENSFALG00000002846	Ficedula_albicollis
ENSPMJP00000015510	ENSPMJG00000011787	Parus_major
ENSLCOP00000019969	ENSLCOG00000014149	Lepidothrix_coronata
ENSGALP00000058036	ENSGALG00000030878	Gallus_gallus
ENSMGAP00000013653	ENSMGAG00000012951	Meleagris_gallopavo
ENSNMEP00000010599	ENSNMEG00000009993	Numida_meleagris
ENSMUNP00000016808	ENSMUNG00000012938	Melopsittacus_undulatus
ENSNPEP00000021274	ENSNPEG00000015780	Nothoprocta_perdicaria
ENSSCAP00000011783	ENSSCAG00000008813	Serinus_canaria
ENSTGUP00000013032	ENSTGUG00000012661	Taeniopygia_guttata
ENSABRP00000010891	ENSABRG00000009791	Anser_brachyrhynchus
ENSAHAP00000020083	ENSAHAG00000014125	Apteryx_haastii
ENSACAP00000000190	ENSACAG00000000197	Anolis_carolinensis
ENSSPUP00000008480	ENSSPUG00000006575	Sphenodon_punctatus
ENSCPUP00000014329	ENSCPUG00000010081	Calidris_pugnax
ENSCPGP00000005735	ENSCPGG00000004125	Calidris_pygmaea
ENSCJPP00005012272	ENSCJPG00005010448	Coturnix_japonica
ENSLSDP00000001678	ENSLSDG00000001324	Lonchura_striata_domestica
ENSDNVP00000027390	ENSDNVG00000019016	Dromaius_novaehollandiae
ENSAOWP00000008973	ENSAOWG00000006152	Apteryx_owenii
ENSCPBP00000007027	ENSCPBG00000005537	Chrysemys_picta_bellii
ENSNSUP00000001381	ENSNSUG00000001207	Notechis_scutatus
ENSPPYP00000014108	ENSPPYG00000012637	Pongo_abelii
ENSSMRP00000009764	ENSSMRG00000007764	Salvator_merianae
ENSNSUP00000024474	ENSNSUG00000017674	Notechis_scutatus
ENSVURP00010023947	ENSVURG00010018359	Vombatus_ursinus
ENSPCIP00000052217	ENSPCIG00000034041	Phascolarctos_cinereus
ENSMEUP00000013947	ENSMEUG00000015277	Notamacropus_eugenii
ENSMODP00000011492	ENSMODG00000009209	Monodelphis_domestica
ENSSHAP00000017439	ENSSHAG00000014818	Sarcophilus_harrisii
ENSXETP00000054510	ENSXETG00000020694	Xenopus_tropicalis
ENSMUGP00000004263	ENSMUGG00000003948	Meriones_unguiculatus
ENSJJAP00000017402	ENSJJAG00000018966	Jaculus_jaculus
ENSFDAP00000004199	ENSFDAG00000013473	Fukomys_damarensis
ENSCAPP00000012700	ENSCAPG00000013500	Cavia_aperea
ENSDORP00000004819	ENSDORG00000005151	Dipodomys_ordii
ENSOCUP00000012960	ENSOCUG00000015087	Oryctolagus_cuniculus
ENSOPRP00000001065	ENSOPRG00000001163	Ochotona_princeps
ENSTSYP00000033204	ENSTSYG00000029300	Carlito_syrichta
ENSTGEP00000032744	ENSTGEG00000026156	Theropithecus_gelada
ENSPPYP00000007484	ENSPPYG00000006601	Pongo_abelii
ENSCGRP00015028779	ENSCGRG00015021781	Cricetulus_griseus_CriGri-PICR
ENSCLAP00000012548	ENSCLAG00000008677	Chinchilla_lanigera
ENSCHIP00000006827	ENSCHIG00000010546	Capra_hircus
ENSOARP00000004550	ENSOARG00000004251	Ovis_aries
ENSMPUP00000000201	ENSMPUG00000000204	Mustela_putorius_furo
ENSMFAP00000014044	ENSMFAG00000030096	Macaca_fascicularis
ENSNLEP00000026872	ENSNLEG00000013547	Nomascus_leucogenys
ENSAMEP00000015015	ENSAMEG00000014251	Ailuropoda_melanoleuca
ENSPPRP00000003252	ENSPPRG00000022902	Panthera_pardus
ENSBMUP00000022122	ENSBMUG00000016657	Bos_mutus
ENSCATP00000004185	ENSCATG00000015134	Cercocebus_atys
ENSMLEP00000000708	ENSMLEG00000002541	Mandrillus_leucophaeus
ENSMMUP00000014511	ENSMMUG00000028777	Macaca_mulatta
ENSMFAP00000013372	ENSMFAG00000028792	Macaca_fascicularis
ENSCSAP00000018075	ENSCSAG00000018536	Chlorocebus_sabaeus
ENSPCOP00000002604	ENSPCOG00000007974	Propithecus_coquereli
ENSCJAP00000041722	ENSCJAG00000047656	Callithrix_jacchus
ENSANAP00000008162	ENSANAG00000022129	Aotus_nancymaae
ENSMLEP00000002538	ENSMLEG00000010309	Mandrillus_leucophaeus
ENSCATP00000005064	ENSCATG00000017079	Cercocebus_atys
ENSMNEP00000042328	ENSMNEG00000043907	Macaca_nemestrina
ENSMFAP00000037755	ENSMFAG00000038113	Macaca_fascicularis
ENSPANP00000026385	ENSPANG00000033461	Papio_anubis
ENSPSMP00000000131	ENSPSMG00000000137	Prolemur_simus
ENSPCOP00000024644	ENSPCOG00000024532	Propithecus_coquereli
ENSHGLP00100026888	ENSHGLG00100019872	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000027779	ENSHGLG00000019837	Heterocephalus_glaber_HetGla_female_1.0
ENSNGAP00000007165	ENSNGAG00000010493	Nannospalax_galili
ENSMPUP00000019514	ENSMPUG00000019642	Mustela_putorius_furo
ENSPPRP00000003285	ENSPPRG00000022878	Panthera_pardus
ENSCGRP00000025877	ENSCGRG00000018894	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001003002	ENSCGRG00001003498	Cricetulus_griseus_CHOK1GS_HDv1
ENSMOCP00000001289	ENSMOCG00000000981	Microtus_ochrogaster
ENSHGLP00000025472	ENSHGLG00000018147	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008622	ENSHGLG00100006420	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028859	ENSHGLG00000021267	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100027993	ENSHGLG00100021197	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028531	ENSHGLG00000020825	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021070	ENSHGLG00100015522	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000011931	ENSHGLG00000008544	Heterocephalus_glaber_HetGla_female_1.0
ENSPCOP00000027119	ENSPCOG00000026008	Propithecus_coquereli
ENSFDAP00000014206	ENSFDAG00000001298	Fukomys_damarensis
ENSECAP00000006580	ENSECAG00000008542	Equus_caballus
ENSECAP00000031656	ENSECAG00000006065	Equus_caballus
ENSEASP00005024688	ENSEASG00005016776	Equus_asinus_asinus
ENSEASP00005015787	ENSEASG00005010988	Equus_asinus_asinus
ENSECAP00000021047	ENSECAG00000023624	Equus_caballus
ENSBIXP00005009585	ENSBIXG00005001928	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMLUP00000008549	ENSMLUG00000009394	Myotis_lucifugus
ENSMAUP00000001889	ENSMAUG00000001413	Mesocricetus_auratus
ENSCLAP00000025365	ENSCLAG00000017440	Chinchilla_lanigera
ENSSDAP00000009333	ENSSDAG00000008498	Spermophilus_dauricus
ENSPEMP00000031675	ENSPEMG00000026368	Peromyscus_maniculatus_bairdii
ENSBBBP00000000347	ENSBBBG00000009487	Bison_bison_bison
ENSPANP00000038013	ENSPANG00000031242	Papio_anubis
ENSMLEP00000005485	ENSMLEG00000024166	Mandrillus_leucophaeus
ENSBMUP00000033428	ENSBMUG00000024972	Bos_mutus
ENSBIXP00000020479	ENSBIXG00000023791	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSMFAP00000045245	ENSMFAG00000000366	Macaca_fascicularis
ENSCSAP00000009770	ENSCSAG00000013638	Chlorocebus_sabaeus
ENSPTRP00000012364	ENSPTRG00000007228	Pan_troglodytes
ENSNLEP00000048231	ENSNLEG00000031332	Nomascus_leucogenys
ENSPSMP00000004167	ENSPSMG00000003344	Prolemur_simus
ENSPCOP00000014188	ENSPCOG00000018774	Propithecus_coquereli
ENSPPAP00000032801	ENSPPAG00000039263	Pan_paniscus
ENSGGOP00000024182	ENSGGOG00000003980	Gorilla_gorilla
ENSRBIP00000020675	ENSRBIG00000034324	Rhinopithecus_bieti
ENSMICP00000027705	ENSMICG00000036579	Microcebus_murinus
ENSMOCP00000008212	ENSMOCG00000008158	Microtus_ochrogaster
ENSPEMP00000000474	ENSPEMG00000000345	Peromyscus_maniculatus_bairdii
ENSCANP00000028539	ENSCANG00000037722	Colobus_angolensis_palliatus
ENSPTEP00000041429	ENSPTEG00000037951	Piliocolobus_tephrosceles
ENSP00000346037	ENSG00000137818	Homo_sapiens
ENSMOCP00000003749	ENSMOCG00000003004	Microtus_ochrogaster
ENSCCNP00000017562	ENSCCNG00000017879	Castor_canadensis
ENSOARP00000020044	ENSOARG00000018666	Ovis_aries
ENSCAFP00020009066	ENSCAFG00020007335	Canis_lupus_dingo
ENSMLEP00000006335	ENSMLEG00000026498	Mandrillus_leucophaeus
ENSCCAP00000022754	ENSCCAG00000029180	Cebus_capucinus_imitator
ENSCHIP00000004182	ENSCHIG00000008397	Capra_hircus
ENSCGRP00001024137	ENSCGRG00001022135	Cricetulus_griseus_CHOK1GS_HDv1
ENSMNEP00000000632	ENSMNEG00000003053	Macaca_nemestrina
