ENSPVIP00000029070	ENSPVIG00000021465	Pogona_vitticeps
ENSACAP00000013564	ENSACAG00000013685	Anolis_carolinensis
ENSNSUP00000016811	ENSNSUG00000012398	Notechis_scutatus
ENSSMRP00000014027	ENSSMRG00000010923	Salvator_merianae
ENSSPUP00000025202	ENSSPUG00000019303	Sphenodon_punctatus
ENSABRP00000023535	ENSABRG00000019796	Anser_brachyrhynchus	ENSABRT00000032999
ENSAPLP00000012488	ENSAPLG00000012698	Anas_platyrhynchos_platyrhynchos
ENSGALP00000056508	ENSGALG00000011318	Gallus_gallus
ENSMGAP00000011831	ENSMGAG00000011310	Meleagris_gallopavo
ENSCJPP00005016439	ENSCJPG00005013512	Coturnix_japonica
ENSNMEP00000027299	ENSNMEG00000022863	Numida_meleagris
ENSJHYP00000013761	ENSJHYG00000010654	Junco_hyemalis
ENSZALP00000019544	ENSZALG00000015475	Zonotrichia_albicollis
ENSLCOP00000007875	ENSLCOG00000005795	Lepidothrix_coronata
ENSFALP00000004447	ENSFALG00000004268	Ficedula_albicollis
ENSLSDP00000018811	ENSLSDG00000013430	Lonchura_striata_domestica
ENSTGUP00000006222	ENSTGUG00000006003	Taeniopygia_guttata
ENSSCAP00000018907	ENSSCAG00000013664	Serinus_canaria
ENSCCEP00000001803	ENSCCEG00000002099	Cyanistes_caeruleus
ENSPMJP00000027033	ENSPMJG00000019708	Parus_major
ENSMUNP00000017171	ENSMUNG00000013196	Melopsittacus_undulatus
ENSCPGP00000020276	ENSCPGG00000014203	Calidris_pygmaea
ENSCPUP00000002610	ENSCPUG00000001309	Calidris_pugnax
ENSARWP00000024083	ENSARWG00000016409	Apteryx_rowi
ENSAHAP00000014850	ENSAHAG00000010673	Apteryx_haastii
ENSAOWP00000011245	ENSAOWG00000007720	Apteryx_owenii
ENSDNVP00000026726	ENSDNVG00000018584	Dromaius_novaehollandiae
ENSNPEP00000007988	ENSNPEG00000005996	Nothoprocta_perdicaria
ENSCABP00000018848	ENSCABG00000013919	Chelonoidis_abingdonii
ENSGAGP00000004139	ENSGAGG00000003403	Gopherus_agassizii
ENSCPBP00000017923	ENSCPBG00000013095	Chrysemys_picta_bellii
ENSVURP00010021395	ENSVURG00010016378	Vombatus_ursinus
ENSPCIP00000012777	ENSPCIG00000010165	Phascolarctos_cinereus
ENSMEUP00000007250	ENSMEUG00000007954	Notamacropus_eugenii
ENSSHAP00000015318	ENSSHAG00000013057	Sarcophilus_harrisii
ENSMODP00000058300	ENSMODG00000015193	Monodelphis_domestica
ENSCCNP00000018124	ENSCCNG00000018298	Castor_canadensis
ENSDORP00000009018	ENSDORG00000009597	Dipodomys_ordii
MGP_SPRETEiJ_P0019500	MGP_SPRETEiJ_G0015102	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000021122	ENSMSIG00000017815	Mus_spicilegus
ENSMUSP00000140864	ENSMUSG00000026209	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0018489	MGP_CAROLIEiJ_G0014296	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0073792	MGP_PahariEiJ_G0027534	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026799	ENSRNOG00000019772	Rattus_norvegicus
ENSMUGP00000005270	ENSMUGG00000004631	Meriones_unguiculatus
ENSCGRP00000008306	ENSCGRG00000006058	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001022805	ENSCGRG00001021220	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015006216	ENSCGRG00015004759	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000000846	ENSMAUG00000000648	Mesocricetus_auratus
ENSMOCP00000021189	ENSMOCG00000018629	Microtus_ochrogaster
ENSPEMP00000008385	ENSPEMG00000010039	Peromyscus_maniculatus_bairdii
ENSNGAP00000008541	ENSNGAG00000011470	Nannospalax_galili
ENSJJAP00000013035	ENSJJAG00000015904	Jaculus_jaculus
ENSSDAP00000008669	ENSSDAG00000007833	Spermophilus_dauricus
ENSMMMP00000023645	ENSMMMG00000020675	Marmota_marmota_marmota
ENSSTOP00000010358	ENSSTOG00000011546	Ictidomys_tridecemlineatus
ENSUPAP00010016441	ENSUPAG00010013076	Urocitellus_parryii
ENSCLAP00000013642	ENSCLAG00000009422	Chinchilla_lanigera
ENSODEP00000010549	ENSODEG00000007870	Octodon_degus
ENSCPOP00000002535	ENSCPOG00000002790	Cavia_porcellus
ENSCAPP00000004496	ENSCAPG00000007011	Cavia_aperea
