ENSACAP00000006222	ENSACAG00000006266	Anolis_carolinensis
ENSPVIP00000022444	ENSPVIG00000016814	Pogona_vitticeps
ENSSMRP00000007305	ENSSMRG00000005834	Salvator_merianae
ENSSPUP00000002745	ENSSPUG00000002111	Sphenodon_punctatus
ENSGAGP00000028655	ENSGAGG00000020769	Gopherus_agassizii
ENSCABP00000019707	ENSCABG00000014550	Chelonoidis_abingdonii
ENSCPBP00000014191	ENSCPBG00000010570	Chrysemys_picta_bellii
ENSPSIP00000005314	ENSPSIG00000004914	Pelodiscus_sinensis
ENSCPRP00005024751	ENSCPRG00005017193	Crocodylus_porosus
ENSNSUP00000026261	ENSNSUG00000018866	Notechis_scutatus
ENSNSUP00000026262	ENSNSUG00000018867	Notechis_scutatus
ENSGALP00000057639	ENSGALG00000039895	Gallus_gallus
ENSMGAP00000004751	ENSMGAG00000004855	Meleagris_gallopavo
ENSCJPP00005022267	ENSCJPG00005017782	Coturnix_japonica
ENSNMEP00000017588	ENSNMEG00000015288	Numida_meleagris
ENSABRP00000011689	ENSABRG00000010477	Anser_brachyrhynchus
ENSMVIP00005007256	ENSMVIG00005005461	Manacus_vitellinus
ENSLCOP00000006558	ENSLCOG00000004874	Lepidothrix_coronata
ENSZALP00000000078	ENSZALG00000000100	Zonotrichia_albicollis
ENSSCAP00000006551	ENSSCAG00000005068	Serinus_canaria
ENSLSDP00000023912	ENSLSDG00000016819	Lonchura_striata_domestica
ENSFALP00000003423	ENSFALG00000003254	Ficedula_albicollis
ENSJHYP00000017323	ENSJHYG00000013244	Junco_hyemalis
ENSPMJP00000012338	ENSPMJG00000009492	Parus_major
ENSTGUP00000002121	ENSTGUG00000002048	Taeniopygia_guttata
ENSCCEP00000013700	ENSCCEG00000013124	Cyanistes_caeruleus
ENSCPUP00000023927	ENSCPUG00000016223	Calidris_pugnax
ENSCPGP00000024019	ENSCPGG00000016558	Calidris_pygmaea
ENSARWP00000018989	ENSARWG00000013043	Apteryx_rowi
ENSAOWP00000006442	ENSAOWG00000004418	Apteryx_owenii
ENSAHAP00000025115	ENSAHAG00000017513	Apteryx_haastii
ENSNPEP00000013480	ENSNPEG00000009941	Nothoprocta_perdicaria
ENSLACP00000014824	ENSLACG00000013051	Latimeria_chalumnae	ENSLACT00000014928
ENSMLUP00000013625	ENSMLUG00000014957	Myotis_lucifugus
ENSPVAP00000010923	ENSPVAG00000011591	Pteropus_vampyrus
ENSECAP00000006952	ENSECAG00000007650	Equus_caballus
ENSEASP00005023330	ENSEASG00005015879	Equus_asinus_asinus
ENSAMEP00000012324	ENSAMEG00000011607	Ailuropoda_melanoleuca
ENSUAMP00000018573	ENSUAMG00000014721	Ursus_americanus
ENSNVIP00000015582	ENSNVIG00000012219	Neovison_vison
ENSMPUP00000016205	ENSMPUG00000016308	Mustela_putorius_furo
ENSCAFP00020006053	ENSCAFG00020004936	Canis_lupus_dingo
ENSCAFP00000023602	ENSCAFG00000016011	Canis_lupus_familiaris
ENSVVUP00000040661	ENSVVUG00000028960	Vulpes_vulpes
ENSPPRP00000002343	ENSPPRG00000023510	Panthera_pardus
ENSPTIP00000000352	ENSPTIG00000000837	Panthera_tigris_altaica
ENSFCAP00000009443	ENSFCAG00000010170	Felis_catus
ENSBIXP00000042031	ENSBIXG00000026170	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005022292	ENSBIXG00005025209	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000001080	ENSBTAG00000000815	Bos_taurus
ENSBMUP00000005317	ENSBMUG00000004171	Bos_mutus
ENSCHIP00000014598	ENSCHIG00000015531	Capra_hircus
ENSOARP00000013289	ENSOARG00000012400	Ovis_aries
ENSTTRP00000016478	ENSTTRG00000017387	Tursiops_truncatus
ENSSSCP00000003769	ENSSSCG00000003471	Sus_scrofa_strain_reference
ENSSARP00000001389	ENSSARG00000001529	Sorex_araneus
ENSEEUP00000007750	ENSEEUG00000008493	Erinaceus_europaeus
ENSPPAP00000002235	ENSPPAG00000009242	Pan_paniscus
ENSPTRP00000000400	ENSPTRG00000000221	Pan_troglodytes
ENSP00000351209	ENSG00000142627	Homo_sapiens
ENSGGOP00000007795	ENSGGOG00000007964	Gorilla_gorilla
ENSPPYP00000002121	ENSPPYG00000001827	Pongo_abelii
ENSNLEP00000009392	ENSNLEG00000007722	Nomascus_leucogenys
ENSPTEP00000036530	ENSPTEG00000034318	Piliocolobus_tephrosceles
ENSCANP00000034023	ENSCANG00000040672	Colobus_angolensis_palliatus
ENSRROP00000010479	ENSRROG00000029642	Rhinopithecus_roxellana
ENSRBIP00000018496	ENSRBIG00000033231	Rhinopithecus_bieti
ENSPANP00000003991	ENSPANG00000018686	Papio_anubis
ENSCATP00000012685	ENSCATG00000030471	Cercocebus_atys
ENSTGEP00000029319	ENSTGEG00000023591	Theropithecus_gelada
ENSMLEP00000017266	ENSMLEG00000032820	Mandrillus_leucophaeus
ENSMMUP00000079185	ENSMMUG00000018245	Macaca_mulatta
ENSMFAP00000027502	ENSMFAG00000045141	Macaca_fascicularis
ENSMNEP00000041011	ENSMNEG00000043341	Macaca_nemestrina
ENSCSAP00000017158	ENSCSAG00000000848	Chlorocebus_sabaeus
ENSCCAP00000001192	ENSCCAG00000006935	Cebus_capucinus_imitator
ENSCJAP00000015479	ENSCJAG00000008362	Callithrix_jacchus
ENSSBOP00000024938	ENSSBOG00000028925	Saimiri_boliviensis_boliviensis
ENSANAP00000040365	ENSANAG00000037528	Aotus_nancymaae
ENSTSYP00000008750	ENSTSYG00000009551	Carlito_syrichta
ENSPSMP00000009340	ENSPSMG00000006838	Prolemur_simus
ENSPCOP00000010318	ENSPCOG00000016618	Propithecus_coquereli
ENSMICP00000015383	ENSMICG00000016876	Microcebus_murinus
ENSOGAP00000004544	ENSOGAG00000005079	Otolemur_garnettii
ENSTBEP00000010304	ENSTBEG00000011879	Tupaia_belangeri
ENSDORP00000016743	ENSDORG00000012522	Dipodomys_ordii
ENSCCNP00000025214	ENSCCNG00000024604	Castor_canadensis
MGP_SPRETEiJ_P0068131	MGP_SPRETEiJ_G0027718	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000016298	ENSMSIG00000014018	Mus_spicilegus
ENSMUSP00000006614	ENSMUSG00000006445	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0065574	MGP_CAROLIEiJ_G0026738	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0080660	MGP_PahariEiJ_G0029069	Mus_pahari_strain_PAHARI_EIJ
