ENSLAFP00000012532	ENSLAFG00000014968	Loxodonta_africana
ENSPCAP00000010589	ENSPCAG00000011359	Procavia_capensis
ENSETEP00000010674	ENSETEG00000013159	Echinops_telfairi
ENSCCNP00000022730	ENSCCNG00000022344	Castor_canadensis	ENSCCNT00000029096
ENSDORP00000026028	ENSDORG00000010598	Dipodomys_ordii	ENSDORT00000025774
ENSMUSP00000103366	ENSMUSG00000057342	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000107737
MGP_SPRETEiJ_P0082931	MGP_SPRETEiJ_G0030837	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0082931
ENSMSIP00000021589	ENSMSIG00000018323	Mus_spicilegus	ENSMSIT00000027211
MGP_CAROLIEiJ_P0079594	MGP_CAROLIEiJ_G0029739	Mus_caroli_strain_CAROLI_EIJ	MGP_CAROLIEiJ_T0079594
MGP_PahariEiJ_P0016460	MGP_PahariEiJ_G0012964	Mus_pahari_strain_PAHARI_EIJ	MGP_PahariEiJ_T0016460
ENSRNOP00000028549	ENSRNOG00000021032	Rattus_norvegicus	ENSRNOT00000028549
ENSMUGP00000004727	ENSMUGG00000004360	Meriones_unguiculatus	ENSMUGT00000005631
ENSCGRP00001023672	ENSCGRG00001021837	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015021397	ENSCGRG00015016323	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001318	ENSCGRG00000001016	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000006465	ENSMAUG00000008391	Mesocricetus_auratus
ENSMOCP00000017016	ENSMOCG00000015744	Microtus_ochrogaster	ENSMOCT00000020801
ENSPEMP00000021715	ENSPEMG00000019272	Peromyscus_maniculatus_bairdii
ENSNGAP00000002064	ENSNGAG00000001551	Nannospalax_galili
ENSJJAP00000009654	ENSJJAG00000013451	Jaculus_jaculus
ENSCLAP00000016557	ENSCLAG00000011383	Chinchilla_lanigera
ENSODEP00000023871	ENSODEG00000017472	Octodon_degus
ENSCPOP00000025777	ENSCPOG00000035448	Cavia_porcellus
ENSCAPP00000002615	ENSCAPG00000005583	Cavia_aperea
ENSHGLP00000022595	ENSHGLG00000016115	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100017594	ENSHGLG00100012973	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022595	ENSFDAG00000020955	Fukomys_damarensis
ENSUPAP00010015890	ENSUPAG00010012702	Urocitellus_parryii
ENSSDAP00000005459	ENSSDAG00000005095	Spermophilus_dauricus
ENSSTOP00000010995	ENSSTOG00000012266	Ictidomys_tridecemlineatus
