ENSGAGP00000021561	ENSGAGG00000015820	Gopherus_agassizii
ENSCABP00000023237	ENSCABG00000017111	Chelonoidis_abingdonii
ENSCPBP00000000453	ENSCPBG00000000414	Chrysemys_picta_bellii
ENSPSIP00000014251	ENSPSIG00000012683	Pelodiscus_sinensis
ENSCPRP00005013711	ENSCPRG00005009677	Crocodylus_porosus
ENSPVIP00000034986	ENSPVIG00000025555	Pogona_vitticeps
ENSPVIP00000034985	ENSPVIG00000025554	Pogona_vitticeps
ENSACAP00000009052	ENSACAG00000009228	Anolis_carolinensis
ENSNSUP00000012590	ENSNSUG00000009431	Notechis_scutatus
ENSSMRP00000005899	ENSSMRG00000004749	Salvator_merianae
ENSSPUP00000008270	ENSSPUG00000006356	Sphenodon_punctatus
ENSABRP00000021492	ENSABRG00000018239	Anser_brachyrhynchus	ENSABRT00000030233
ENSAPLP00000020227	ENSAPLG00000014230	Anas_platyrhynchos_platyrhynchos
ENSGALP00000073883	ENSGALG00000008998	Gallus_gallus
ENSCJPP00005001383	ENSCJPG00005001419	Coturnix_japonica
ENSMGAP00000005169	ENSMGAG00000005284	Meleagris_gallopavo
ENSNMEP00000002542	ENSNMEG00000003202	Numida_meleagris
ENSCPGP00000023911	ENSCPGG00000016521	Calidris_pygmaea
ENSCPUP00000005282	ENSCPUG00000003867	Calidris_pugnax
ENSMVIP00005028087	ENSMVIG00005019553	Manacus_vitellinus
ENSLCOP00000008879	ENSLCOG00000006499	Lepidothrix_coronata
ENSTGUP00000014870	ENSTGUG00000014497	Taeniopygia_guttata
ENSTGUP00000017721	ENSTGUG00000017439	Taeniopygia_guttata
ENSTGUP00000014064	ENSTGUG00000013662	Taeniopygia_guttata
ENSTGUP00000014922	ENSTGUG00000014554	Taeniopygia_guttata
ENSTGUP00000016858	ENSTGUG00000016558	Taeniopygia_guttata
ENSFALP00000010882	ENSFALG00000010431	Ficedula_albicollis
ENSFALP00000002494	ENSFALG00000002396	Ficedula_albicollis
ENSTGUP00000017290	ENSTGUG00000017011	Taeniopygia_guttata
ENSTGUP00000016972	ENSTGUG00000016677	Taeniopygia_guttata
ENSTGUP00000016198	ENSTGUG00000015877	Taeniopygia_guttata
ENSTGUP00000005814	ENSTGUG00000005658	Taeniopygia_guttata
ENSSCAP00000002953	ENSSCAG00000002558	Serinus_canaria
ENSSCAP00000004833	ENSSCAG00000003911	Serinus_canaria
ENSSCAP00000016826	ENSSCAG00000012251	Serinus_canaria
ENSTGUP00000014312	ENSTGUG00000013913	Taeniopygia_guttata
ENSTGUP00000015156	ENSTGUG00000014800	Taeniopygia_guttata
ENSTGUP00000016115	ENSTGUG00000015790	Taeniopygia_guttata
ENSTGUP00000015387	ENSTGUG00000015037	Taeniopygia_guttata
ENSTGUP00000016670	ENSTGUG00000016371	Taeniopygia_guttata
ENSTGUP00000015554	ENSTGUG00000015214	Taeniopygia_guttata
ENSCCEP00000000641	ENSCCEG00000000834	Cyanistes_caeruleus
ENSCCEP00000000980	ENSCCEG00000001246	Cyanistes_caeruleus
ENSFALP00000010999	ENSFALG00000010542	Ficedula_albicollis
ENSTGUP00000016290	ENSTGUG00000015975	Taeniopygia_guttata
ENSTGUP00000014756	ENSTGUG00000014382	Taeniopygia_guttata
ENSTGUP00000015293	ENSTGUG00000014943	Taeniopygia_guttata
ENSTGUP00000014564	ENSTGUG00000014180	Taeniopygia_guttata
ENSTGUP00000015288	ENSTGUG00000014938	Taeniopygia_guttata
ENSZALP00000007254	ENSZALG00000006469	Zonotrichia_albicollis
ENSZALP00000011135	ENSZALG00000009445	Zonotrichia_albicollis
ENSSCAP00000021368	ENSSCAG00000015367	Serinus_canaria
ENSAHAP00000002149	ENSAHAG00000001786	Apteryx_haastii
ENSARWP00000000153	ENSARWG00000000147	Apteryx_rowi
ENSAOWP00000015792	ENSAOWG00000010745	Apteryx_owenii
ENSDNVP00000023692	ENSDNVG00000016455	Dromaius_novaehollandiae
ENSNPEP00000003872	ENSNPEG00000002956	Nothoprocta_perdicaria
ENSPSMP00000003248	ENSPSMG00000002664	Prolemur_simus
ENSMICP00000048124	ENSMICG00000001254	Microcebus_murinus
ENSPCOP00000011449	ENSPCOG00000017238	Propithecus_coquereli
ENSOGAP00000010838	ENSOGAG00000012108	Otolemur_garnettii
ENSPTRP00000052066	ENSPTRG00000011793	Pan_troglodytes
ENSPPAP00000008937	ENSPPAG00000027706	Pan_paniscus
ENSP00000368876	ENSG00000189350	Homo_sapiens
ENSGGOP00000007580	ENSGGOG00000007738	Gorilla_gorilla
ENSPPYP00000013990	ENSPPYG00000012525	Pongo_abelii
ENSNLEP00000018668	ENSNLEG00000015371	Nomascus_leucogenys
ENSRROP00000035466	ENSRROG00000041224	Rhinopithecus_roxellana
ENSRBIP00000003934	ENSRBIG00000018526	Rhinopithecus_bieti
ENSCANP00000017648	ENSCANG00000032273	Colobus_angolensis_palliatus
ENSPTEP00000007435	ENSPTEG00000008467	Piliocolobus_tephrosceles
ENSPANP00000006291	ENSPANG00000016919	Papio_anubis
ENSTGEP00000031212	ENSTGEG00000024997	Theropithecus_gelada
ENSCATP00000008951	ENSCATG00000027142	Cercocebus_atys
ENSMLEP00000015650	ENSMLEG00000032007	Mandrillus_leucophaeus
ENSMMUP00000005780	ENSMMUG00000004324	Macaca_mulatta
ENSMFAP00000001245	ENSMFAG00000038248	Macaca_fascicularis
ENSMNEP00000008239	ENSMNEG00000028638	Macaca_nemestrina
ENSCSAP00000006898	ENSCSAG00000010731	Chlorocebus_sabaeus
ENSCCAP00000025416	ENSCCAG00000030498	Cebus_capucinus_imitator
ENSSBOP00000003597	ENSSBOG00000017214	Saimiri_boliviensis_boliviensis
ENSCJAP00000016344	ENSCJAG00000008912	Callithrix_jacchus
ENSANAP00000035909	ENSANAG00000035464	Aotus_nancymaae
ENSTBEP00000003801	ENSTBEG00000004401	Tupaia_belangeri
ENSTSYP00000033748	ENSTSYG00000033149	Carlito_syrichta
ENSCAPP00000017731	ENSCAPG00000017313	Cavia_aperea
ENSCPOP00000029766	ENSCPOG00000032155	Cavia_porcellus
ENSODEP00000008414	ENSODEG00000006280	Octodon_degus
ENSCLAP00000021564	ENSCLAG00000014755	Chinchilla_lanigera
ENSHGLP00000013435	ENSHGLG00000009603	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100019074	ENSHGLG00100014068	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010932	ENSFDAG00000018595	Fukomys_damarensis
ENSUPAP00010006759	ENSUPAG00010005398	Urocitellus_parryii
ENSSDAP00000006662	ENSSDAG00000006116	Spermophilus_dauricus
ENSMMMP00000022778	ENSMMMG00000019973	Marmota_marmota_marmota
ENSSTOP00000026595	ENSSTOG00000015741	Ictidomys_tridecemlineatus
ENSCCNP00000002454	ENSCCNG00000002641	Castor_canadensis
ENSDORP00000000171	ENSDORG00000000185	Dipodomys_ordii
MGP_SPRETEiJ_P0047501	MGP_SPRETEiJ_G0022773	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000030966	ENSMSIG00000025857	Mus_spicilegus
ENSMUSP00000094886	ENSMUSG00000045761	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0045602	MGP_CAROLIEiJ_G0021862	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0045108	MGP_PahariEiJ_G0020849	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000038699	ENSRNOG00000026344	Rattus_norvegicus
ENSMUGP00000020391	ENSMUGG00000017172	Meriones_unguiculatus
ENSCGRP00015032848	ENSCGRG00015024745	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001016580	ENSCGRG00001016850	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000012294	ENSCGRG00000008954	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000018243	ENSMAUG00000016859	Mesocricetus_auratus
ENSMOCP00000019680	ENSMOCG00000017591	Microtus_ochrogaster
ENSPEMP00000028550	ENSPEMG00000024054	Peromyscus_maniculatus_bairdii
ENSNGAP00000008726	ENSNGAG00000011607	Nannospalax_galili
ENSJJAP00000010080	ENSJJAG00000013748	Jaculus_jaculus
ENSPVAP00000013062	ENSPVAG00000013851	Pteropus_vampyrus
ENSMLUP00000009756	ENSMLUG00000010699	Myotis_lucifugus
ENSEEUP00000007565	ENSEEUG00000008291	Erinaceus_europaeus
ENSBIXP00005028000	ENSBIXG00005029715	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000018349	ENSBIXG00000022194	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000053814	ENSBTAG00000044021	Bos_taurus
ENSBMUP00000016622	ENSBMUG00000012613	Bos_mutus
ENSBBBP00000021253	ENSBBBG00000000947	Bison_bison_bison
ENSCHIP00000026637	ENSCHIG00000022894	Capra_hircus
ENSOARP00000021036	ENSOARG00000019585	Ovis_aries
ENSTTRP00000007847	ENSTTRG00000008282	Tursiops_truncatus
ENSVPAP00000009007	ENSVPAG00000009675	Vicugna_pacos
ENSUAMP00000019610	ENSUAMG00000015516	Ursus_americanus
ENSUMAP00000027631	ENSUMAG00000020051	Ursus_maritimus
ENSAMEP00000005484	ENSAMEG00000005183	Ailuropoda_melanoleuca
ENSNVIP00000019635	ENSNVIG00000015369	Neovison_vison
ENSMPUP00000017873	ENSMPUG00000017984	Mustela_putorius_furo
ENSCAFP00000007861	ENSCAFG00000005258	Canis_lupus_familiaris
ENSCAFP00020030815	ENSCAFG00020024020	Canis_lupus_dingo
ENSVVUP00000003784	ENSVVUG00000002919	Vulpes_vulpes
ENSPTIP00000000976	ENSPTIG00000002495	Panthera_tigris_altaica
ENSPPRP00000006504	ENSPPRG00000001922	Panthera_pardus
ENSFCAP00000001657	ENSFCAG00000001789	Felis_catus
ENSEASP00005012935	ENSEASG00005009043	Equus_asinus_asinus
ENSECAP00000020032	ENSECAG00000022605	Equus_caballus
