ENSPVAP00000011668	ENSPVAG00000012379	Pteropus_vampyrus
ENSMLUP00000008563	ENSMLUG00000009403	Myotis_lucifugus
ENSBIXP00000006556	ENSBIXG00000012655	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013220	ENSBIXG00005007799	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000032258	ENSBTAG00000023628	Bos_taurus
ENSBMUP00000018614	ENSBMUG00000014078	Bos_mutus
ENSBBBP00000009872	ENSBBBG00000008009	Bison_bison_bison
ENSOARP00000009493	ENSOARG00000008846	Ovis_aries
ENSTTRP00000013372	ENSTTRG00000014101	Tursiops_truncatus
ENSUAMP00000015544	ENSUAMG00000012439	Ursus_americanus
ENSUMAP00000019279	ENSUMAG00000014155	Ursus_maritimus
ENSAMEP00000009763	ENSAMEG00000009294	Ailuropoda_melanoleuca
ENSNVIP00000020255	ENSNVIG00000015872	Neovison_vison
ENSMPUP00000011059	ENSMPUG00000011150	Mustela_putorius_furo
ENSCAFP00000054315	ENSCAFG00000000600	Canis_lupus_familiaris
ENSCAFP00020026333	ENSCAFG00020020703	Canis_lupus_dingo
ENSVVUP00000028541	ENSVVUG00000020892	Vulpes_vulpes
ENSPPRP00000028816	ENSPPRG00000021110	Panthera_pardus
ENSPTIP00000008381	ENSPTIG00000009759	Panthera_tigris_altaica
ENSFCAP00000020997	ENSFCAG00000007639	Felis_catus
ENSECAP00000042704	ENSECAG00000038641	Equus_caballus
ENSEASP00005024048	ENSEASG00005016315	Equus_asinus_asinus
ENSEEUP00000007409	ENSEEUG00000008163	Erinaceus_europaeus
ENSSARP00000004763	ENSSARG00000005279	Sorex_araneus
ENSCCNP00000003554	ENSCCNG00000003808	Castor_canadensis
ENSDORP00000018674	ENSDORG00000026993	Dipodomys_ordii
ENSMSIP00000006331	ENSMSIG00000005671	Mus_spicilegus
MGP_SPRETEiJ_P0046351	MGP_SPRETEiJ_G0022412	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000061264	ENSMUSG00000043311	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0044452	MGP_CAROLIEiJ_G0021507	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0043990	MGP_PahariEiJ_G0020502	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000057545	ENSRNOG00000039658	Rattus_norvegicus
ENSMUGP00000004448	ENSMUGG00000004147	Meriones_unguiculatus
ENSPEMP00000003070	ENSPEMG00000004143	Peromyscus_maniculatus_bairdii
ENSMOCP00000004346	ENSMOCG00000003583	Microtus_ochrogaster
ENSCGRP00001003075	ENSCGRG00001003611	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015038061	ENSCGRG00015028461	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000005500	ENSMAUG00000007562	Mesocricetus_auratus
ENSNGAP00000022768	ENSNGAG00000021539	Nannospalax_galili
ENSCLAP00000025845	ENSCLAG00000017973	Chinchilla_lanigera
ENSCPOP00000021316	ENSCPOG00000040592	Cavia_porcellus
ENSSDAP00000025184	ENSSDAG00000022916	Spermophilus_dauricus
ENSMMMP00000011151	ENSMMMG00000009937	Marmota_marmota_marmota
ENSUPAP00010025842	ENSUPAG00010020444	Urocitellus_parryii
ENSSTOP00000011640	ENSSTOG00000012996	Ictidomys_tridecemlineatus
ENSOCUP00000006855	ENSOCUG00000007933	Oryctolagus_cuniculus
ENSPPYP00000018390	ENSPPYG00000016446	Pongo_abelii
ENSP00000365076	ENSG00000204439	Homo_sapiens
ENSNLEP00000027269	ENSNLEG00000006199	Nomascus_leucogenys
ENSMNEP00000004237	ENSMNEG00000019803	Macaca_nemestrina
ENSTGEP00000036895	ENSTGEG00000029382	Theropithecus_gelada
ENSCANP00000029223	ENSCANG00000038183	Colobus_angolensis_palliatus
ENSPTEP00000039576	ENSPTEG00000036592	Piliocolobus_tephrosceles
ENSCJAP00000058608	ENSCJAG00000040688	Callithrix_jacchus
ENSPSMP00000025331	ENSPSMG00000017805	Prolemur_simus
ENSDNOP00000014533	ENSDNOG00000018726	Dasypus_novemcinctus
ENSLAFP00000029214	ENSLAFG00000021951	Loxodonta_africana
ENSPCAP00000011949	ENSPCAG00000012839	Procavia_capensis
ENSETEP00000012289	ENSETEG00000015165	Echinops_telfairi
ENSETEP00000011409	ENSETEG00000014052	Echinops_telfairi
ENSVURP00010002931	ENSVURG00010002386	Vombatus_ursinus
ENSPCIP00000024550	ENSPCIG00000018504	Phascolarctos_cinereus
ENSMODP00000019100	ENSMODG00000015294	Monodelphis_domestica
ENSSHAP00000006539	ENSSHAG00000005691	Sarcophilus_harrisii
ENSCPBP00000020391	ENSCPBG00000014666	Chrysemys_picta_bellii
