ENSUAMP00000009556	ENSUAMG00000007930	Ursus_americanus
ENSAMEP00000005792	ENSAMEG00000005494	Ailuropoda_melanoleuca
ENSMPUP00000019926	ENSMPUG00000020058	Mustela_putorius_furo
ENSNVIP00000030194	ENSNVIG00000023273	Neovison_vison
ENSCAFP00000032998	ENSCAFG00000024263	Canis_lupus_familiaris
ENSCAFP00020033366	ENSCAFG00020025894	Canis_lupus_dingo
ENSVVUP00000011780	ENSVVUG00000008682	Vulpes_vulpes
ENSPPRP00000027820	ENSPPRG00000019554	Panthera_pardus
ENSPTIP00000020899	ENSPTIG00000018219	Panthera_tigris_altaica
ENSFCAP00000004306	ENSFCAG00000004662	Felis_catus
ENSEASP00005008379	ENSEASG00005006031	Equus_asinus_asinus
ENSECAP00000002634	ENSECAG00000003923	Equus_caballus
ENSMLUP00000022689	ENSMLUG00000002212	Myotis_lucifugus
ENSSSCP00000008242	ENSSSCG00000021536	Sus_scrofa_strain_reference
ENSTTRP00000010633	ENSTTRG00000011214	Tursiops_truncatus	ENSTTRT00000011213
ENSCHIP00000001192	ENSCHIG00000002207	Capra_hircus
ENSOARP00000011362	ENSOARG00000010593	Ovis_aries
ENSBIXP00005002039	ENSBIXG00005000195	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000000396	ENSBIXG00000029875	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000056359	ENSBTAG00000047563	Bos_taurus
ENSBMUP00000018996	ENSBMUG00000014396	Bos_mutus
ENSBBBP00000026808	ENSBBBG00000022810	Bison_bison_bison
ENSPTRP00000088119	ENSPTRG00000048489	Pan_troglodytes
ENSPTRP00000093393	ENSPTRG00000052009	Pan_troglodytes
ENSPPAP00000002318	ENSPPAG00000010480	Pan_paniscus
ENSP00000398017	ENSG00000213937	Homo_sapiens
ENSGGOP00000041130	ENSGGOG00000041931	Gorilla_gorilla
ENSPPYP00000007945	ENSPPYG00000007023	Pongo_abelii
ENSNLEP00000042976	ENSNLEG00000035672	Nomascus_leucogenys
ENSPTEP00000017077	ENSPTEG00000018637	Piliocolobus_tephrosceles
ENSCANP00000001637	ENSCANG00000006157	Colobus_angolensis_palliatus
ENSRROP00000004254	ENSRROG00000017295	Rhinopithecus_roxellana
ENSRBIP00000039748	ENSRBIG00000043333	Rhinopithecus_bieti
