ENSCABP00000002566	ENSCABG00000001996	Chelonoidis_abingdonii
ENSCCEP00000004542	ENSCCEG00000004995	Cyanistes_caeruleus
ENSSMRP00000003950	ENSSMRG00000003289	Salvator_merianae
ENSMODP00000049990	ENSMODG00000051292	Monodelphis_domestica
ENSARWP00000007327	ENSARWG00000005135	Apteryx_rowi
ENSAPLP00000021219	ENSAPLG00000020014	Anas_platyrhynchos_platyrhynchos
ENSNPEP00000001801	ENSNPEG00000001403	Nothoprocta_perdicaria
ENSDNVP00000010055	ENSDNVG00000007102	Dromaius_novaehollandiae	ENSDNVT00000012098
ENSPVIP00000013074	ENSPVIG00000010169	Pogona_vitticeps
ENSMVIP00005004044	ENSMVIG00005003129	Manacus_vitellinus
ENSABRP00000001658	ENSABRG00000001693	Anser_brachyrhynchus
ENSCPBP00000040427	ENSCPBG00000027783	Chrysemys_picta_bellii
ENSJHYP00000016967	ENSJHYG00000012961	Junco_hyemalis
ENSNMEP00000017193	ENSNMEG00000015079	Numida_meleagris
ENSCPUP00000006518	ENSCPUG00000004743	Calidris_pugnax
ENSLSDP00000002357	ENSLSDG00000001886	Lonchura_striata_domestica
ENSGALP00000071237	ENSGALG00000051520	Gallus_gallus
ENSCMIP00000040855	ENSCMIG00000017016	Callorhinchus_milii
