ENSPTRP00000053173	ENSPTRG00000031002	Pan_troglodytes
ENSGGOP00000025405	ENSGGOG00000000217	Gorilla_gorilla
ENSP00000329380	ENSG00000185245	Homo_sapiens
ENSPPYP00000008836	ENSPPYG00000007847	Pongo_abelii
ENSNLEP00000021145	ENSNLEG00000017428	Nomascus_leucogenys
ENSPANP00000019559	ENSPANG00000024310	Papio_anubis
ENSTGEP00000024408	ENSTGEG00000019722	Theropithecus_gelada
ENSMNEP00000039766	ENSMNEG00000042814	Macaca_nemestrina
ENSMFAP00000039217	ENSMFAG00000040200	Macaca_fascicularis
ENSCATP00000038617	ENSCATG00000041985	Cercocebus_atys
ENSCSAP00000009129	ENSCSAG00000012953	Chlorocebus_sabaeus
ENSRROP00000015261	ENSRROG00000031810	Rhinopithecus_roxellana
ENSRBIP00000019644	ENSRBIG00000033810	Rhinopithecus_bieti
ENSCANP00000020655	ENSCANG00000033767	Colobus_angolensis_palliatus
ENSPTEP00000040830	ENSPTEG00000037555	Piliocolobus_tephrosceles
ENSCJAP00000021644	ENSCJAG00000011794	Callithrix_jacchus
ENSTSYP00000027405	ENSTSYG00000030258	Carlito_syrichta
ENSPCOP00000026756	ENSPCOG00000025795	Propithecus_coquereli
ENSPSMP00000028097	ENSPSMG00000019580	Prolemur_simus
ENSOGAP00000021237	ENSOGAG00000026251	Otolemur_garnettii
ENSMUSP00000057563	ENSMUSG00000050675	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0029259	MGP_SPRETEiJ_G0017478	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000004068	ENSMSIG00000003752	Mus_spicilegus
MGP_CAROLIEiJ_P0027878	MGP_CAROLIEiJ_G0016642	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034626	MGP_PahariEiJ_G0017773	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000053510	ENSRNOG00000025959	Rattus_norvegicus
ENSMOCP00000006223	ENSMOCG00000005824	Microtus_ochrogaster
ENSMUGP00000027839	ENSMUGG00000023138	Meriones_unguiculatus
ENSCCNP00000033281	ENSCCNG00000031506	Castor_canadensis
ENSFDAP00000018646	ENSFDAG00000009672	Fukomys_damarensis
ENSCLAP00000011013	ENSCLAG00000007601	Chinchilla_lanigera
ENSTBEP00000008968	ENSTBEG00000010382	Tupaia_belangeri
ENSOCUP00000000954	ENSOCUG00000001099	Oryctolagus_cuniculus
ENSTTRP00000001216	ENSTTRG00000001296	Tursiops_truncatus	ENSTTRT00000001296
ENSSSCP00000018970	ENSSSCG00000017908	Sus_scrofa_strain_reference
ENSBIXP00005026160	ENSBIXG00005028517	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000032115	ENSBIXG00000014592	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000006899	ENSBMUG00000005469	Bos_mutus
ENSBTAP00000006460	ENSBTAG00000004909	Bos_taurus
ENSBBBP00000005281	ENSBBBG00000003107	Bison_bison_bison
ENSPVAP00000003587	ENSPVAG00000003789	Pteropus_vampyrus
ENSUMAP00000019005	ENSUMAG00000013955	Ursus_maritimus
ENSUAMP00000003512	ENSUAMG00000003232	Ursus_americanus
ENSAMEP00000006776	ENSAMEG00000006443	Ailuropoda_melanoleuca
ENSNVIP00000025226	ENSNVIG00000019524	Neovison_vison
ENSCAFP00020013886	ENSCAFG00020011241	Canis_lupus_dingo
ENSVVUP00000038529	ENSVVUG00000027480	Vulpes_vulpes
ENSFCAP00000053968	ENSFCAG00000008042	Felis_catus
ENSPTIP00000010448	ENSPTIG00000011212	Panthera_tigris_altaica
ENSEASP00005022562	ENSEASG00005015411	Equus_asinus_asinus
ENSEASP00005022559	ENSEASG00005015410	Equus_asinus_asinus
ENSECAP00000037074	ENSECAG00000040351	Equus_caballus
ENSDNOP00000024189	ENSDNOG00000037032	Dasypus_novemcinctus
ENSCHOP00000011721	ENSCHOG00000013238	Choloepus_hoffmanni
ENSLAFP00000028704	ENSLAFG00000032715	Loxodonta_africana
ENSEEUP00000013471	ENSEEUG00000014772	Erinaceus_europaeus
ENSPCIP00000025460	ENSPCIG00000019157	Phascolarctos_cinereus
ENSVURP00010001983	ENSVURG00010001655	Vombatus_ursinus
ENSSHAP00000006477	ENSSHAG00000005637	Sarcophilus_harrisii
ENSMODP00000053841	ENSMODG00000005365	Monodelphis_domestica
ENSOANP00000009847	ENSOANG00000006162	Ornithorhynchus_anatinus
