ENSACAP00000013805	ENSACAG00000014086	Anolis_carolinensis
ENSPVIP00000027980	ENSPVIG00000020788	Pogona_vitticeps
ENSNSUP00000029084	ENSNSUG00000020631	Notechis_scutatus
ENSPCIP00000052374	ENSPCIG00000036766	Phascolarctos_cinereus
ENSVURP00010017011	ENSVURG00010013008	Vombatus_ursinus
ENSMODP00000017894	ENSMODG00000014317	Monodelphis_domestica
ENSGAGP00000007268	ENSGAGG00000005841	Gopherus_agassizii
ENSGAGP00000007258	ENSGAGG00000005825	Gopherus_agassizii
ENSCABP00000007120	ENSCABG00000004958	Chelonoidis_abingdonii
ENSCPBP00000020100	ENSCPBG00000014473	Chrysemys_picta_bellii
ENSPSIP00000003415	ENSPSIG00000003264	Pelodiscus_sinensis
ENSAPLP00000007179	ENSAPLG00000007509	Anas_platyrhynchos_platyrhynchos
ENSABRP00000011868	ENSABRG00000010619	Anser_brachyrhynchus
ENSNMEP00000024362	ENSNMEG00000020684	Numida_meleagris
ENSNMEP00000024361	ENSNMEG00000020683	Numida_meleagris
ENSCJPP00005020460	ENSCJPG00005016478	Coturnix_japonica
ENSCJPP00005020459	ENSCJPG00005016477	Coturnix_japonica
ENSMGAP00000004548	ENSMGAG00000004696	Meleagris_gallopavo
ENSGALP00000011357	ENSGALG00000007028	Gallus_gallus
ENSCPUP00000003561	ENSCPUG00000002716	Calidris_pugnax
ENSCPUP00000003563	ENSCPUG00000002721	Calidris_pugnax
ENSCPGP00000027574	ENSCPGG00000019003	Calidris_pygmaea
ENSTGUP00000015089	ENSTGUG00000014729	Taeniopygia_guttata
ENSLSDP00000010941	ENSLSDG00000008055	Lonchura_striata_domestica
ENSSCAP00000003308	ENSSCAG00000002792	Serinus_canaria
ENSZALP00000019215	ENSZALG00000015268	Zonotrichia_albicollis
ENSJHYP00000011099	ENSJHYG00000008674	Junco_hyemalis
ENSJHYP00000011117	ENSJHYG00000008714	Junco_hyemalis
ENSTGUP00000002567	ENSTGUG00000002481	Taeniopygia_guttata
ENSFALP00000004217	ENSFALG00000004029	Ficedula_albicollis
ENSPMJP00000005363	ENSPMJG00000004654	Parus_major
ENSCCEP00000004026	ENSCCEG00000004480	Cyanistes_caeruleus
ENSMVIP00005012929	ENSMVIG00005009215	Manacus_vitellinus
ENSMUNP00000011795	ENSMUNG00000009154	Melopsittacus_undulatus
ENSARWP00000006216	ENSARWG00000004406	Apteryx_rowi
ENSARWP00000006215	ENSARWG00000004404	Apteryx_rowi
ENSAOWP00000024238	ENSAOWG00000016361	Apteryx_owenii
ENSAOWP00000024245	ENSAOWG00000016371	Apteryx_owenii
ENSAHAP00000004810	ENSAHAG00000003741	Apteryx_haastii
ENSDNVP00000000599	ENSDNVG00000000464	Dromaius_novaehollandiae
ENSSPUP00000017801	ENSSPUG00000013746	Sphenodon_punctatus
ENSPCIP00000002996	ENSPCIG00000002457	Phascolarctos_cinereus
ENSVURP00010017033	ENSVURG00010013030	Vombatus_ursinus
ENSNPEP00000008266	ENSNPEG00000006212	Nothoprocta_perdicaria
ENSDNVP00000000578	ENSDNVG00000000443	Dromaius_novaehollandiae
ENSSCAP00000003299	ENSSCAG00000002778	Serinus_canaria
ENSLSDP00000026118	ENSLSDG00000018219	Lonchura_striata_domestica
ENSLCOP00000003580	ENSLCOG00000002698	Lepidothrix_coronata
ENSCPRP00005014298	ENSCPRG00005010080	Crocodylus_porosus
ENSSMRP00000010751	ENSSMRG00000008499	Salvator_merianae
ENSEEEP00000011360	ENSEEEG00000005746	Electrophorus_electricus
ENSAMXP00000030068	ENSAMXG00000029522	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSSFOP00015014430	ENSSFOG00015009239	Scleropages_formosus
ENSLCAP00010004462	ENSLCAG00010002282	Lates_calcarifer
ENSCSEP00000028268	ENSCSEG00000018062	Cynoglossus_semilaevis
ENSONIP00000022277	ENSONIG00000017667	Oreochromis_niloticus
ENSOANP00000029121	ENSOANG00000031683	Ornithorhynchus_anatinus
ENSCMIP00000011763	ENSCMIG00000006064	Callorhinchus_milii
ENSXETP00000005861	ENSXETG00000009497	Xenopus_tropicalis
ENSPKIP00000005594	ENSPKIG00000022202	Paramormyrops_kingsleyae
ENSSFOP00015019412	ENSSFOG00015012153	Scleropages_formosus
ENSSFOP00015014294	ENSSFOG00015009216	Scleropages_formosus
ENSPKIP00000034702	ENSPKIG00000013868	Paramormyrops_kingsleyae
ENSDCDP00000061664	ENSDCDG00000035093	Denticeps_clupeoides	ENSDCDT00000073920
ENSCHAP00000022655	ENSCHAG00000011187	Clupea_harengus	ENSCHAT00000024716
