ENSAHAP00000010217	ENSAHAG00000007418	Apteryx_haastii
ENSAOWP00000025436	ENSAOWG00000017196	Apteryx_owenii
ENSARWP00000009806	ENSARWG00000006831	Apteryx_rowi
ENSDNVP00000002567	ENSDNVG00000001847	Dromaius_novaehollandiae
ENSNPEP00000017888	ENSNPEG00000013320	Nothoprocta_perdicaria
ENSLSDP00000000627	ENSLSDG00000000503	Lonchura_striata_domestica
ENSLSDP00000015934	ENSLSDG00000011492	Lonchura_striata_domestica
ENSTGUP00000016449	ENSTGUG00000016133	Taeniopygia_guttata
ENSSCAP00000018095	ENSSCAG00000013122	Serinus_canaria
ENSFALP00000005570	ENSFALG00000005341	Ficedula_albicollis
ENSTGUP00000000178	ENSTGUG00000000170	Taeniopygia_guttata
ENSZALP00000009083	ENSZALG00000007835	Zonotrichia_albicollis
ENSPMJP00000004059	ENSPMJG00000003506	Parus_major
ENSCCEP00000021032	ENSCCEG00000019091	Cyanistes_caeruleus
ENSMVIP00005028575	ENSMVIG00005019886	Manacus_vitellinus
ENSLCOP00000007441	ENSLCOG00000005484	Lepidothrix_coronata
ENSMUNP00000007000	ENSMUNG00000005629	Melopsittacus_undulatus
ENSGALP00000024753	ENSGALG00000015368	Gallus_gallus
ENSCJPP00005014488	ENSCJPG00005012085	Coturnix_japonica
ENSMGAP00000007339	ENSMGAG00000007236	Meleagris_gallopavo
ENSNMEP00000002093	ENSNMEG00000002688	Numida_meleagris
ENSABRP00000013959	ENSABRG00000012403	Anser_brachyrhynchus
ENSAPLP00000027752	ENSAPLG00000010828	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000016363	ENSCPGG00000011513	Calidris_pygmaea
ENSCPUP00000014616	ENSCPUG00000010251	Calidris_pugnax
ENSCPRP00005020609	ENSCPRG00005014314	Crocodylus_porosus
ENSGAGP00000023352	ENSGAGG00000017118	Gopherus_agassizii
ENSCABP00000016114	ENSCABG00000012012	Chelonoidis_abingdonii
ENSCPBP00000030767	ENSCPBG00000021636	Chrysemys_picta_bellii
ENSPSIP00000019786	ENSPSIG00000017555	Pelodiscus_sinensis
ENSPVIP00000005309	ENSPVIG00000004315	Pogona_vitticeps
