ENSPTRP00000042409	ENSPTRG00000017793	Pan_troglodytes
ENSPPAP00000014699	ENSPPAG00000030510	Pan_paniscus
ENSP00000380250	ENSG00000124564	Homo_sapiens
ENSGGOP00000028234	ENSGGOG00000027813	Gorilla_gorilla
ENSPPYP00000018223	ENSPPYG00000016295	Pongo_abelii
ENSNLEP00000003601	ENSNLEG00000002927	Nomascus_leucogenys
ENSPANP00000045222	ENSPANG00000017412	Papio_anubis
ENSTGEP00000026445	ENSTGEG00000021294	Theropithecus_gelada
ENSMMUP00000003475	ENSMMUG00000002583	Macaca_mulatta
ENSMFAP00000027503	ENSMFAG00000045154	Macaca_fascicularis
ENSMNEP00000027503	ENSMNEG00000037165	Macaca_nemestrina
ENSMLEP00000012850	ENSMLEG00000030593	Mandrillus_leucophaeus
ENSCATP00000029999	ENSCATG00000038205	Cercocebus_atys
ENSCSAP00000004140	ENSCSAG00000007881	Chlorocebus_sabaeus
ENSRROP00000027242	ENSRROG00000037402	Rhinopithecus_roxellana
ENSRBIP00000023148	ENSRBIG00000035501	Rhinopithecus_bieti
ENSPTEP00000001425	ENSPTEG00000001550	Piliocolobus_tephrosceles
ENSCANP00000021076	ENSCANG00000033973	Colobus_angolensis_palliatus
ENSCCAP00000010558	ENSCCAG00000023020	Cebus_capucinus_imitator
ENSSBOP00000027043	ENSSBOG00000029941	Saimiri_boliviensis_boliviensis
ENSCJAP00000020058	ENSCJAG00000010877	Callithrix_jacchus
ENSANAP00000036090	ENSANAG00000035567	Aotus_nancymaae
ENSTSYP00000021661	ENSTSYG00000033399	Carlito_syrichta
ENSPCOP00000000512	ENSPCOG00000001384	Propithecus_coquereli
ENSMICP00000015719	ENSMICG00000017257	Microcebus_murinus
ENSPSMP00000006941	ENSPSMG00000005195	Prolemur_simus
ENSOGAP00000019723	ENSOGAG00000033954	Otolemur_garnettii
MGP_SPRETEiJ_P0035471	MGP_SPRETEiJ_G0019209	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000033309	ENSMSIG00000027858	Mus_spicilegus
ENSMUSP00000131308	ENSMUSG00000036083	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0033893	MGP_CAROLIEiJ_G0018342	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040496	MGP_PahariEiJ_G0019405	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000070495	ENSRNOG00000032745	Rattus_norvegicus
ENSMUGP00000001296	ENSMUGG00000001074	Meriones_unguiculatus
ENSCGRP00000017974	ENSCGRG00000013068	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015009262	ENSCGRG00015006997	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001002353	ENSCGRG00001002510	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004663	ENSMAUG00000006126	Mesocricetus_auratus
ENSPEMP00000003533	ENSPEMG00000004989	Peromyscus_maniculatus_bairdii
ENSMOCP00000009964	ENSMOCG00000010151	Microtus_ochrogaster
ENSNGAP00000001632	ENSNGAG00000001190	Nannospalax_galili
ENSJJAP00000004993	ENSJJAG00000009931	Jaculus_jaculus
ENSCLAP00000002816	ENSCLAG00000002031	Chinchilla_lanigera
ENSODEP00000018557	ENSODEG00000013677	Octodon_degus
ENSCPOP00000023326	ENSCPOG00000040414	Cavia_porcellus
ENSHGLP00000005722	ENSHGLG00000004182	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100005249	ENSHGLG00100003981	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000003931	ENSFDAG00000013254	Fukomys_damarensis
ENSCCNP00000003422	ENSCCNG00000003615	Castor_canadensis
ENSTBEP00000005278	ENSTBEG00000006139	Tupaia_belangeri
ENSEEUP00000007178	ENSEEUG00000007894	Erinaceus_europaeus
ENSSARP00000005764	ENSSARG00000006357	Sorex_araneus
ENSECAP00000004941	ENSECAG00000006404	Equus_caballus
ENSEASP00005007357	ENSEASG00005005269	Equus_asinus_asinus
ENSUAMP00000022194	ENSUAMG00000017457	Ursus_americanus	ENSUAMT00000024814
ENSUMAP00000028622	ENSUMAG00000020725	Ursus_maritimus	ENSUMAT00000033854
ENSAMEP00000010410	ENSAMEG00000009861	Ailuropoda_melanoleuca	ENSAMET00000010863
ENSMPUP00000008672	ENSMPUG00000008743	Mustela_putorius_furo
ENSMPUP00000008678	ENSMPUG00000008749	Mustela_putorius_furo
ENSNVIP00000008366	ENSNVIG00000006415	Neovison_vison
ENSCAFP00020011616	ENSCAFG00020009245	Canis_lupus_dingo
ENSCAFP00000015670	ENSCAFG00000024892	Canis_lupus_familiaris
ENSVVUP00000035249	ENSVVUG00000025358	Vulpes_vulpes
ENSPPRP00000006957	ENSPPRG00000002236	Panthera_pardus
ENSPTIP00000022624	ENSPTIG00000019355	Panthera_tigris_altaica
ENSFCAP00000036034	ENSFCAG00000014671	Felis_catus
ENSBIXP00005031164	ENSBIXG00005011417	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000007603	ENSBIXG00000013560	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000035519	ENSBTAG00000003797	Bos_taurus
ENSBMUP00000001285	ENSBMUG00000001043	Bos_mutus
ENSBBBP00000028407	ENSBBBG00000006673	Bison_bison_bison
ENSCHIP00000022544	ENSCHIG00000020475	Capra_hircus
ENSOARP00000002030	ENSOARG00000001926	Ovis_aries
ENSSSCP00000032379	ENSSSCG00000037547	Sus_scrofa_strain_reference
ENSTTRP00000002783	ENSTTRG00000002973	Tursiops_truncatus
ENSVPAP00000007638	ENSVPAG00000008208	Vicugna_pacos
ENSLAFP00000026863	ENSLAFG00000029158	Loxodonta_africana
ENSPCAP00000002202	ENSPCAG00000002337	Procavia_capensis
ENSETEP00000000637	ENSETEG00000000789	Echinops_telfairi
