ENSACAP00000014016	ENSACAG00000014274	Anolis_carolinensis
ENSPVIP00000030223	ENSPVIG00000022269	Pogona_vitticeps
ENSNSUP00000001593	ENSNSUG00000001368	Notechis_scutatus	ENSNSUT00000001727
ENSSMRP00000019340	ENSSMRG00000015076	Salvator_merianae
ENSSPUP00000011778	ENSSPUG00000009032	Sphenodon_punctatus
ENSGAGP00000021419	ENSGAGG00000015728	Gopherus_agassizii
ENSCABP00000015183	ENSCABG00000011347	Chelonoidis_abingdonii
ENSCPBP00000025573	ENSCPBG00000018181	Chrysemys_picta_bellii
ENSCABP00000019254	ENSCABG00000014231	Chelonoidis_abingdonii
ENSPSIP00000005981	ENSPSIG00000005557	Pelodiscus_sinensis
ENSCPRP00005017848	ENSCPRG00005012443	Crocodylus_porosus
ENSABRP00000013702	ENSABRG00000012174	Anser_brachyrhynchus
ENSAPLP00000008343	ENSAPLG00000008669	Anas_platyrhynchos_platyrhynchos
ENSGALP00000059614	ENSGALG00000044404	Gallus_gallus
ENSMGAP00000002829	ENSMGAG00000003153	Meleagris_gallopavo
ENSCJPP00005026832	ENSCJPG00005020846	Coturnix_japonica
ENSNMEP00000018260	ENSNMEG00000015882	Numida_meleagris
ENSLCOP00000012257	ENSLCOG00000008893	Lepidothrix_coronata
ENSMVIP00005012933	ENSMVIG00005009395	Manacus_vitellinus
ENSTGUP00000004743	ENSTGUG00000004606	Taeniopygia_guttata
ENSLSDP00000019689	ENSLSDG00000013990	Lonchura_striata_domestica
ENSPMJP00000003386	ENSPMJG00000002964	Parus_major
ENSCCEP00000004416	ENSCCEG00000004897	Cyanistes_caeruleus
ENSJHYP00000004441	ENSJHYG00000003662	Junco_hyemalis
ENSZALP00000016611	ENSZALG00000013465	Zonotrichia_albicollis
ENSSCAP00000016761	ENSSCAG00000012212	Serinus_canaria
ENSFALP00000005890	ENSFALG00000005649	Ficedula_albicollis
ENSMUNP00000012770	ENSMUNG00000009993	Melopsittacus_undulatus
ENSCPGP00000021474	ENSCPGG00000014985	Calidris_pygmaea
ENSCPUP00000013789	ENSCPUG00000009764	Calidris_pugnax
ENSAOWP00000007443	ENSAOWG00000005111	Apteryx_owenii
ENSARWP00000021703	ENSARWG00000014823	Apteryx_rowi
ENSAHAP00000024425	ENSAHAG00000017057	Apteryx_haastii
