ENSPVIP00000031767	ENSPVIG00000023350	Pogona_vitticeps	ENSPVIT00000038930
ENSACAP00000015552	ENSACAG00000015623	Anolis_carolinensis	ENSACAT00000015866
ENSNSUP00000009497	ENSNSUG00000006940	Notechis_scutatus
ENSSMRP00000016919	ENSSMRG00000012022	Salvator_merianae
ENSSPUP00000001715	ENSSPUG00000001183	Sphenodon_punctatus
ENSAOWP00000021099	ENSAOWG00000013997	Apteryx_owenii
ENSARWP00000014523	ENSARWG00000007421	Apteryx_rowi
ENSAHAP00000014916	ENSAHAG00000010736	Apteryx_haastii
ENSDNVP00000020620	ENSDNVG00000014426	Dromaius_novaehollandiae
ENSNPEP00000013411	ENSNPEG00000010018	Nothoprocta_perdicaria
ENSGALP00000058328	ENSGALG00000038096	Gallus_gallus
ENSCJPP00005024095	ENSCJPG00005018696	Coturnix_japonica
ENSMGAP00000018966	ENSMGAG00000008503	Meleagris_gallopavo
ENSNMEP00000014083	ENSNMEG00000012353	Numida_meleagris
ENSAPLP00000016156	ENSAPLG00000016213	Anas_platyrhynchos_platyrhynchos
ENSABRP00000018560	ENSABRG00000015562	Anser_brachyrhynchus
ENSCPGP00000024766	ENSCPGG00000016787	Calidris_pygmaea
ENSCPUP00000018413	ENSCPUG00000012672	Calidris_pugnax
ENSMUNP00000007356	ENSMUNG00000005900	Melopsittacus_undulatus
ENSZALP00000015035	ENSZALG00000012408	Zonotrichia_albicollis
ENSJHYP00000016625	ENSJHYG00000011363	Junco_hyemalis
ENSSCAP00000016982	ENSSCAG00000012350	Serinus_canaria
ENSLSDP00000019375	ENSLSDG00000013797	Lonchura_striata_domestica
ENSTGUP00000008940	ENSTGUG00000008604	Taeniopygia_guttata
ENSPMJP00000000166	ENSPMJG00000000163	Parus_major
ENSCCEP00000023740	ENSCCEG00000021186	Cyanistes_caeruleus
ENSFALP00000005118	ENSFALG00000004874	Ficedula_albicollis
ENSMVIP00005027787	ENSMVIG00005019360	Manacus_vitellinus
ENSLCOP00000016267	ENSLCOG00000011072	Lepidothrix_coronata
ENSCPRP00005012840	ENSCPRG00005009119	Crocodylus_porosus
ENSGAGP00000003935	ENSGAGG00000003199	Gopherus_agassizii
