ENSLACP00000011923	ENSLACG00000010494	Latimeria_chalumnae
ENSECRP00000012712	ENSECRG00000008473	Erpetoichthys_calabaricus
ENSCABP00000013959	ENSCABG00000010417	Chelonoidis_abingdonii
ENSCABP00000013960	ENSCABG00000010418	Chelonoidis_abingdonii
ENSCPBP00000015637	ENSCPBG00000011541	Chrysemys_picta_bellii
ENSPSIP00000009384	ENSPSIG00000008359	Pelodiscus_sinensis
ENSSMRP00000004191	ENSSMRG00000003504	Salvator_merianae
ENSNSUP00000015685	ENSNSUG00000011610	Notechis_scutatus
ENSSPUP00000022016	ENSSPUG00000016903	Sphenodon_punctatus
ENSSARP00000006576	ENSSARG00000007252	Sorex_araneus
ENSUMAP00000023594	ENSUMAG00000017167	Ursus_maritimus
ENSOCUP00000004216	ENSOCUG00000004872	Oryctolagus_cuniculus
ENSOPRP00000014859	ENSOPRG00000016246	Ochotona_princeps
ENSPTRP00000014862	ENSPTRG00000008720	Pan_troglodytes
ENSPPAP00000030981	ENSPPAG00000038449	Pan_paniscus
ENSP00000254854	ENSG00000132518	Homo_sapiens
ENSGGOP00000013986	ENSGGOG00000014330	Gorilla_gorilla
ENSPPYP00000008933	ENSPPYG00000007945	Pongo_abelii
ENSNLEP00000011973	ENSNLEG00000009820	Nomascus_leucogenys
ENSRROP00000001362	ENSRROG00000005382	Rhinopithecus_roxellana
ENSRBIP00000028720	ENSRBIG00000038244	Rhinopithecus_bieti
ENSCANP00000031213	ENSCANG00000039279	Colobus_angolensis_palliatus
ENSPTEP00000007859	ENSPTEG00000008921	Piliocolobus_tephrosceles
ENSPANP00000019656	ENSPANG00000023931	Papio_anubis
ENSTGEP00000032342	ENSTGEG00000025841	Theropithecus_gelada
ENSCATP00000003226	ENSCATG00000012919	Cercocebus_atys
ENSMLEP00000033756	ENSMLEG00000041068	Mandrillus_leucophaeus
ENSMFAP00000017613	ENSMFAG00000031931	Macaca_fascicularis
ENSMNEP00000014100	ENSMNEG00000031234	Macaca_nemestrina
ENSMMUP00000073530	ENSMMUG00000017723	Macaca_mulatta
ENSCSAP00000007248	ENSCSAG00000011056	Chlorocebus_sabaeus
ENSCCAP00000012477	ENSCCAG00000024015	Cebus_capucinus_imitator
ENSSBOP00000036262	ENSSBOG00000034270	Saimiri_boliviensis_boliviensis
ENSANAP00000031836	ENSANAG00000033657	Aotus_nancymaae
ENSCJAP00000027093	ENSCJAG00000014688	Callithrix_jacchus
ENSTSYP00000007565	ENSTSYG00000008254	Carlito_syrichta
ENSPCOP00000027132	ENSPCOG00000026013	Propithecus_coquereli
ENSMICP00000012439	ENSMICG00000013617	Microcebus_murinus
ENSPSMP00000025940	ENSPSMG00000018198	Prolemur_simus
ENSOGAP00000001739	ENSOGAG00000001946	Otolemur_garnettii
ENSCLAP00000016325	ENSCLAG00000011233	Chinchilla_lanigera	ENSCLAT00000016489
ENSODEP00000024306	ENSODEG00000017784	Octodon_degus	ENSODET00000024581
ENSHGLP00000023861	ENSHGLG00000017011	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100022554	ENSHGLG00100016586	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005014	ENSFDAG00000014137	Fukomys_damarensis
ENSCPOP00000001343	ENSCPOG00000001487	Cavia_porcellus
ENSCAPP00000003085	ENSCAPG00000005897	Cavia_aperea
ENSUPAP00010020371	ENSUPAG00010016071	Urocitellus_parryii
ENSSTOP00000000132	ENSSTOG00000000149	Ictidomys_tridecemlineatus
ENSSDAP00000001676	ENSSDAG00000001605	Spermophilus_dauricus
ENSMMMP00000022911	ENSMMMG00000020052	Marmota_marmota_marmota
ENSCCNP00000002041	ENSCCNG00000002177	Castor_canadensis
ENSDORP00000001485	ENSDORG00000001588	Dipodomys_ordii
MGP_SPRETEiJ_P0028880	MGP_SPRETEiJ_G0017396	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000011339	ENSMSIG00000009846	Mus_spicilegus
ENSMUSP00000021259	ENSMUSG00000020890	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0027500	MGP_CAROLIEiJ_G0016560	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034252	MGP_PahariEiJ_G0017691	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000010790	ENSRNOG00000007931	Rattus_norvegicus
ENSMUGP00000012435	ENSMUGG00000010768	Meriones_unguiculatus
ENSCGRP00001006101	ENSCGRG00001008157	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015014439	ENSCGRG00015011050	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000023322	ENSMAUG00000020496	Mesocricetus_auratus
ENSPEMP00000009341	ENSPEMG00000010662	Peromyscus_maniculatus_bairdii
ENSMOCP00000017886	ENSMOCG00000016326	Microtus_ochrogaster
ENSNGAP00000024413	ENSNGAG00000022688	Nannospalax_galili
ENSJJAP00000018112	ENSJJAG00000019441	Jaculus_jaculus
ENSTBEP00000012870	ENSTBEG00000014810	Tupaia_belangeri
ENSBIXP00000031589	ENSBIXG00000013878	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038216	ENSBIXG00005003388	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000011564	ENSBTAG00000008773	Bos_taurus
ENSBMUP00000029511	ENSBMUG00000022071	Bos_mutus
ENSCHIP00000013718	ENSCHIG00000014967	Capra_hircus
ENSOARP00000019843	ENSOARG00000018476	Ovis_aries
ENSTTRP00000009783	ENSTTRG00000010309	Tursiops_truncatus
ENSSSCP00000024272	ENSSSCG00000025345	Sus_scrofa_strain_reference
ENSUAMP00000006093	ENSUAMG00000005366	Ursus_americanus
ENSAMEP00000003102	ENSAMEG00000002896	Ailuropoda_melanoleuca
ENSNVIP00000005824	ENSNVIG00000004670	Neovison_vison
ENSMPUP00000008574	ENSMPUG00000008642	Mustela_putorius_furo
ENSCAFP00020009070	ENSCAFG00020007263	Canis_lupus_dingo
ENSCAFP00000024862	ENSCAFG00000016906	Canis_lupus_familiaris
ENSVVUP00000039406	ENSVVUG00000028064	Vulpes_vulpes
ENSFCAP00000016017	ENSFCAG00000018062	Felis_catus
ENSPPRP00000013724	ENSPPRG00000006843	Panthera_pardus
ENSPVAP00000015434	ENSPVAG00000016355	Pteropus_vampyrus
ENSMLUP00000015875	ENSMLUG00000017406	Myotis_lucifugus
ENSEEUP00000009447	ENSEEUG00000010329	Erinaceus_europaeus
ENSEASP00005028594	ENSEASG00005019436	Equus_asinus_asinus
ENSECAP00000031981	ENSECAG00000011645	Equus_caballus
ENSBBBP00000019196	ENSBBBG00000012428	Bison_bison_bison
ENSDNOP00000004473	ENSDNOG00000005768	Dasypus_novemcinctus
ENSLAFP00000005331	ENSLAFG00000006345	Loxodonta_africana
ENSETEP00000007529	ENSETEG00000009266	Echinops_telfairi
ENSPCAP00000015307	ENSPCAG00000016324	Procavia_capensis
ENSPCIP00000032069	ENSPCIG00000023800	Phascolarctos_cinereus
ENSPCIP00000032070	ENSPCIG00000023801	Phascolarctos_cinereus
ENSVURP00010004962	ENSVURG00010003895	Vombatus_ursinus
ENSMEUP00000005782	ENSMEUG00000006321	Notamacropus_eugenii
ENSSHAP00000016383	ENSSHAG00000013941	Sarcophilus_harrisii
ENSMODP00000009459	ENSMODG00000007621	Monodelphis_domestica
ENSNMEP00000006243	ENSNMEG00000006424	Numida_meleagris
ENSCPGP00000016129	ENSCPGG00000011361	Calidris_pygmaea
ENSAOWP00000016029	ENSAOWG00000010902	Apteryx_owenii
ENSAHAP00000003024	ENSAHAG00000002434	Apteryx_haastii
ENSARWP00000007110	ENSARWG00000004987	Apteryx_rowi
ENSOANP00000013220	ENSOANG00000008317	Ornithorhynchus_anatinus
ENSCPBP00000002952	ENSCPBG00000002373	Chrysemys_picta_bellii
ENSSFOP00015015691	ENSSFOG00015010138	Scleropages_formosus
ENSSFOP00015015714	ENSSFOG00015010143	Scleropages_formosus
ENSNMEP00000006246	ENSNMEG00000006426	Numida_meleagris
ENSCPUP00000011463	ENSCPUG00000008136	Calidris_pugnax
ENSAPLP00000032819	ENSAPLG00000004449	Anas_platyrhynchos_platyrhynchos
ENSLSDP00000004302	ENSLSDG00000003275	Lonchura_striata_domestica
ENSTGUP00000015875	ENSTGUG00000015540	Taeniopygia_guttata
ENSDNVP00000007296	ENSDNVG00000005184	Dromaius_novaehollandiae
ENSGAGP00000025079	ENSGAGG00000018298	Gopherus_agassizii
ENSCABP00000013961	ENSCABG00000010419	Chelonoidis_abingdonii
ENSNSUP00000015688	ENSNSUG00000011611	Notechis_scutatus
ENSZALP00000021134	ENSZALG00000016572	Zonotrichia_albicollis
ENSJHYP00000018004	ENSJHYG00000013727	Junco_hyemalis
ENSMUNP00000002120	ENSMUNG00000001894	Melopsittacus_undulatus
ENSCPRP00005024029	ENSCPRG00005016678	Crocodylus_porosus
ENSABRP00000012518	ENSABRG00000011179	Anser_brachyrhynchus
ENSNSUP00000010227	ENSNSUG00000007786	Notechis_scutatus
ENSOMEP00000018242	ENSOMEG00000019943	Oryzias_melastigma
ENSPVIP00000007056	ENSPVIG00000005793	Pogona_vitticeps
ENSACAP00000005469	ENSACAG00000005489	Anolis_carolinensis
ENSXETP00000044573	ENSXETG00000002216	Xenopus_tropicalis
ENSEBUP00000006209	ENSEBUG00000004130	Eptatretus_burgeri
