ENSPVIP00000033100	ENSPVIG00000024231	Pogona_vitticeps	ENSPVIT00000040522
ENSACAP00000006327	ENSACAG00000006456	Anolis_carolinensis	ENSACAT00000006469
ENSNSUP00000003327	ENSNSUG00000002698	Notechis_scutatus	ENSNSUT00000003581
ENSSMRP00000020197	ENSSMRG00000015725	Salvator_merianae
ENSSPUP00000015129	ENSSPUG00000011690	Sphenodon_punctatus
ENSLCOP00000012566	ENSLCOG00000009093	Lepidothrix_coronata
ENSMVIP00005010194	ENSMVIG00005007492	Manacus_vitellinus
ENSTGUP00000002845	ENSTGUG00000002765	Taeniopygia_guttata
ENSLSDP00000017445	ENSLSDG00000012501	Lonchura_striata_domestica
ENSSCAP00000010327	ENSSCAG00000007836	Serinus_canaria
ENSJHYP00000012617	ENSJHYG00000009835	Junco_hyemalis
ENSZALP00000015713	ENSZALG00000012847	Zonotrichia_albicollis
ENSPMJP00000004229	ENSPMJG00000003658	Parus_major
ENSCCEP00000011182	ENSCCEG00000010963	Cyanistes_caeruleus
ENSFALP00000010865	ENSFALG00000010417	Ficedula_albicollis
ENSMUNP00000021173	ENSMUNG00000016033	Melopsittacus_undulatus
ENSCPGP00000005478	ENSCPGG00000003952	Calidris_pygmaea
ENSAPLP00000011859	ENSAPLG00000012097	Anas_platyrhynchos_platyrhynchos
ENSABRP00000002133	ENSABRG00000002127	Anser_brachyrhynchus
ENSGALP00000013472	ENSGALG00000008288	Gallus_gallus
ENSCJPP00005005619	ENSCJPG00005005348	Coturnix_japonica
ENSMGAP00000006182	ENSMGAG00000006198	Meleagris_gallopavo
ENSNMEP00000003270	ENSNMEG00000003811	Numida_meleagris
ENSNMEP00000003268	ENSNMEG00000003810	Numida_meleagris
ENSAOWP00000011745	ENSAOWG00000008067	Apteryx_owenii
ENSAHAP00000024052	ENSAHAG00000016789	Apteryx_haastii
ENSARWP00000012087	ENSARWG00000008339	Apteryx_rowi
ENSDNVP00000003182	ENSDNVG00000002259	Dromaius_novaehollandiae
ENSNPEP00000021780	ENSNPEG00000016147	Nothoprocta_perdicaria
ENSCPRP00005021033	ENSCPRG00005014645	Crocodylus_porosus
ENSCABP00000017520	ENSCABG00000013010	Chelonoidis_abingdonii
ENSCABP00000017526	ENSCABG00000013013	Chelonoidis_abingdonii
ENSGAGP00000017563	ENSGAGG00000013048	Gopherus_agassizii
ENSCPBP00000020796	ENSCPBG00000014934	Chrysemys_picta_bellii
ENSPSIP00000011801	ENSPSIG00000010625	Pelodiscus_sinensis
ENSSTOP00000013007	ENSSTOG00000014517	Ictidomys_tridecemlineatus
ENSUPAP00010004212	ENSUPAG00010003440	Urocitellus_parryii
ENSMMMP00000019454	ENSMMMG00000017188	Marmota_marmota_marmota
ENSSDAP00000011149	ENSSDAG00000010068	Spermophilus_dauricus
ENSCLAP00000009333	ENSCLAG00000006484	Chinchilla_lanigera
ENSODEP00000008885	ENSODEG00000006645	Octodon_degus
ENSCPOP00000015061	ENSCPOG00000019936	Cavia_porcellus
ENSCAPP00000001490	ENSCAPG00000002932	Cavia_aperea
ENSHGLP00000020475	ENSHGLG00000014639	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011481	ENSHGLG00100008523	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000023262	ENSFDAG00000021445	Fukomys_damarensis
ENSCCNP00000030886	ENSCCNG00000029492	Castor_canadensis
ENSCCNP00000031002	ENSCCNG00000029587	Castor_canadensis
ENSDORP00000010954	ENSDORG00000011654	Dipodomys_ordii
ENSMSIP00000000871	ENSMSIG00000000882	Mus_spicilegus
ENSMSIP00000025662	ENSMSIG00000021679	Mus_spicilegus
ENSMUSP00000072669	ENSMUSG00000038525	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000021240	ENSMSIG00000018024	Mus_spicilegus
MGP_SPRETEiJ_P0069425	MGP_SPRETEiJ_G0027984	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0066811	MGP_CAROLIEiJ_G0026989	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0048253	MGP_PahariEiJ_G0021760	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000042700	ENSRNOG00000012785	Rattus_norvegicus
ENSMUGP00000004233	ENSMUGG00000003917	Meriones_unguiculatus
ENSCGRP00001025405	ENSCGRG00001023015	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015011994	ENSCGRG00015009204	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007745	ENSCGRG00000005644	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000005636	ENSMAUG00000007717	Mesocricetus_auratus
ENSMOCP00000016695	ENSMOCG00000015527	Microtus_ochrogaster
ENSPEMP00000026347	ENSPEMG00000022493	Peromyscus_maniculatus_bairdii
ENSNGAP00000025828	ENSNGAG00000023657	Nannospalax_galili
ENSJJAP00000023774	ENSJJAG00000023439	Jaculus_jaculus
ENSOCUP00000039953	ENSOCUG00000007315	Oryctolagus_cuniculus
ENSOPRP00000005318	ENSOPRG00000005804	Ochotona_princeps
ENSTBEP00000010948	ENSTBEG00000012650	Tupaia_belangeri
ENSTBEP00000005381	ENSTBEG00000006254	Tupaia_belangeri
ENSGGOP00000001699	ENSGGOG00000001726	Gorilla_gorilla
ENSP00000319412	ENSG00000170632	Homo_sapiens
ENSPTRP00000033470	ENSPTRG00000019546	Pan_troglodytes
ENSPPAP00000020953	ENSPPAG00000033642	Pan_paniscus
ENSPPYP00000020039	ENSPPYG00000017878	Pongo_abelii
ENSNLEP00000043990	ENSNLEG00000009394	Nomascus_leucogenys
ENSRBIP00000016724	ENSRBIG00000032373	Rhinopithecus_bieti
ENSRROP00000011126	ENSRROG00000029924	Rhinopithecus_roxellana
ENSPTEP00000004292	ENSPTEG00000005022	Piliocolobus_tephrosceles
ENSCANP00000002440	ENSCANG00000008538	Colobus_angolensis_palliatus
ENSRROP00000033374	ENSRROG00000040275	Rhinopithecus_roxellana
ENSRBIP00000029587	ENSRBIG00000038680	Rhinopithecus_bieti
ENSCATP00000042873	ENSCATG00000044015	Cercocebus_atys
ENSMLEP00000036556	ENSMLEG00000042392	Mandrillus_leucophaeus
ENSMNEP00000016765	ENSMNEG00000032358	Macaca_nemestrina
ENSMMUP00000016330	ENSMMUG00000012435	Macaca_mulatta
ENSMFAP00000021064	ENSMFAG00000033426	Macaca_fascicularis
ENSPANP00000031432	ENSPANG00000000473	Papio_anubis
ENSTGEP00000011800	ENSTGEG00000009618	Theropithecus_gelada
ENSCSAP00000007955	ENSCSAG00000011754	Chlorocebus_sabaeus
ENSCCAP00000030741	ENSCCAG00000033393	Cebus_capucinus_imitator
ENSSBOP00000022410	ENSSBOG00000027724	Saimiri_boliviensis_boliviensis
ENSCJAP00000039492	ENSCJAG00000021208	Callithrix_jacchus
ENSANAP00000028839	ENSANAG00000032211	Aotus_nancymaae
ENSTSYP00000004601	ENSTSYG00000005036	Carlito_syrichta
ENSMICP00000024294	ENSMICG00000010160	Microcebus_murinus
ENSMICP00000045184	ENSMICG00000042640	Microcebus_murinus
ENSPSMP00000024078	ENSPSMG00000016975	Prolemur_simus
ENSPCOP00000012948	ENSPCOG00000018080	Propithecus_coquereli
ENSOGAP00000014327	ENSOGAG00000015998	Otolemur_garnettii
ENSBIXP00005043234	ENSBIXG00005026888	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000043744	ENSBIXG00000027893	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000018822	ENSBTAG00000014161	Bos_taurus
ENSBMUP00000014189	ENSBMUG00000010771	Bos_mutus
ENSBBBP00000019486	ENSBBBG00000002524	Bison_bison_bison
ENSCHIP00000021020	ENSCHIG00000019474	Capra_hircus
ENSOARP00000020310	ENSOARG00000018909	Ovis_aries
ENSTTRP00000010861	ENSTTRG00000011456	Tursiops_truncatus
ENSSSCP00000021233	ENSSSCG00000028444	Sus_scrofa_strain_reference
ENSVPAP00000008292	ENSVPAG00000008914	Vicugna_pacos
ENSECAP00000009285	ENSECAG00000011461	Equus_caballus
ENSEASP00005025204	ENSEASG00005017161	Equus_asinus_asinus
ENSPVAP00000009848	ENSPVAG00000010450	Pteropus_vampyrus
ENSMLUP00000005561	ENSMLUG00000006088	Myotis_lucifugus
ENSEEUP00000007979	ENSEEUG00000008751	Erinaceus_europaeus
ENSSARP00000000513	ENSSARG00000000563	Sorex_araneus
ENSNVIP00000029071	ENSNVIG00000022398	Neovison_vison
ENSMPUP00000018158	ENSMPUG00000018272	Mustela_putorius_furo
ENSAMEP00000016196	ENSAMEG00000015363	Ailuropoda_melanoleuca
ENSUMAP00000018876	ENSUMAG00000013854	Ursus_maritimus
ENSCAFP00020028980	ENSCAFG00020022662	Canis_lupus_dingo
ENSCAFP00000006306	ENSCAFG00000004247	Canis_lupus_familiaris
ENSVVUP00000026002	ENSVVUG00000019082	Vulpes_vulpes
ENSPPRP00000017635	ENSPPRG00000009544	Panthera_pardus
ENSPTIP00000015337	ENSPTIG00000014401	Panthera_tigris_altaica
ENSFCAP00000054028	ENSFCAG00000033027	Felis_catus
ENSPCAP00000010591	ENSPCAG00000011350	Procavia_capensis
ENSETEP00000010727	ENSETEG00000013227	Echinops_telfairi
ENSLAFP00000011527	ENSLAFG00000013771	Loxodonta_africana
ENSLAFP00000024336	ENSLAFG00000028358	Loxodonta_africana
ENSDNOP00000006288	ENSDNOG00000008119	Dasypus_novemcinctus
ENSDNOP00000033912	ENSDNOG00000037379	Dasypus_novemcinctus
ENSCHOP00000001853	ENSCHOG00000002095	Choloepus_hoffmanni
ENSAMEP00000009043	ENSAMEG00000008593	Ailuropoda_melanoleuca
ENSVURP00010016095	ENSVURG00010012332	Vombatus_ursinus
ENSPCIP00000021774	ENSPCIG00000016500	Phascolarctos_cinereus
ENSMEUP00000000925	ENSMEUG00000001002	Notamacropus_eugenii
ENSSHAP00000005038	ENSSHAG00000004411	Sarcophilus_harrisii
ENSMODP00000021474	ENSMODG00000017216	Monodelphis_domestica
ENSOANP00000023705	ENSOANG00000015057	Ornithorhynchus_anatinus
ENSLACP00000001311	ENSLACG00000001176	Latimeria_chalumnae
ENSCMIP00000034571	ENSCMIG00000014650	Callorhinchus_milii
