ENSPTRP00000080617	ENSPTRG00000023231	Pan_troglodytes
ENSMNEP00000025406	ENSMNEG00000036145	Macaca_nemestrina
ENSCAFP00020020039	ENSCAFG00020015907	Canis_lupus_dingo
ENSCABP00000002259	ENSCABG00000001110	Chelonoidis_abingdonii
ENSAPEP00000023235	ENSAPEG00000016531	Amphiprion_percula
ENSTSYP00000025010	ENSTSYG00000005703	Carlito_syrichta
ENSLCOP00000018392	ENSLCOG00000012846	Lepidothrix_coronata
ENSARWP00000005653	ENSARWG00000003797	Apteryx_rowi
ENSLSDP00000013162	ENSLSDG00000008953	Lonchura_striata_domestica
ENSMALP00000030611	ENSMALG00000021143	Monopterus_albus
ENSEEEP00000005349	ENSEEEG00000002789	Electrophorus_electricus
ENSNPEP00000006598	ENSNPEG00000004979	Nothoprocta_perdicaria
ENSCHAP00000034290	ENSCHAG00000015196	Clupea_harengus
ENSUAMP00000013305	ENSUAMG00000009884	Ursus_americanus
ENSMMMP00000009699	ENSMMMG00000008637	Marmota_marmota_marmota
ENSSSCP00000012305	ENSSSCG00000011546	Sus_scrofa_strain_reference
ENSSBOP00000025707	ENSSBOG00000029274	Saimiri_boliviensis_boliviensis
ENSBSLP00000004815	ENSBSLG00000002352	Betta_splendens
ENSGWIP00000028730	ENSGWIG00000014269	Gouania_willdenowi
ENSCCEP00000024578	ENSCCEG00000021750	Cyanistes_caeruleus
ENSNMEP00000023838	ENSNMEG00000020274	Numida_meleagris
ENSCANP00000019157	ENSCANG00000033003	Colobus_angolensis_palliatus
ENSMICP00000013859	ENSMICG00000015187	Microcebus_murinus
ENSGMOP00000019874	ENSGMOG00000018463	Gadus_morhua
ENSXMAP00000038418	ENSXMAG00000007872	Xiphophorus_maculatus
ENSMMUP00000010262	ENSMMUG00000007808	Macaca_mulatta
ENSCGOP00000004429	ENSCGOG00000002292	Cottoperca_gobio
ENSMOCP00000010746	ENSMOCG00000010990	Microtus_ochrogaster
ENSCCAP00000022342	ENSCCAG00000028926	Cebus_capucinus_imitator
ENSORLP00000012715	ENSORLG00000010139	Oryzias_latipes_ASM223467v1
ENSDCDP00000059692	ENSDCDG00000034416	Denticeps_clupeoides
ENSHHUP00000089464	ENSHHUG00000051642	Hucho_hucho
ENSCVAP00000015808	ENSCVAG00000018674	Cyprinodon_variegatus
ENSAMXP00005055753	ENSAMXG00005024812	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSANAP00000032313	ENSANAG00000033686	Aotus_nancymaae
ENSHGLP00100024776	ENSHGLG00100018196	Heterocephalus_glaber_HetGla_1.0
ENSOARP00000007141	ENSOARG00000006666	Ovis_aries
ENSTGEP00000025616	ENSTGEG00000020621	Theropithecus_gelada
ENSSPUP00000012437	ENSSPUG00000009551	Sphenodon_punctatus
ENSSDAP00000026190	ENSSDAG00000023744	Spermophilus_dauricus
ENSPSMP00000012849	ENSPSMG00000009124	Prolemur_simus
ENSSDAP00000023778	ENSSDAG00000021674	Spermophilus_dauricus
ENSRNOP00000010723	ENSRNOG00000007881	Rattus_norvegicus
ENSCSEP00000027639	ENSCSEG00000017658	Cynoglossus_semilaevis
ENSLBEP00000017555	ENSLBEG00000013537	Labrus_bergylta
ENSNLEP00000004900	ENSNLEG00000003963	Nomascus_leucogenys
ENSCANP00000008655	ENSCANG00000027752	Colobus_angolensis_palliatus
ENSDNVP00000003323	ENSDNVG00000002147	Dromaius_novaehollandiae
ENSPTEP00000036471	ENSPTEG00000034240	Piliocolobus_tephrosceles
ENSCPBP00000012205	ENSCPBG00000008947	Chrysemys_picta_bellii
ENSCGRP00000020666	ENSCGRG00000015036	Cricetulus_griseus_CriGri_1.0
ENSNBRP00000024044	ENSNBRG00000018313	Neolamprologus_brichardi
ENSPNYP00000009292	ENSPNYG00000007063	Pundamilia_nyererei
ENSZALP00000022043	ENSZALG00000017165	Zonotrichia_albicollis
ENSMZEP00005008064	ENSMZEG00005006140	Maylandia_zebra
ENSMEUP00000002832	ENSMEUG00000003095	Notamacropus_eugenii
ENSPNAP00000022627	ENSPNAG00000030028	Pygocentrus_nattereri
ENSSFOP00015029603	ENSSFOG00015019001	Scleropages_formosus
ENSPKIP00000041968	ENSPKIG00000018293	Paramormyrops_kingsleyae
ENSACIP00000001913	ENSACIG00000001529	Amphilophus_citrinellus
ENSRROP00000036110	ENSRROG00000041504	Rhinopithecus_roxellana
ENSPTIP00000007894	ENSPTIG00000009395	Panthera_tigris_altaica
ENSBIXP00000027421	ENSBIXG00000008249	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCGRP00001016088	ENSCGRG00001016521	Cricetulus_griseus_CHOK1GS_HDv1
ENSHBUP00000023295	ENSHBUG00000004024	Haplochromis_burtoni
ENSPLAP00000025594	ENSPLAG00000012828	Poecilia_latipinna
ENSCMIP00000042418	ENSCMIG00000017567	Callorhinchus_milii
ENSELUP00000034271	ENSELUG00000012774	Esox_lucius
ENSUMAP00000026081	ENSUMAG00000018991	Ursus_maritimus
ENSFHEP00000016259	ENSFHEG00000017916	Fundulus_heteroclitus
ENSSLDP00000022231	ENSSLDG00000017331	Seriola_lalandi_dorsalis
ENSUMAP00000026085	ENSUMAG00000019000	Ursus_maritimus
ENSMAMP00000035223	ENSMAMG00000023641	Mastacembelus_armatus
ENSCAFP00020010941	ENSCAFG00020008806	Canis_lupus_dingo
ENSCPGP00000018425	ENSCPGG00000012877	Calidris_pygmaea
ENSCJAP00000062758	ENSCJAG00000016029	Callithrix_jacchus
ENSXETP00000012886	ENSXETG00000013537	Xenopus_tropicalis
ENSMLEP00000027384	ENSMLEG00000037675	Mandrillus_leucophaeus
ENSMSIP00000032635	ENSMSIG00000027342	Mus_spicilegus
ENSNVIP00000019719	ENSNVIG00000015313	Neovison_vison
ENSPPYP00000015299	ENSPPYG00000013683	Pongo_abelii
ENSONIP00000004012	ENSONIG00000003198	Oreochromis_niloticus
ENSCLAP00000001217	ENSCLAG00000000926	Chinchilla_lanigera
MGP_PahariEiJ_P0051553	MGP_PahariEiJ_G0022468	Mus_pahari_strain_PAHARI_EIJ
ENSBTAP00000060975	ENSBTAG00000009765	Bos_taurus
ENSBIXP00005025861	ENSBIXG00005028344	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCSAP00000006929	ENSCSAG00000010706	Chlorocebus_sabaeus
ENSFCAP00000013164	ENSFCAG00000014190	Felis_catus
ENSCAFP00000008162	ENSCAFG00000005459	Canis_lupus_familiaris
ENSHCOP00000025650	ENSHCOG00000015962	Hippocampus_comes
MGP_SPRETEiJ_P0078425	MGP_SPRETEiJ_G0029745	Mus_spretus_strain_SPRET/EiJ
ENSPVAP00000004441	ENSPVAG00000004691	Pteropus_vampyrus
ENSATEP00000004959	ENSATEG00000003507	Anabas_testudineus
ENSEBUP00000012574	ENSEBUG00000007970	Eptatretus_burgeri
ENSMMOP00000012619	ENSMMOG00000009690	Mola_mola
ENSLCRP00005046536	ENSLCRG00005017679	Larimichthys_crocea
ENSNGAP00000010086	ENSNGAG00000012586	Nannospalax_galili
ENSHGLP00000025190	ENSHGLG00000017947	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000009277	ENSCPOG00000010330	Cavia_porcellus
ENSTGUP00000008800	ENSTGUG00000008521	Taeniopygia_guttata
ENSGALP00000010641	ENSGALG00000006601	Gallus_gallus
ENSETEP00000006248	ENSETEG00000007693	Echinops_telfairi
ENSGAGP00000021648	ENSGAGG00000015214	Gopherus_agassizii
ENSMLUP00000011773	ENSMLUG00000012935	Myotis_lucifugus
ENSAHAP00000010730	ENSAHAG00000007767	Apteryx_haastii
ENSRBIP00000039962	ENSRBIG00000043420	Rhinopithecus_bieti
MGP_CAROLIEiJ_P0075355	MGP_CAROLIEiJ_G0028717	Mus_caroli_strain_CAROLI_EIJ
ENSBBBP00000024259	ENSBBBG00000004959	Bison_bison_bison
ENSCAPP00000018417	ENSCAPG00000017819	Cavia_aperea
ENSLCAP00010028433	ENSLCAG00010013340	Lates_calcarifer
ENSORLP00020024455	ENSORLG00020005881	Oryzias_latipes_ASM223471v1
ENSVVUP00000034668	ENSVVUG00000024522	Vulpes_vulpes
ENSLCAP00010035475	ENSLCAG00010016631	Lates_calcarifer
ENSDNOP00000002122	ENSDNOG00000002738	Dasypus_novemcinctus
ENSPCIP00000002276	ENSPCIG00000001840	Phascolarctos_cinereus
ENSIPUP00000034568	ENSIPUG00000023214	Ictalurus_punctatus
ENSLOCP00000016855	ENSLOCG00000013669	Lepisosteus_oculatus
ENSPREP00000030908	ENSPREG00000020904	Poecilia_reticulata
ENSAPOP00000008268	ENSAPOG00000010387	Acanthochromis_polyacanthus
ENSCPUP00000029619	ENSCPUG00000019835	Calidris_pugnax
ENSLBEP00000038216	ENSLBEG00000028484	Labrus_bergylta
ENSMGAP00000008425	ENSMGAG00000008243	Meleagris_gallopavo
ENSCINP00000032417	ENSCING00000022463	Ciona_intestinalis	ENSCINT00000035068
ENSTRUP00000013850	ENSTRUG00000005709	Takifugu_rubripes
ENSSMRP00000021224	ENSSMRG00000016518	Salvator_merianae
ENSJJAP00000010552	ENSJJAG00000014129	Jaculus_jaculus
ENSOGAP00000013992	ENSOGAG00000015616	Otolemur_garnettii
ENSMLUP00000020226	ENSMLUG00000025563	Myotis_lucifugus
ENSKMAP00000024276	ENSKMAG00000018002	Kryptolebias_marmoratus
ENSPCAP00000012308	ENSPCAG00000013096	Procavia_capensis
ENSMOCP00000021671	ENSMOCG00000018949	Microtus_ochrogaster
ENSAPOP00000031987	ENSAPOG00000019596	Acanthochromis_polyacanthus
ENSCHOP00000011909	ENSCHOG00000013438	Choloepus_hoffmanni
ENSAMXP00000052892	ENSAMXG00000033707	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEASP00005019409	ENSEASG00005013346	Equus_asinus_asinus
ENSVURP00010014210	ENSVURG00010010921	Vombatus_ursinus
ENSCJPP00005020580	ENSCJPG00005016493	Coturnix_japonica
