FBpp0311801	FBgn0036761	Drosophila_melanogaster	FBtr0345815
Y71H2B.6.1	WBGene00007019	Caenorhabditis_elegans_strain_N2	Y71H2B.6.1
ENSPVIP00000031244	ENSPVIG00000022961	Pogona_vitticeps
ENSNSUP00000023458	ENSNSUG00000016977	Notechis_scutatus
ENSSMRP00000001145	ENSSMRG00000001012	Salvator_merianae
ENSACAP00000006901	ENSACAG00000007054	Anolis_carolinensis
ENSXETP00000029560	ENSXETG00000007504	Xenopus_tropicalis
ENSGAGP00000017909	ENSGAGG00000013283	Gopherus_agassizii
ENSCABP00000027898	ENSCABG00000020510	Chelonoidis_abingdonii
ENSCPBP00000023592	ENSCPBG00000016845	Chrysemys_picta_bellii
ENSPSIP00000005679	ENSPSIG00000005282	Pelodiscus_sinensis
ENSCPRP00005012443	ENSCPRG00005008829	Crocodylus_porosus
ENSSPUP00000021941	ENSSPUG00000016841	Sphenodon_punctatus
ENSPTRP00000067320	ENSPTRG00000003667	Pan_troglodytes
ENSPPAP00000015512	ENSPPAG00000030900	Pan_paniscus
ENSP00000498791	ENSG00000156603	Homo_sapiens
ENSGGOP00000017193	ENSGGOG00000027027	Gorilla_gorilla
ENSPPYP00000003751	ENSPPYG00000003264	Pongo_abelii
ENSNLEP00000015585	ENSNLEG00000012832	Nomascus_leucogenys
ENSTGEP00000027781	ENSTGEG00000022394	Theropithecus_gelada
ENSCATP00000025540	ENSCATG00000036236	Cercocebus_atys
ENSPANP00000002579	ENSPANG00000007470	Papio_anubis
ENSMLEP00000024086	ENSMLEG00000036211	Mandrillus_leucophaeus
ENSMNEP00000015680	ENSMNEG00000031915	Macaca_nemestrina
ENSMMUP00000003444	ENSMMUG00000002562	Macaca_mulatta
ENSMFAP00000035776	ENSMFAG00000034262	Macaca_fascicularis
ENSCSAP00000002302	ENSCSAG00000005999	Chlorocebus_sabaeus
ENSPTEP00000029781	ENSPTEG00000029131	Piliocolobus_tephrosceles
ENSCANP00000039256	ENSCANG00000043297	Colobus_angolensis_palliatus
ENSRBIP00000029220	ENSRBIG00000038500	Rhinopithecus_bieti
ENSRROP00000022905	ENSRROG00000035310	Rhinopithecus_roxellana
ENSCCAP00000006433	ENSCCAG00000020961	Cebus_capucinus_imitator
ENSSBOP00000001119	ENSSBOG00000005228	Saimiri_boliviensis_boliviensis
ENSCJAP00000015907	ENSCJAG00000008642	Callithrix_jacchus
ENSANAP00000040755	ENSANAG00000037721	Aotus_nancymaae
ENSTSYP00000028190	ENSTSYG00000028647	Carlito_syrichta
ENSMICP00000004470	ENSMICG00000004907	Microcebus_murinus
ENSPSMP00000008461	ENSPSMG00000006232	Prolemur_simus
ENSPCOP00000014841	ENSPCOG00000019126	Propithecus_coquereli
ENSOGAP00000004027	ENSOGAG00000004509	Otolemur_garnettii
ENSSTOP00000008718	ENSSTOG00000009719	Ictidomys_tridecemlineatus
ENSUPAP00010025369	ENSUPAG00010020068	Urocitellus_parryii
ENSSDAP00000010276	ENSSDAG00000009351	Spermophilus_dauricus
ENSMMMP00000020066	ENSMMMG00000017729	Marmota_marmota_marmota
ENSSSCP00000014007	ENSSSCG00000013177	Sus_scrofa_strain_reference
ENSTTRP00000001970	ENSTTRG00000002099	Tursiops_truncatus
ENSMLUP00000007240	ENSMLUG00000007930	Myotis_lucifugus
ENSEASP00005002559	ENSEASG00005001991	Equus_asinus_asinus
ENSECAP00000011770	ENSECAG00000014051	Equus_caballus
ENSUMAP00000025147	ENSUMAG00000018326	Ursus_maritimus
ENSAMEP00000015377	ENSAMEG00000014583	Ailuropoda_melanoleuca
ENSNVIP00000021222	ENSNVIG00000016600	Neovison_vison
ENSMPUP00000000274	ENSMPUG00000000276	Mustela_putorius_furo
ENSCAFP00000011527	ENSCAFG00000007795	Canis_lupus_familiaris
ENSCAFP00020000985	ENSCAFG00020000914	Canis_lupus_dingo
ENSVVUP00000023380	ENSVVUG00000017125	Vulpes_vulpes
ENSPTIP00000018675	ENSPTIG00000016723	Panthera_tigris_altaica
ENSPPRP00000011177	ENSPPRG00000005092	Panthera_pardus
ENSFCAP00000048880	ENSFCAG00000046655	Felis_catus
ENSPVAP00000015351	ENSPVAG00000016274	Pteropus_vampyrus
ENSSARP00000002288	ENSSARG00000002546	Sorex_araneus
ENSUAMP00000014164	ENSUAMG00000011384	Ursus_americanus
ENSCCNP00000011901	ENSCCNG00000012372	Castor_canadensis
ENSLAFP00000020036	ENSLAFG00000014917	Loxodonta_africana
ENSPCAP00000001149	ENSPCAG00000001260	Procavia_capensis
ENSMUSP00000099705	ENSMUSG00000027080	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0054717	MGP_SPRETEiJ_G0024644	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000003010	ENSMSIG00000002785	Mus_spicilegus
MGP_CAROLIEiJ_P0052627	MGP_CAROLIEiJ_G0023724	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0063622	MGP_PahariEiJ_G0025175	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000008911	ENSRNOG00000006050	Rattus_norvegicus
ENSMUGP00000022584	ENSMUGG00000018926	Meriones_unguiculatus
ENSCGRP00001009688	ENSCGRG00001011747	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000022982	ENSCGRG00000016641	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015001190	ENSCGRG00015001051	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000012412	ENSMAUG00000012740	Mesocricetus_auratus
ENSMOCP00000004481	ENSMOCG00000003730	Microtus_ochrogaster
ENSPEMP00000001180	ENSPEMG00000000861	Peromyscus_maniculatus_bairdii
ENSNGAP00000003282	ENSNGAG00000003660	Nannospalax_galili
ENSJJAP00000021903	ENSJJAG00000022130	Jaculus_jaculus
ENSDORP00000013818	ENSDORG00000014687	Dipodomys_ordii
ENSTBEP00000002306	ENSTBEG00000002677	Tupaia_belangeri
ENSPCOP00000020719	ENSPCOG00000022342	Propithecus_coquereli
ENSCHOP00000004483	ENSCHOG00000005069	Choloepus_hoffmanni
ENSDNOP00000021238	ENSDNOG00000040973	Dasypus_novemcinctus
ENSETEP00000002469	ENSETEG00000003011	Echinops_telfairi
ENSETEP00000008496	ENSETEG00000010464	Echinops_telfairi
ENSODEP00000016077	ENSODEG00000011834	Octodon_degus
ENSCLAP00000013356	ENSCLAG00000009229	Chinchilla_lanigera
ENSCPOP00000014287	ENSCPOG00000023921	Cavia_porcellus
