ENSPMAP00000000399	ENSPMAG00000000356	Petromyzon_marinus
ENSEBUP00000016608	ENSEBUG00000010421	Eptatretus_burgeri
ENSMVIP00005001154	ENSMVIG00005000905	Manacus_vitellinus
ENSLCOP00000009760	ENSLCOG00000007104	Lepidothrix_coronata
ENSLSDP00000013615	ENSLSDG00000009871	Lonchura_striata_domestica
ENSTGUP00000000907	ENSTGUG00000000885	Taeniopygia_guttata
ENSSCAP00000016161	ENSSCAG00000011841	Serinus_canaria
ENSPMJP00000010283	ENSPMJG00000008122	Parus_major
ENSCCEP00000010035	ENSCCEG00000010091	Cyanistes_caeruleus
ENSFALP00000008332	ENSFALG00000007992	Ficedula_albicollis
ENSJHYP00000020561	ENSJHYG00000015590	Junco_hyemalis
ENSZALP00000012308	ENSZALG00000010349	Zonotrichia_albicollis
ENSMUNP00000002650	ENSMUNG00000002323	Melopsittacus_undulatus
ENSCPGP00000023900	ENSCPGG00000016520	Calidris_pygmaea
ENSCPUP00000003128	ENSCPUG00000002406	Calidris_pugnax
ENSAPLP00000016420	ENSAPLG00000027550	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000021675	ENSAPLG00000019781	Anas_platyrhynchos_platyrhynchos
ENSABRP00000020482	ENSABRG00000017457	Anser_brachyrhynchus
ENSGALP00000008997	ENSGALG00000005616	Gallus_gallus
ENSMGAP00000006569	ENSMGAG00000006543	Meleagris_gallopavo
ENSCJPP00005007082	ENSCJPG00005006536	Coturnix_japonica
ENSNMEP00000021412	ENSNMEG00000018303	Numida_meleagris
ENSAHAP00000005709	ENSAHAG00000004397	Apteryx_haastii	ENSAHAT00000006383
ENSAHAP00000005711	ENSAHAG00000004400	Apteryx_haastii	ENSAHAT00000006389
ENSAOWP00000015238	ENSAOWG00000010376	Apteryx_owenii	ENSAOWT00000017287
ENSARWP00000004629	ENSARWG00000003362	Apteryx_rowi	ENSARWT00000005333
ENSDNVP00000019552	ENSDNVG00000013703	Dromaius_novaehollandiae	ENSDNVT00000023556
ENSNPEP00000009277	ENSNPEG00000006972	Nothoprocta_perdicaria
ENSCPRP00005018007	ENSCPRG00005012545	Crocodylus_porosus
ENSCABP00000017618	ENSCABG00000013091	Chelonoidis_abingdonii
ENSGAGP00000003919	ENSGAGG00000003211	Gopherus_agassizii
ENSCPBP00000013474	ENSCPBG00000010077	Chrysemys_picta_bellii
ENSPSIP00000013050	ENSPSIG00000011734	Pelodiscus_sinensis
ENSPVIP00000021230	ENSPVIG00000016141	Pogona_vitticeps
ENSACAP00000014745	ENSACAG00000015011	Anolis_carolinensis
ENSNSUP00000023724	ENSNSUG00000017171	Notechis_scutatus
ENSSMRP00000021971	ENSSMRG00000017077	Salvator_merianae
ENSVURP00010010429	ENSVURG00010008054	Vombatus_ursinus
ENSVURP00010010434	ENSVURG00010008058	Vombatus_ursinus
ENSPCIP00000019776	ENSPCIG00000015081	Phascolarctos_cinereus
ENSMEUP00000000301	ENSMEUG00000000333	Notamacropus_eugenii
ENSMODP00000012012	ENSMODG00000009615	Monodelphis_domestica
ENSSHAP00000020649	ENSSHAG00000017512	Sarcophilus_harrisii
ENSUAMP00000032939	ENSUAMG00000025120	Ursus_americanus
ENSAMEP00000005011	ENSAMEG00000004746	Ailuropoda_melanoleuca
ENSCAFP00020030296	ENSCAFG00020023634	Canis_lupus_dingo
ENSCAFP00000026778	ENSCAFG00000018123	Canis_lupus_familiaris
ENSVVUP00000009947	ENSVVUG00000007357	Vulpes_vulpes
ENSPPRP00000018120	ENSPPRG00000009868	Panthera_pardus
ENSFCAP00000025685	ENSFCAG00000024271	Felis_catus
ENSMPUP00000013738	ENSMPUG00000013841	Mustela_putorius_furo
ENSNVIP00000001229	ENSNVIG00000000989	Neovison_vison
ENSEASP00005003588	ENSEASG00005002748	Equus_asinus_asinus
ENSECAP00000054636	ENSECAG00000004586	Equus_caballus
ENSCHIP00000003074	ENSCHIG00000006882	Capra_hircus
ENSOARP00000007528	ENSOARG00000007024	Ovis_aries
ENSBMUP00000016157	ENSBMUG00000012285	Bos_mutus
ENSBMUP00000016149	ENSBMUG00000012278	Bos_mutus
ENSBIXP00000024788	ENSBIXG00000005671	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005016927	ENSBIXG00005020426	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000017050	ENSBTAG00000012834	Bos_taurus
ENSBBBP00000016030	ENSBBBG00000023880	Bison_bison_bison
ENSSSCP00000015379	ENSSSCG00000014448	Sus_scrofa_strain_reference
