ENSACAP00000013530	ENSACAG00000013806	Anolis_carolinensis
ENSHHUP00000002520	ENSHHUG00000001616	Hucho_hucho
ENSPNYP00000023601	ENSPNYG00000017826	Pundamilia_nyererei
ENSGALP00000040742	ENSGALG00000026607	Gallus_gallus
ENSOMEP00000016168	ENSOMEG00000017824	Oryzias_melastigma
ENSAPOP00000033187	ENSAPOG00000021610	Acanthochromis_polyacanthus
ENSNMEP00000027476	ENSNMEG00000022998	Numida_meleagris
ENSMUNP00000003535	ENSMUNG00000003008	Melopsittacus_undulatus
ENSBTAP00000061790	ENSBTAG00000051623	Bos_taurus
ENSLACP00000020219	ENSLACG00000017770	Latimeria_chalumnae
ENSHBUP00000004441	ENSHBUG00000005746	Haplochromis_burtoni
ENSOANP00000006788	ENSOANG00000004274	Ornithorhynchus_anatinus
ENSORLP00015003952	ENSORLG00015004711	Oryzias_latipes_ASM223469v1
ENSEEEP00000045656	ENSEEEG00000021534	Electrophorus_electricus
ENSMGAP00000007881	ENSMGAG00000007736	Meleagris_gallopavo
ENSPKIP00000001511	ENSPKIG00000019779	Paramormyrops_kingsleyae
ENSDCDP00000052752	ENSDCDG00000031744	Denticeps_clupeoides
ENSLCRP00005001285	ENSLCRG00005000622	Larimichthys_crocea
ENSCMIP00000005662	ENSCMIG00000003278	Callorhinchus_milii
ENSSPAP00000001459	ENSSPAG00000001108	Stegastes_partitus
ENSCAFP00020035561	ENSCAFG00020027539	Canis_lupus_dingo
ENSPRNP00000019734	ENSPRNG00000010349	Parambassis_ranga
ENSNPEP00000020535	ENSNPEG00000015262	Nothoprocta_perdicaria
ENSAPOP00000023747	ENSAPOG00000005781	Acanthochromis_polyacanthus
ENSAOWP00000005604	ENSAOWG00000003842	Apteryx_owenii
ENSIPUP00000005226	ENSIPUG00000003652	Ictalurus_punctatus
ENSELUP00000002404	ENSELUG00000003754	Esox_lucius
ENSDARP00000128166	ENSDARG00000097310	Danio_rerio
ENSNSUP00000027128	ENSNSUG00000019429	Notechis_scutatus
ENSMAMP00000022030	ENSMAMG00000014823	Mastacembelus_armatus
ENSSCAP00000006878	ENSSCAG00000005344	Serinus_canaria
ENSNBRP00000013600	ENSNBRG00000010542	Neolamprologus_brichardi
ENSXCOP00000021031	ENSXCOG00000015735	Xiphophorus_couchianus
ENSORLP00020030123	ENSORLG00020014424	Oryzias_latipes_ASM223471v1
FBpp0072970	FBgn0035415	Drosophila_melanogaster
