ENSAHAP00000015574	ENSAHAG00000011133	Apteryx_haastii
ENSHHUP00000082112	ENSHHUG00000047346	Hucho_hucho
ENSGGOP00000017048	ENSGGOG00000000863	Gorilla_gorilla
ENSXMAP00000001819	ENSXMAG00000001804	Xiphophorus_maculatus
ENSECAP00000045966	ENSECAG00000008773	Equus_caballus
ENSPEMP00000027797	ENSPEMG00000023500	Peromyscus_maniculatus_bairdii
ENSNMEP00000008120	ENSNMEG00000007994	Numida_meleagris
ENSHGLP00000006483	ENSHGLG00000004739	Heterocephalus_glaber_HetGla_female_1.0
ENSOANP00000014330	ENSOANG00000009006	Ornithorhynchus_anatinus
ENSMGAP00000015009	ENSMGAG00000014187	Meleagris_gallopavo
ENSEBUP00000021905	ENSEBUG00000013517	Eptatretus_burgeri
ENSCANP00000031992	ENSCANG00000039644	Colobus_angolensis_palliatus
ENSPTRP00000039102	ENSPTRG00000023437	Pan_troglodytes
ENSEASP00005024114	ENSEASG00005016368	Equus_asinus_asinus
ENSCCEP00000023290	ENSCCEG00000020287	Cyanistes_caeruleus
ENSPKIP00000032919	ENSPKIG00000012705	Paramormyrops_kingsleyae
ENSPMGP00000020015	ENSPMGG00000016211	Periophthalmus_magnuspinnatus
ENSKMAP00000026268	ENSKMAG00000019450	Kryptolebias_marmoratus
ENSGAFP00000002310	ENSGAFG00000001299	Gambusia_affinis
ENSSBOP00000002438	ENSSBOG00000011883	Saimiri_boliviensis_boliviensis
ENSBIXP00005025957	ENSBIXG00005028370	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSRNOP00000074800	ENSRNOG00000013089	Rattus_norvegicus
ENSDORP00000015027	ENSDORG00000015972	Dipodomys_ordii
ENSHHUP00000068349	ENSHHUG00000040299	Hucho_hucho	ENSHHUT00000070644
ENSGAFP00000013976	ENSGAFG00000009442	Gambusia_affinis
ENSAOWP00000025366	ENSAOWG00000017153	Apteryx_owenii
ENSCVAP00000003831	ENSCVAG00000005081	Cyprinodon_variegatus
ENSJHYP00000009899	ENSJHYG00000007257	Junco_hyemalis
ENSPMGP00000028760	ENSPMGG00000023159	Periophthalmus_magnuspinnatus
ENSNVIP00000007385	ENSNVIG00000005852	Neovison_vison
ENSGACP00000019554	ENSGACG00000014807	Gasterosteus_aculeatus
ENSACLP00000013173	ENSACLG00000008995	Astatotilapia_calliptera
ENSLOCP00000019694	ENSLOCG00000015976	Lepisosteus_oculatus
ENSONIP00000001654	ENSONIG00000001311	Oreochromis_niloticus
ENSMUSP00000098041	ENSMUSG00000060012	Mus_musculus_strain_reference_(CL57BL6)
ENSTRUP00000009283	ENSTRUG00000003931	Takifugu_rubripes
ENSLAFP00000003787	ENSLAFG00000004531	Loxodonta_africana
ENSSLDP00000019830	ENSSLDG00000015535	Seriola_lalandi_dorsalis
ENSORLP00000018184	ENSORLG00000014507	Oryzias_latipes_ASM223467v1
ENSP00000427900	ENSG00000197892	Homo_sapiens
ENSOCUP00000038185	ENSOCUG00000005942	Oryctolagus_cuniculus
ENSGACP00000005833	ENSGACG00000004401	Gasterosteus_aculeatus
ENSCGRP00001002507	ENSCGRG00001002755	Cricetulus_griseus_CHOK1GS_HDv1
ENSOPRP00000012481	ENSOPRG00000013633	Ochotona_princeps
ENSCATP00000001956	ENSCATG00000008274	Cercocebus_atys
ENSSDUP00000012039	ENSSDUG00000008546	Seriola_dumerili
ENSCSEP00000016389	ENSCSEG00000010536	Cynoglossus_semilaevis
ENSCGOP00000005399	ENSCGOG00000001573	Cottoperca_gobio
ENSNBRP00000006373	ENSNBRG00000004981	Neolamprologus_brichardi
ENSAPOP00000002064	ENSAPOG00000003507	Acanthochromis_polyacanthus
ENSLSDP00000006599	ENSLSDG00000004518	Lonchura_striata_domestica
ENSANAP00000025653	ENSANAG00000030480	Aotus_nancymaae
ENSCVAP00000028566	ENSCVAG00000015717	Cyprinodon_variegatus
ENSFCAP00000055858	ENSFCAG00000004923	Felis_catus
ENSTGUP00000015424	ENSTGUG00000015066	Taeniopygia_guttata
ENSCCAP00000028848	ENSCCAG00000032396	Cebus_capucinus_imitator
ENSLCRP00005053287	ENSLCRG00005017267	Larimichthys_crocea
ENSMICP00000009521	ENSMICG00000010427	Microcebus_murinus
ENSGWIP00000006763	ENSGWIG00000003955	Gouania_willdenowi
ENSAPEP00000019708	ENSAPEG00000014024	Amphiprion_percula
ENSMMOP00000020720	ENSMMOG00000015755	Mola_mola
ENSNPEP00000011063	ENSNPEG00000008302	Nothoprocta_perdicaria
ENSXCOP00000024205	ENSXCOG00000018070	Xiphophorus_couchianus
ENSHBUP00000017639	ENSHBUG00000019693	Haplochromis_burtoni
ENSFALP00000011335	ENSFALG00000010861	Ficedula_albicollis
ENSPFOP00000001439	ENSPFOG00000001119	Poecilia_formosa
MGP_PahariEiJ_P0085228	MGP_PahariEiJ_G0030435	Mus_pahari_strain_PAHARI_EIJ
ENSSTOP00000004335	ENSSTOG00000004778	Ictidomys_tridecemlineatus
ENSGMOP00000007369	ENSGMOG00000006879	Gadus_morhua
ENSATEP00000022737	ENSATEG00000015673	Anabas_testudineus
ENSACLP00000029561	ENSACLG00000020030	Astatotilapia_calliptera
ENSACAP00000009918	ENSACAG00000010091	Anolis_carolinensis
ENSFDAP00000021278	ENSFDAG00000007827	Fukomys_damarensis
ENSONIP00000003790	ENSONIG00000003026	Oreochromis_niloticus
ENSCJAP00000028950	ENSCJAG00000015694	Callithrix_jacchus
ENSMPUP00000004636	ENSMPUG00000004673	Mustela_putorius_furo
ENSMMUP00000053428	ENSMMUG00000039515	Macaca_mulatta
ENSEEEP00000019007	ENSEEEG00000009314	Electrophorus_electricus
ENSEEEP00000011860	ENSEEEG00000005968	Electrophorus_electricus
ENSCLAP00000020568	ENSCLAG00000014088	Chinchilla_lanigera
ENSHHUP00000022788	ENSHHUG00000013705	Hucho_hucho
ENSBSLP00000045109	ENSBSLG00000021233	Betta_splendens
ENSPTEP00000032816	ENSPTEG00000031454	Piliocolobus_tephrosceles
ENSVVUP00000003908	ENSVVUG00000002590	Vulpes_vulpes
ENSMUNP00000013487	ENSMUNG00000010522	Melopsittacus_undulatus
ENSELUP00000031171	ENSELUG00000008682	Esox_lucius	ENSELUT00000006436
ENSLCRP00005056230	ENSLCRG00005020915	Larimichthys_crocea
ENSCGOP00000014549	ENSCGOG00000004597	Cottoperca_gobio
ENSELUP00000011842	ENSELUG00000012362	Esox_lucius
ENSFHEP00000000617	ENSFHEG00000001339	Fundulus_heteroclitus
ENSTNIP00000022365	ENSTNIG00000019168	Tetraodon_nigroviridis
ENSSPUP00000003939	ENSSPUG00000002944	Sphenodon_punctatus
ENSTGUP00000013714	ENSTGUG00000013322	Taeniopygia_guttata
ENSCAPP00000002763	ENSCAPG00000005659	Cavia_aperea
ENSMZEP00005006589	ENSMZEG00005005077	Maylandia_zebra
ENSCPBP00000028427	ENSCPBG00000019925	Chrysemys_picta_bellii
ENSMVIP00005019910	ENSMVIG00005014086	Manacus_vitellinus
ENSMPUP00000001064	ENSMPUG00000001073	Mustela_putorius_furo
ENSSHAP00000018190	ENSSHAG00000015443	Sarcophilus_harrisii
ENSMMMP00000014027	ENSMMMG00000012474	Marmota_marmota_marmota
ENSCAFP00000048961	ENSCAFG00000008198	Canis_lupus_familiaris
ENSTBEP00000014350	ENSTBEG00000016432	Tupaia_belangeri
ENSDARP00000129145	ENSDARG00000079731	Danio_rerio
ENSCABP00000022663	ENSCABG00000016691	Chelonoidis_abingdonii
ENSCGRP00000021059	ENSCGRG00000015307	Cricetulus_griseus_CriGri_1.0
ENSPLAP00000011274	ENSPLAG00000014410	Poecilia_latipinna
ENSAMXP00005051727	ENSAMXG00005023133	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPCAP00000011549	ENSPCAG00000012066	Procavia_capensis
ENSSMRP00000015785	ENSSMRG00000012284	Salvator_merianae
ENSPMJP00000017345	ENSPMJG00000013062	Parus_major
ENSCCNP00000017879	ENSCCNG00000017401	Castor_canadensis
ENSPSIP00000017557	ENSPSIG00000015490	Pelodiscus_sinensis
ENSPSMP00000016259	ENSPSMG00000011561	Prolemur_simus
ENSFHEP00000005932	ENSFHEG00000007070	Fundulus_heteroclitus
ENSTGEP00000005583	ENSTGEG00000004626	Theropithecus_gelada
ENSDARP00000058857	ENSDARG00000073859	Danio_rerio
MGP_SPRETEiJ_P0038855	MGP_SPRETEiJ_G0020309	Mus_spretus_strain_SPRET/EiJ
ENSAMXP00005050534	ENSAMXG00005021483	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSUAMP00000034990	ENSUAMG00000026444	Ursus_americanus
ENSBTAP00000022902	ENSBTAG00000017232	Bos_taurus
ENSTSYP00000004586	ENSTSYG00000005017	Carlito_syrichta
ENSPLAP00000012866	ENSPLAG00000016247	Poecilia_latipinna
ENSCSAP00000011950	ENSCSAG00000015877	Chlorocebus_sabaeus
ENSKMAP00000001240	ENSKMAG00000000992	Kryptolebias_marmoratus
ENSCAFP00020015211	ENSCAFG00020012122	Canis_lupus_dingo
ENSHCOP00000000698	ENSHCOG00000001559	Hippocampus_comes
ENSOMEP00000032360	ENSOMEG00000017789	Oryzias_melastigma
ENSPNYP00000028131	ENSPNYG00000021149	Pundamilia_nyererei
ENSIPUP00000015910	ENSIPUG00000010667	Ictalurus_punctatus
ENSBSLP00000018276	ENSBSLG00000008070	Betta_splendens
ENSOGAP00000001231	ENSOGAG00000001382	Otolemur_garnettii
ENSOMEP00000014030	ENSOMEG00000015533	Oryzias_melastigma
ENSGWIP00000018213	ENSGWIG00000001760	Gouania_willdenowi
ENSCSEP00000016456	ENSCSEG00000010552	Cynoglossus_semilaevis
ENSMZEP00005030554	ENSMZEG00005022759	Maylandia_zebra
ENSSPAP00000013060	ENSSPAG00000009846	Stegastes_partitus
ENSVURP00010019873	ENSVURG00010015192	Vombatus_ursinus
ENSMAMP00000009575	ENSMAMG00000006376	Mastacembelus_armatus
ENSMFAP00000038508	ENSMFAG00000038520	Macaca_fascicularis
ENSPREP00000028849	ENSPREG00000019518	Poecilia_reticulata
ENSEEUP00000010267	ENSEEUG00000011152	Erinaceus_europaeus
ENSMALP00000027036	ENSMALG00000018702	Monopterus_albus
ENSRBIP00000040680	ENSRBIG00000043742	Rhinopithecus_bieti
ENSGMOP00000002865	ENSGMOG00000002628	Gadus_morhua
ENSCMIP00000031275	ENSCMIG00000013295	Callorhinchus_milii
ENSMEUP00000004083	ENSMEUG00000004449	Notamacropus_eugenii
ENSTNIP00000014863	ENSTNIG00000011905	Tetraodon_nigroviridis
ENSMMOP00000020066	ENSMMOG00000015242	Mola_mola
ENSMALP00000017091	ENSMALG00000011656	Monopterus_albus
ENSPCOP00000024845	ENSPCOG00000024630	Propithecus_coquereli
ENSBBBP00000016384	ENSBBBG00000024420	Bison_bison_bison
ENSAOCP00000028064	ENSAOCG00000001865	Amphiprion_ocellaris
ENSECRP00000006901	ENSECRG00000004012	Erpetoichthys_calabaricus
ENSCHIP00000008681	ENSCHIG00000011751	Capra_hircus
ENSXETP00000004423	ENSXETG00000009941	Xenopus_tropicalis
ENSGAGP00000026533	ENSGAGG00000019225	Gopherus_agassizii
ENSJJAP00000010648	ENSJJAG00000014137	Jaculus_jaculus
ENSORLP00015000408	ENSORLG00015001020	Oryzias_latipes_ASM223469v1
ENSETEP00000008949	ENSETEG00000011030	Echinops_telfairi
ENSZALP00000008125	ENSZALG00000007103	Zonotrichia_albicollis
ENSLCAP00010058647	ENSLCAG00010027252	Lates_calcarifer
ENSCPUP00000009104	ENSCPUG00000006495	Calidris_pugnax
