ENSCABP00000014410	ENSCABG00000010762	Chelonoidis_abingdonii
ENSGAGP00000000316	ENSGAGG00000000277	Gopherus_agassizii
ENSCPBP00000005451	ENSCPBG00000004368	Chrysemys_picta_bellii
ENSPSIP00000003718	ENSPSIG00000003533	Pelodiscus_sinensis
ENSSPUP00000005613	ENSSPUG00000004331	Sphenodon_punctatus
ENSDNVP00000005118	ENSDNVG00000003674	Dromaius_novaehollandiae
ENSNPEP00000004331	ENSNPEG00000003305	Nothoprocta_perdicaria
ENSAOWP00000014883	ENSAOWG00000010158	Apteryx_owenii
ENSABRP00000017669	ENSABRG00000015307	Anser_brachyrhynchus
ENSAPLP00000031557	ENSAPLG00000025403	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000003929	ENSMGAG00000004163	Meleagris_gallopavo
ENSCJPP00005014257	ENSCJPG00005011917	Coturnix_japonica
ENSGALP00000062200	ENSGALG00000007689	Gallus_gallus
ENSNMEP00000002716	ENSNMEG00000003360	Numida_meleagris
ENSTGUP00000000025	ENSTGUG00000000027	Taeniopygia_guttata
ENSSCAP00000023981	ENSSCAG00000017165	Serinus_canaria
ENSLSDP00000010399	ENSLSDG00000007663	Lonchura_striata_domestica
ENSLCOP00000005065	ENSLCOG00000003803	Lepidothrix_coronata
ENSZALP00000014721	ENSZALG00000012186	Zonotrichia_albicollis
ENSJHYP00000011221	ENSJHYG00000008797	Junco_hyemalis
ENSFALP00000010268	ENSFALG00000009846	Ficedula_albicollis
ENSCCEP00000006582	ENSCCEG00000007028	Cyanistes_caeruleus
ENSPMJP00000009402	ENSPMJG00000007526	Parus_major
ENSCPGP00000003727	ENSCPGG00000002758	Calidris_pygmaea
ENSCPUP00000026664	ENSCPUG00000017938	Calidris_pugnax
ENSAHAP00000007889	ENSAHAG00000005859	Apteryx_haastii
ENSARWP00000003689	ENSARWG00000002742	Apteryx_rowi
ENSMVIP00005000710	ENSMVIG00005000593	Manacus_vitellinus
ENSCPRP00005009636	ENSCPRG00005006838	Crocodylus_porosus
ENSACAP00000013656	ENSACAG00000013912	Anolis_carolinensis
ENSPVIP00000012278	ENSPVIG00000009572	Pogona_vitticeps
ENSNSUP00000008775	ENSNSUG00000006751	Notechis_scutatus
ENSSMRP00000028250	ENSSMRG00000021723	Salvator_merianae
ENSHGLP00000007582	ENSHGLG00000005504	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018147	ENSHGLG00100013376	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010523	ENSFDAG00000006617	Fukomys_damarensis
ENSCPOP00000011964	ENSCPOG00000013290	Cavia_porcellus
ENSCAPP00000016907	ENSCAPG00000016708	Cavia_aperea
ENSODEP00000012429	ENSODEG00000009222	Octodon_degus
ENSCLAP00000021442	ENSCLAG00000014684	Chinchilla_lanigera
ENSSTOP00000012834	ENSSTOG00000014325	Ictidomys_tridecemlineatus
ENSUPAP00010008579	ENSUPAG00010006898	Urocitellus_parryii
ENSSDAP00000019725	ENSSDAG00000017936	Spermophilus_dauricus
ENSMMMP00000025707	ENSMMMG00000022547	Marmota_marmota_marmota
ENSCCNP00000018120	ENSCCNG00000018395	Castor_canadensis
ENSDORP00000001839	ENSDORG00000001963	Dipodomys_ordii
ENSPEMP00000017003	ENSPEMG00000016054	Peromyscus_maniculatus_bairdii
ENSMOCP00000004269	ENSMOCG00000003483	Microtus_ochrogaster
ENSCGRP00000004158	ENSCGRG00000003059	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015020226	ENSCGRG00015015464	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001012965	ENSCGRG00001014231	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000019243	ENSMAUG00000017579	Mesocricetus_auratus
MGP_SPRETEiJ_P0091137	MGP_SPRETEiJ_G0033254	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000008308	ENSMSIG00000007313	Mus_spicilegus
ENSMUSP00000053216	ENSMUSG00000043923	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0087549	MGP_CAROLIEiJ_G0032117	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0023206	MGP_PahariEiJ_G0014986	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016228	ENSRNOG00000012137	Rattus_norvegicus
ENSMUGP00000011949	ENSMUGG00000010410	Meriones_unguiculatus
ENSNGAP00000022168	ENSNGAG00000021133	Nannospalax_galili
ENSJJAP00000018439	ENSJJAG00000019698	Jaculus_jaculus
ENSOPRP00000013268	ENSOPRG00000014540	Ochotona_princeps
ENSOPRP00000014784	ENSOPRG00000016181	Ochotona_princeps
ENSOCUP00000046650	ENSOCUG00000017244	Oryctolagus_cuniculus
ENSBIXP00000003629	ENSBIXG00000010039	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005043643	ENSBIXG00005004716	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000023847	ENSBTAG00000017932	Bos_taurus
ENSBMUP00000015279	ENSBMUG00000011594	Bos_mutus
ENSBBBP00000012995	ENSBBBG00000007630	Bison_bison_bison
ENSCHIP00000001815	ENSCHIG00000003510	Capra_hircus
ENSOARP00000012972	ENSOARG00000012098	Ovis_aries
ENSTTRP00000002785	ENSTTRG00000002976	Tursiops_truncatus
ENSMLUP00000004315	ENSMLUG00000004739	Myotis_lucifugus
ENSUMAP00000000810	ENSUMAG00000000701	Ursus_maritimus
ENSUAMP00000036625	ENSUAMG00000027743	Ursus_americanus
ENSAMEP00000000051	ENSAMEG00000000052	Ailuropoda_melanoleuca
ENSNVIP00000004966	ENSNVIG00000003997	Neovison_vison
ENSMPUP00000004876	ENSMPUG00000004916	Mustela_putorius_furo
ENSCAFP00000018269	ENSCAFG00000012404	Canis_lupus_familiaris
ENSCAFP00020016345	ENSCAFG00020013103	Canis_lupus_dingo
ENSVVUP00000033310	ENSVVUG00000024110	Vulpes_vulpes
ENSPTIP00000018699	ENSPTIG00000016743	Panthera_tigris_altaica
ENSPPRP00000018825	ENSPPRG00000010365	Panthera_pardus
ENSFCAP00000059948	ENSFCAG00000001150	Felis_catus
ENSSARP00000002050	ENSSARG00000002268	Sorex_araneus
ENSEASP00005006694	ENSEASG00005004943	Equus_asinus_asinus
ENSECAP00000015056	ENSECAG00000017417	Equus_caballus
ENSSSCP00000016025	ENSSSCG00000015102	Sus_scrofa_strain_reference
ENSPVAP00000011774	ENSPVAG00000012489	Pteropus_vampyrus
ENSEEUP00000013222	ENSEEUG00000014486	Erinaceus_europaeus
ENSTBEP00000008671	ENSTBEG00000010023	Tupaia_belangeri
ENSTSYP00000004924	ENSTSYG00000005393	Carlito_syrichta
ENSCHOP00000006363	ENSCHOG00000007177	Choloepus_hoffmanni
ENSDNOP00000024808	ENSDNOG00000042703	Dasypus_novemcinctus
ENSPSMP00000003471	ENSPSMG00000002843	Prolemur_simus
ENSMICP00000002440	ENSMICG00000002682	Microcebus_murinus
ENSPCOP00000006076	ENSPCOG00000014138	Propithecus_coquereli
ENSOGAP00000006495	ENSOGAG00000007262	Otolemur_garnettii
ENSP00000334767	ENSG00000186166	Homo_sapiens
ENSGGOP00000033111	ENSGGOG00000023065	Gorilla_gorilla
ENSPTRP00000007471	ENSPTRG00000004360	Pan_troglodytes
ENSPPAP00000021287	ENSPPAG00000033848	Pan_paniscus
ENSPPYP00000004522	ENSPPYG00000003948	Pongo_abelii
ENSNLEP00000008999	ENSNLEG00000007378	Nomascus_leucogenys
ENSCANP00000004016	ENSCANG00000014166	Colobus_angolensis_palliatus
ENSPTEP00000016912	ENSPTEG00000018480	Piliocolobus_tephrosceles
