ENSSMRP00000019734	ENSSMRG00000015389	Salvator_merianae
ENSLSDP00000011055	ENSLSDG00000008129	Lonchura_striata_domestica
ENSPTIP00000011314	ENSPTIG00000011776	Panthera_tigris_altaica
ENSAMEP00000009663	ENSAMEG00000009194	Ailuropoda_melanoleuca
ENSAMXP00005010526	ENSAMXG00005005882	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCGRP00015003878	ENSCGRG00015003075	Cricetulus_griseus_CriGri-PICR
ENSIPUP00000026036	ENSIPUG00000017638	Ictalurus_punctatus
ENSHGLP00000000912	ENSHGLG00000000752	Heterocephalus_glaber_HetGla_female_1.0
ENSPMJP00000006984	ENSPMJG00000005819	Parus_major
ENSFDAP00000011961	ENSFDAG00000019392	Fukomys_damarensis
ENSHGLP00100006468	ENSHGLG00100004849	Heterocephalus_glaber_HetGla_1.0
ENSGMOP00000003414	ENSGMOG00000003248	Gadus_morhua
ENSBMUP00000004278	ENSBMUG00000003365	Bos_mutus
ENSCVAP00000002744	ENSCVAG00000003885	Cyprinodon_variegatus
ENSAMXP00000049076	ENSAMXG00000025064	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSBBBP00000003453	ENSBBBG00000012481	Bison_bison_bison
ENSCAFP00000037551	ENSCAFG00000012156	Canis_lupus_familiaris
ENSPANP00000023006	ENSPANG00000009813	Papio_anubis
ENSMSIP00000030091	ENSMSIG00000025245	Mus_spicilegus
ENSCANP00000026642	ENSCANG00000036744	Colobus_angolensis_palliatus
ENSHBUP00000021328	ENSHBUG00000023654	Haplochromis_burtoni
ENSCPBP00000035604	ENSCPBG00000024782	Chrysemys_picta_bellii
ENSNLEP00000019649	ENSNLEG00000016215	Nomascus_leucogenys
ENSEEEP00000008189	ENSEEEG00000004271	Electrophorus_electricus
ENSCCNP00000029739	ENSCCNG00000028501	Castor_canadensis
ENSJJAP00000020735	ENSJJAG00000021328	Jaculus_jaculus
ENSDNVP00000003059	ENSDNVG00000002185	Dromaius_novaehollandiae	ENSDNVT00000003682
ENSCHOP00000006555	ENSCHOG00000007412	Choloepus_hoffmanni
ENSNMEP00000000879	ENSNMEG00000001290	Numida_meleagris	ENSNMET00000001973
ENSAPEP00000021310	ENSAPEG00000015214	Amphiprion_percula
ENSGALP00000052434	ENSGALG00000033286	Gallus_gallus	ENSGALT00000073907
ENSSHAP00000005161	ENSSHAG00000004513	Sarcophilus_harrisii
ENSCHAP00000044624	ENSCHAG00000020754	Clupea_harengus
ENSMOCP00000018345	ENSMOCG00000016673	Microtus_ochrogaster
ENSTNIP00000001062	ENSTNIG00000000803	Tetraodon_nigroviridis
