ENSBIXP00005033027	ENSBIXG00005001677	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000000888	ENSBIXG00000029251	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000021676	ENSBTAG00000016293	Bos_taurus
ENSBMUP00000015704	ENSBMUG00000011958	Bos_mutus
ENSBBBP00000024842	ENSBBBG00000019915	Bison_bison_bison
ENSOARP00000003583	ENSOARG00000003362	Ovis_aries
ENSCHIP00000021128	ENSCHIG00000019554	Capra_hircus
ENSTTRP00000013487	ENSTTRG00000014222	Tursiops_truncatus
ENSSSCP00000021918	ENSSSCG00000024966	Sus_scrofa_strain_reference
ENSPVAP00000000224	ENSPVAG00000000248	Pteropus_vampyrus
ENSCAFP00000006483	ENSCAFG00000024962	Canis_lupus_familiaris
ENSCAFP00020021216	ENSCAFG00020016740	Canis_lupus_dingo
ENSVVUP00000012929	ENSVVUG00000009448	Vulpes_vulpes
ENSAMEP00000008356	ENSAMEG00000007949	Ailuropoda_melanoleuca
ENSUAMP00000035451	ENSUAMG00000026910	Ursus_americanus
ENSFCAP00000016152	ENSFCAG00000018518	Felis_catus
ENSFCAP00000049783	ENSFCAG00000040332	Felis_catus
ENSPPRP00000022401	ENSPPRG00000012936	Panthera_pardus
ENSPTIP00000019540	ENSPTIG00000017304	Panthera_tigris_altaica
ENSP00000474003	ENSG00000214414	Homo_sapiens
ENSGGOP00000021779	ENSGGOG00000024146	Gorilla_gorilla
ENSPPAP00000018074	ENSPPAG00000032163	Pan_paniscus
ENSPTRP00000074180	ENSPTRG00000046728	Pan_troglodytes
ENSPTRP00000071914	ENSPTRG00000051097	Pan_troglodytes
ENSNLEP00000019258	ENSNLEG00000015886	Nomascus_leucogenys
ENSCANP00000007434	ENSCANG00000024450	Colobus_angolensis_palliatus
ENSPTEP00000038842	ENSPTEG00000036032	Piliocolobus_tephrosceles
ENSRBIP00000002251	ENSRBIG00000011219	Rhinopithecus_bieti
ENSRROP00000012006	ENSRROG00000030332	Rhinopithecus_roxellana
ENSMNEP00000021060	ENSMNEG00000034320	Macaca_nemestrina
ENSMFAP00000022968	ENSMFAG00000043172	Macaca_fascicularis
ENSMMUP00000058700	ENSMMUG00000048340	Macaca_mulatta
ENSCSAP00000014465	ENSCSAG00000003587	Chlorocebus_sabaeus
ENSCATP00000017295	ENSCATG00000032552	Cercocebus_atys
ENSMLEP00000040565	ENSMLEG00000044304	Mandrillus_leucophaeus
ENSTGEP00000010871	ENSTGEG00000008885	Theropithecus_gelada
ENSPANP00000029395	ENSPANG00000031543	Papio_anubis
ENSCCAP00000026721	ENSCCAG00000031146	Cebus_capucinus_imitator
ENSSBOP00000026577	ENSSBOG00000029725	Saimiri_boliviensis_boliviensis
ENSANAP00000013587	ENSANAG00000024704	Aotus_nancymaae
ENSOCUP00000022051	ENSOCUG00000026390	Oryctolagus_cuniculus
