ENSCCNP00000017211	ENSCCNG00000017505	Castor_canadensis
ENSDORP00000021910	ENSDORG00000025347	Dipodomys_ordii
ENSMAUP00000023350	ENSMAUG00000020526	Mesocricetus_auratus
ENSCGRP00001021888	ENSCGRG00001020601	Cricetulus_griseus_CHOK1GS_HDv1
ENSMOCP00000004640	ENSMOCG00000003921	Microtus_ochrogaster
ENSPEMP00000031002	ENSPEMG00000025062	Peromyscus_maniculatus_bairdii
MGP_CAROLIEiJ_P0046379	MGP_CAROLIEiJ_G0022123	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000035957	ENSMSIG00000029924	Mus_spicilegus
ENSMUSP00000158346	ENSMUSG00000046727	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0048307	MGP_SPRETEiJ_G0023035	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0038981	MGP_PahariEiJ_G0018857	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000061418	ENSRNOG00000018775	Rattus_norvegicus
ENSFDAP00000005042	ENSFDAG00000014153	Fukomys_damarensis
ENSHGLP00000017255	ENSHGLG00000012358	Heterocephalus_glaber_HetGla_female_1.0
ENSCPOP00000023494	ENSCPOG00000030907	Cavia_porcellus
ENSCAPP00000018058	ENSCAPG00000017557	Cavia_aperea
ENSSTOP00000001697	ENSSTOG00000001912	Ictidomys_tridecemlineatus
ENSNVIP00000017986	ENSNVIG00000014072	Neovison_vison
ENSFCAP00000056842	ENSFCAG00000001271	Felis_catus
ENSBIXP00005009042	ENSBIXG00005007492	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000042128	ENSBIXG00000026239	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000019749	ENSBMUG00000014898	Bos_mutus
ENSBTAP00000022077	ENSBTAG00000016595	Bos_taurus
ENSBBBP00000003383	ENSBBBG00000012408	Bison_bison_bison
ENSVPAP00000005532	ENSVPAG00000005967	Vicugna_pacos	ENSVPAT00000005961
ENSTTRP00000004764	ENSTTRG00000005066	Tursiops_truncatus
ENSSSCP00000047630	ENSSSCG00000014361	Sus_scrofa_strain_reference
ENSECAP00000010361	ENSECAG00000012655	Equus_caballus
