ENSPMJP00000002287	ENSPMJG00000001868	Parus_major
ENSCCEP00000009854	ENSCCEG00000009959	Cyanistes_caeruleus
ENSFALP00000012942	ENSFALG00000012396	Ficedula_albicollis
ENSSCAP00000019333	ENSSCAG00000013942	Serinus_canaria
ENSZALP00000000348	ENSZALG00000000401	Zonotrichia_albicollis
ENSTGUP00000000481	ENSTGUG00000000471	Taeniopygia_guttata
ENSLSDP00000007356	ENSLSDG00000005494	Lonchura_striata_domestica
ENSLCOP00000006972	ENSLCOG00000005152	Lepidothrix_coronata
ENSMVIP00005028719	ENSMVIG00005019982	Manacus_vitellinus
ENSMUNP00000015494	ENSMUNG00000011953	Melopsittacus_undulatus
ENSCPUP00000009088	ENSCPUG00000006481	Calidris_pugnax
ENSCPGP00000019379	ENSCPGG00000013573	Calidris_pygmaea
ENSAPLP00000013826	ENSAPLG00000013999	Anas_platyrhynchos_platyrhynchos
ENSABRP00000016492	ENSABRG00000014478	Anser_brachyrhynchus
ENSNMEP00000014330	ENSNMEG00000012901	Numida_meleagris
ENSAHAP00000010507	ENSAHAG00000007623	Apteryx_haastii	ENSAHAT00000011631
ENSAOWP00000023000	ENSAOWG00000015528	Apteryx_owenii	ENSAOWT00000026057
ENSARWP00000001181	ENSARWG00000000959	Apteryx_rowi	ENSARWT00000001390
ENSDNVP00000014933	ENSDNVG00000010509	Dromaius_novaehollandiae	ENSDNVT00000017940
ENSNPEP00000009552	ENSNPEG00000007172	Nothoprocta_perdicaria
ENSCPRP00005014530	ENSCPRG00005010231	Crocodylus_porosus
ENSGAGP00000012190	ENSGAGG00000009384	Gopherus_agassizii
ENSCABP00000018757	ENSCABG00000013845	Chelonoidis_abingdonii
ENSCPBP00000007023	ENSCPBG00000005536	Chrysemys_picta_bellii
ENSPSIP00000003852	ENSPSIG00000003642	Pelodiscus_sinensis
ENSPVIP00000024538	ENSPVIG00000018472	Pogona_vitticeps
ENSACAP00000016219	ENSACAG00000016480	Anolis_carolinensis
ENSNSUP00000019085	ENSNSUG00000013937	Notechis_scutatus
ENSSMRP00000024909	ENSSMRG00000019256	Salvator_merianae
ENSSPUP00000012372	ENSSPUG00000009512	Sphenodon_punctatus
ENSPCIP00000039982	ENSPCIG00000029270	Phascolarctos_cinereus
ENSVURP00010008043	ENSVURG00010006225	Vombatus_ursinus
ENSMEUP00000013238	ENSMEUG00000014503	Notamacropus_eugenii
ENSMODP00000000977	ENSMODG00000000820	Monodelphis_domestica
ENSSHAP00000011146	ENSSHAG00000009592	Sarcophilus_harrisii
ENSCHOP00000010920	ENSCHOG00000012337	Choloepus_hoffmanni
ENSDNOP00000005743	ENSDNOG00000007412	Dasypus_novemcinctus
ENSUMAP00000021120	ENSUMAG00000015433	Ursus_maritimus
ENSUAMP00000006363	ENSUAMG00000005600	Ursus_americanus
ENSAMEP00000018251	ENSAMEG00000017271	Ailuropoda_melanoleuca
ENSMPUP00000004826	ENSMPUG00000004866	Mustela_putorius_furo
ENSNVIP00000022328	ENSNVIG00000017151	Neovison_vison
ENSCAFP00000003396	ENSCAFG00000002346	Canis_lupus_familiaris
ENSCAFP00020018611	ENSCAFG00020014730	Canis_lupus_dingo
ENSVVUP00000005105	ENSVVUG00000003286	Vulpes_vulpes
ENSPPRP00000016926	ENSPPRG00000009063	Panthera_pardus
ENSPTIP00000017106	ENSPTIG00000015628	Panthera_tigris_altaica
ENSFCAP00000009485	ENSFCAG00000010215	Felis_catus
ENSECAP00000030215	ENSECAG00000011384	Equus_caballus
ENSEASP00005013476	ENSEASG00005009409	Equus_asinus_asinus
ENSPVAP00000005397	ENSPVAG00000005707	Pteropus_vampyrus
ENSMLUP00000000817	ENSMLUG00000000888	Myotis_lucifugus
ENSSSCP00000027151	ENSSSCG00000026552	Sus_scrofa_strain_reference
ENSVPAP00000007764	ENSVPAG00000008346	Vicugna_pacos
ENSCHIP00000015274	ENSCHIG00000015957	Capra_hircus
ENSOARP00000016733	ENSOARG00000015600	Ovis_aries
ENSBIXP00000022163	ENSBIXG00000025093	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005000272	ENSBIXG00005030414	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000004062	ENSBTAG00000003124	Bos_taurus
ENSBMUP00000024527	ENSBMUG00000018431	Bos_mutus
ENSBBBP00000004157	ENSBBBG00000013086	Bison_bison_bison
ENSTTRP00000006663	ENSTTRG00000007036	Tursiops_truncatus
ENSSARP00000009504	ENSSARG00000010523	Sorex_araneus
ENSCCNP00000032689	ENSCCNG00000030991	Castor_canadensis
ENSCCNP00000002198	ENSCCNG00000002431	Castor_canadensis
ENSODEP00000022226	ENSODEG00000016317	Octodon_degus
ENSDORP00000020576	ENSDORG00000029027	Dipodomys_ordii
ENSCCNP00000032685	ENSCCNG00000030985	Castor_canadensis
MGP_SPRETEiJ_P0036411	MGP_SPRETEiJ_G0019529	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000025771	ENSMSIG00000021759	Mus_spicilegus
ENSMUSP00000118180	ENSMUSG00000038212	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0034744	MGP_CAROLIEiJ_G0018649	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0041367	MGP_PahariEiJ_G0019713	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000060101	ENSRNOG00000018227	Rattus_norvegicus
ENSMUGP00000006532	ENSMUGG00000005985	Meriones_unguiculatus
ENSCGRP00000002951	ENSCGRG00000002157	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015016490	ENSCGRG00015012650	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001015754	ENSCGRG00001016271	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000001915	ENSMAUG00000001438	Mesocricetus_auratus
ENSPEMP00000004176	ENSPEMG00000006359	Peromyscus_maniculatus_bairdii
ENSMOCP00000000122	ENSMOCG00000000124	Microtus_ochrogaster
ENSNGAP00000020753	ENSNGAG00000020135	Nannospalax_galili
ENSJJAP00000017976	ENSJJAG00000019365	Jaculus_jaculus
ENSHGLP00000009859	ENSHGLG00000007075	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000026859	ENSHGLG00000019102	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100021947	ENSHGLG00100016157	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100011231	ENSHGLG00100008343	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000006998	ENSHGLG00000005111	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000007831	ENSFDAG00000016227	Fukomys_damarensis
ENSCPOP00000003552	ENSCPOG00000003933	Cavia_porcellus
ENSCAPP00000005630	ENSCAPG00000007913	Cavia_aperea
ENSCLAP00000024708	ENSCLAG00000016962	Chinchilla_lanigera
ENSSTOP00000012453	ENSSTOG00000013898	Ictidomys_tridecemlineatus
ENSSDAP00000021271	ENSSDAG00000019343	Spermophilus_dauricus
ENSUPAP00010010464	ENSUPAG00010008456	Urocitellus_parryii
ENSMMMP00000007583	ENSMMMG00000006795	Marmota_marmota_marmota
ENSOCUP00000004661	ENSOCUG00000005373	Oryctolagus_cuniculus
ENSOPRP00000000931	ENSOPRG00000001014	Ochotona_princeps
ENSTBEP00000013648	ENSTBEG00000015699	Tupaia_belangeri
ENSSBOP00000021336	ENSSBOG00000027216	Saimiri_boliviensis_boliviensis
ENSCCAP00000009250	ENSCCAG00000022369	Cebus_capucinus_imitator
ENSCJAP00000024351	ENSCJAG00000013248	Callithrix_jacchus
ENSANAP00000019466	ENSANAG00000027530	Aotus_nancymaae
ENSP00000364493	ENSG00000148110	Homo_sapiens
ENSGGOP00000008291	ENSGGOG00000008483	Gorilla_gorilla
ENSPTRP00000036122	ENSPTRG00000021134	Pan_troglodytes
ENSPPAP00000006404	ENSPPAG00000025011	Pan_paniscus
ENSPPYP00000021739	ENSPPYG00000019399	Pongo_abelii
ENSNLEP00000020217	ENSNLEG00000016654	Nomascus_leucogenys
ENSPTRP00000065659	ENSPTRG00000021159	Pan_troglodytes
ENSP00000473444	ENSG00000196312	Homo_sapiens
ENSCANP00000017987	ENSCANG00000032438	Colobus_angolensis_palliatus
ENSPTEP00000042404	ENSPTEG00000038695	Piliocolobus_tephrosceles
ENSRBIP00000003602	ENSRBIG00000017219	Rhinopithecus_bieti
ENSRROP00000041534	ENSRROG00000043958	Rhinopithecus_roxellana
ENSMFAP00000022310	ENSMFAG00000040881	Macaca_fascicularis
ENSMNEP00000023684	ENSMNEG00000035430	Macaca_nemestrina
ENSMMUP00000021465	ENSMMUG00000016343	Macaca_mulatta
ENSCATP00000017991	ENSCATG00000032863	Cercocebus_atys
ENSMLEP00000005287	ENSMLEG00000023524	Mandrillus_leucophaeus
ENSTGEP00000004365	ENSTGEG00000003667	Theropithecus_gelada
ENSPANP00000019431	ENSPANG00000024686	Papio_anubis
ENSCSAP00000003273	ENSCSAG00000006995	Chlorocebus_sabaeus
ENSTSYP00000001150	ENSTSYG00000001241	Carlito_syrichta
ENSPCOP00000014406	ENSPCOG00000018882	Propithecus_coquereli
ENSPSMP00000022816	ENSPSMG00000016149	Prolemur_simus
ENSMICP00000011983	ENSMICG00000013141	Microcebus_murinus
ENSOGAP00000011636	ENSOGAG00000012986	Otolemur_garnettii
ENSLAFP00000012925	ENSLAFG00000015429	Loxodonta_africana
ENSPCAP00000006329	ENSPCAG00000006769	Procavia_capensis
ENSETEP00000001900	ENSETEG00000002342	Echinops_telfairi
ENSXETP00000051454	ENSXETG00000018209	Xenopus_tropicalis
ENSABRP00000025358	ENSABRG00000021273	Anser_brachyrhynchus
ENSSLDP00000014906	ENSSLDG00000011893	Seriola_lalandi_dorsalis
ENSAMXP00000047461	ENSAMXG00000033480	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005015580	ENSAMXG00005008220	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000001554	ENSPNAG00000008242	Pygocentrus_nattereri
ENSIPUP00000037492	ENSIPUG00000025081	Ictalurus_punctatus
ENSEEEP00000019090	ENSEEEG00000009207	Electrophorus_electricus
ENSDARP00000155533	ENSDARG00000030129	Danio_rerio
ENSHHUP00000075069	ENSHHUG00000043990	Hucho_hucho
ENSELUP00000007218	ENSELUG00000008053	Esox_lucius
ENSDCDP00000022594	ENSDCDG00000014567	Denticeps_clupeoides
ENSCHAP00000038040	ENSCHAG00000017421	Clupea_harengus
ENSTNIP00000022068	ENSTNIG00000018883	Tetraodon_nigroviridis
ENSTRUP00000029805	ENSTRUG00000011803	Takifugu_rubripes
ENSGWIP00000022218	ENSGWIG00000011909	Gouania_willdenowi
ENSBSLP00000041546	ENSBSLG00000019942	Betta_splendens
ENSPMEP00000005863	ENSPMEG00000007329	Poecilia_mexicana
ENSPFOP00000000911	ENSPFOG00000000865	Poecilia_formosa
ENSPLAP00000018047	ENSPLAG00000022628	Poecilia_latipinna
ENSPREP00000025923	ENSPREG00000017500	Poecilia_reticulata
ENSXMAP00000015048	ENSXMAG00000015027	Xiphophorus_maculatus
ENSXCOP00000016591	ENSXCOG00000012525	Xiphophorus_couchianus
ENSGAFP00000023379	ENSGAFG00000015789	Gambusia_affinis
ENSFHEP00000006109	ENSFHEG00000007127	Fundulus_heteroclitus
ENSCVAP00000029434	ENSCVAG00000017228	Cyprinodon_variegatus
ENSKMAP00000015241	ENSKMAG00000011395	Kryptolebias_marmoratus
ENSORLP00000024583	ENSORLG00000019781	Oryzias_latipes_ASM223467v1
ENSORLP00020014115	ENSORLG00020015109	Oryzias_latipes_ASM223471v1
ENSORLP00015025866	ENSORLG00015007248	Oryzias_latipes_ASM223469v1
ENSOMEP00000027111	ENSOMEG00000009382	Oryzias_melastigma
ENSCSEP00000015861	ENSCSEG00000010182	Cynoglossus_semilaevis
ENSMMOP00000027420	ENSMMOG00000020738	Mola_mola
ENSSDUP00000018002	ENSSDUG00000013151	Seriola_dumerili
ENSSLDP00000003098	ENSSLDG00000002441	Seriola_lalandi_dorsalis
ENSSMAP00000029980	ENSSMAG00000018386	Scophthalmus_maximus
ENSLCAP00010030394	ENSLCAG00010014290	Lates_calcarifer
ENSMAMP00000027556	ENSMAMG00000018516	Mastacembelus_armatus
ENSATEP00000018287	ENSATEG00000012689	Anabas_testudineus
ENSLBEP00000035860	ENSLBEG00000026863	Labrus_bergylta
ENSMALP00000005220	ENSMALG00000003752	Monopterus_albus
