ENSMICP00000013321	ENSMICG00000014616	Microcebus_murinus	ENSMICT00000014611
ENSPSMP00000033302	ENSPSMG00000022979	Prolemur_simus	ENSPSMT00000038376
ENSPCOP00000024153	ENSPCOG00000024248	Propithecus_coquereli	ENSPCOT00000034833
ENSOGAP00000001690	ENSOGAG00000001896	Otolemur_garnettii	ENSOGAT00000001898
ENSPTRP00000064177	ENSPTRG00000007259	Pan_troglodytes	ENSPTRT00000076905
ENSPPAP00000000974	ENSPPAG00000004059	Pan_paniscus	ENSPPAT00000004460
ENSP00000328423	ENSG00000183324	Homo_sapiens	ENST00000331090
ENSGGOP00000000729	ENSGGOG00000000741	Gorilla_gorilla	ENSGGOT00000000745
ENSPPYP00000007512	ENSPPYG00000006624	Pongo_abelii	ENSPPYT00000007818
ENSNLEP00000017272	ENSNLEG00000014221	Nomascus_leucogenys	ENSNLET00000018137
ENSMNEP00000018108	ENSMNEG00000033004	Macaca_nemestrina	ENSMNET00000042341
ENSMFAP00000032987	ENSMFAG00000003031	Macaca_fascicularis	ENSMFAT00000007212
ENSMMUP00000012921	ENSMMUG00000009867	Macaca_mulatta	ENSMMUT00000013787
ENSMLEP00000015082	ENSMLEG00000031713	Mandrillus_leucophaeus	ENSMLET00000038537
ENSTGEP00000034623	ENSTGEG00000027599	Theropithecus_gelada	ENSTGET00000041096
ENSCATP00000014669	ENSCATG00000031364	Cercocebus_atys	ENSCATT00000038817
ENSPANP00000014244	ENSPANG00000016123	Papio_anubis	ENSPANT00000022495
ENSCSAP00000010151	ENSCSAG00000014012	Chlorocebus_sabaeus	ENSCSAT00000012101
ENSPTEP00000024636	ENSPTEG00000025075	Piliocolobus_tephrosceles	ENSPTET00000034998
ENSCANP00000034874	ENSCANG00000041128	Colobus_angolensis_palliatus
ENSRBIP00000002233	ENSRBIG00000011122	Rhinopithecus_bieti	ENSRBIT00000012080
ENSRROP00000042331	ENSRROG00000044322	Rhinopithecus_roxellana	ENSRROT00000066837
ENSSBOP00000022063	ENSSBOG00000027584	Saimiri_boliviensis_boliviensis
ENSCCAP00000038847	ENSCCAG00000037270	Cebus_capucinus_imitator
ENSCJAP00000033220	ENSCJAG00000017991	Callithrix_jacchus
ENSANAP00000036217	ENSANAG00000035630	Aotus_nancymaae
ENSTSYP00000013307	ENSTSYG00000014500	Carlito_syrichta
ENSMSIP00000007591	ENSMSIG00000006771	Mus_spicilegus
ENSMUSP00000096271	ENSMUSG00000074269	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0091745	MGP_SPRETEiJ_G0033437	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0088131	MGP_CAROLIEiJ_G0032297	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0023780	MGP_PahariEiJ_G0015163	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012381	ENSRNOG00000009332	Rattus_norvegicus
ENSMUGP00000021759	ENSMUGG00000018303	Meriones_unguiculatus
ENSCGRP00000015144	ENSCGRG00000010985	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015032009	ENSCGRG00015024158	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001026658	ENSCGRG00001023909	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007661	ENSMAUG00000009269	Mesocricetus_auratus
ENSPEMP00000022783	ENSPEMG00000020044	Peromyscus_maniculatus_bairdii
ENSCCNP00000028734	ENSCCNG00000027646	Castor_canadensis
ENSHGLP00000014429	ENSHGLG00000010331	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001498	ENSHGLG00100001178	Heterocephalus_glaber_HetGla_1.0
ENSCLAP00000007557	ENSCLAG00000005305	Chinchilla_lanigera
ENSUPAP00010006339	ENSUPAG00010005101	Urocitellus_parryii
ENSMMMP00000003909	ENSMMMG00000003564	Marmota_marmota_marmota
ENSBIXP00005026847	ENSBIXG00005005110	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000039610	ENSBIXG00000023524	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000072920	ENSBTAG00000048991	Bos_taurus
ENSBMUP00000016023	ENSBMUG00000012198	Bos_mutus
ENSBBBP00000013275	ENSBBBG00000020918	Bison_bison_bison
ENSOARP00000020419	ENSOARG00000019013	Ovis_aries
ENSCHIP00000009492	ENSCHIG00000012329	Capra_hircus
ENSTTRP00000014860	ENSTTRG00000015684	Tursiops_truncatus
ENSSSCP00000040549	ENSSSCG00000039508	Sus_scrofa_strain_reference
ENSUMAP00000006810	ENSUMAG00000005304	Ursus_maritimus
ENSAMEP00000006077	ENSAMEG00000005767	Ailuropoda_melanoleuca
ENSNVIP00000015614	ENSNVIG00000012235	Neovison_vison
