ENSTGUP00000017891	ENSTGUG00000018193	Taeniopygia_guttata
ENSLSDP00000012418	ENSLSDG00000009067	Lonchura_striata_domestica
ENSSCAP00000019231	ENSSCAG00000013885	Serinus_canaria
ENSPMJP00000002698	ENSPMJG00000002343	Parus_major
ENSCCEP00000009851	ENSCCEG00000009954	Cyanistes_caeruleus
ENSMVIP00005028712	ENSMVIG00005019974	Manacus_vitellinus
ENSLCOP00000006981	ENSLCOG00000005161	Lepidothrix_coronata
ENSABRP00000000259	ENSABRG00000000293	Anser_brachyrhynchus
ENSARWP00000001136	ENSARWG00000000919	Apteryx_rowi
ENSNPEP00000009583	ENSNPEG00000007194	Nothoprocta_perdicaria
ENSCPRP00005014608	ENSCPRG00005010281	Crocodylus_porosus
ENSCABP00000018947	ENSCABG00000013999	Chelonoidis_abingdonii
ENSUMAP00000022275	ENSUMAG00000016304	Ursus_maritimus
ENSAMEP00000003565	ENSAMEG00000003388	Ailuropoda_melanoleuca
ENSNVIP00000020244	ENSNVIG00000015865	Neovison_vison
ENSPTIP00000008111	ENSPTIG00000009531	Panthera_tigris_altaica
ENSEEUP00000004186	ENSEEUG00000004610	Erinaceus_europaeus
ENSSARP00000008119	ENSSARG00000008979	Sorex_araneus
ENSPVAP00000003324	ENSPVAG00000003517	Pteropus_vampyrus
ENSTTRP00000003143	ENSTTRG00000003354	Tursiops_truncatus
ENSCHIP00000001557	ENSCHIG00000003164	Capra_hircus
ENSVPAP00000010706	ENSVPAG00000011499	Vicugna_pacos
ENSODEP00000000865	ENSODEG00000000699	Octodon_degus
ENSCAPP00000006681	ENSCAPG00000008785	Cavia_aperea
ENSHGLP00000011929	ENSHGLG00000008542	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100011560	ENSHGLG00100008576	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000023015	ENSFDAG00000021263	Fukomys_damarensis
ENSUPAP00010019135	ENSUPAG00010015169	Urocitellus_parryii
ENSMMMP00000025082	ENSMMMG00000021973	Marmota_marmota_marmota
ENSSTOP00000021249	ENSSTOG00000022616	Ictidomys_tridecemlineatus
ENSSDAP00000025066	ENSSDAG00000022801	Spermophilus_dauricus
ENSCGRP00015025897	ENSCGRG00015019663	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000003485	ENSCGRG00000002565	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001000654	ENSCGRG00001000519	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006009	ENSMAUG00000008086	Mesocricetus_auratus
ENSPEMP00000022999	ENSPEMG00000020182	Peromyscus_maniculatus_bairdii
ENSMOCP00000000034	ENSMOCG00000000057	Microtus_ochrogaster
MGP_CAROLIEiJ_P0034345	MGP_CAROLIEiJ_G0018519	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0035976	MGP_SPRETEiJ_G0019400	Mus_spretus_strain_SPRET/EiJ
MGP_PahariEiJ_P0040953	MGP_PahariEiJ_G0019585	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000001375	ENSMUGG00000001285	Meriones_unguiculatus
ENSNGAP00000003613	ENSNGAG00000004256	Nannospalax_galili
ENSJJAP00000000015	ENSJJAG00000000039	Jaculus_jaculus
ENSDORP00000013313	ENSDORG00000014161	Dipodomys_ordii
ENSOPRP00000006954	ENSOPRG00000007607	Ochotona_princeps
ENSTBEP00000000523	ENSTBEG00000000612	Tupaia_belangeri
ENSDNOP00000017437	ENSDNOG00000024109	Dasypus_novemcinctus
ENSETEP00000001023	ENSETEG00000001269	Echinops_telfairi
ENSMEUP00000010041	ENSMEUG00000011017	Notamacropus_eugenii
