ENSAHAP00000010324	ENSAHAG00000007495	Apteryx_haastii	ENSAHAT00000011440
ENSAOWP00000023184	ENSAOWG00000015622	Apteryx_owenii	ENSAOWT00000026257
ENSARWP00000019441	ENSARWG00000013305	Apteryx_rowi	ENSARWT00000022063
ENSDNVP00000016544	ENSDNVG00000011572	Dromaius_novaehollandiae	ENSDNVT00000019867
ENSNPEP00000016946	ENSNPEG00000012611	Nothoprocta_perdicaria
ENSABRP00000002965	ENSABRG00000002869	Anser_brachyrhynchus
ENSAPLP00000028167	ENSAPLG00000021604	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000015104	ENSMGAG00000014281	Meleagris_gallopavo
ENSGALP00000060386	ENSGALG00000044279	Gallus_gallus
ENSNMEP00000008835	ENSNMEG00000008622	Numida_meleagris
ENSCPGP00000008291	ENSCPGG00000005858	Calidris_pygmaea
ENSCPUP00000014642	ENSCPUG00000010269	Calidris_pugnax
ENSMUNP00000013580	ENSMUNG00000010598	Melopsittacus_undulatus
ENSZALP00000020828	ENSZALG00000016362	Zonotrichia_albicollis
ENSJHYP00000006073	ENSJHYG00000004910	Junco_hyemalis
ENSSCAP00000019576	ENSSCAG00000014111	Serinus_canaria
ENSTGUP00000013625	ENSTGUG00000013234	Taeniopygia_guttata
ENSLSDP00000002994	ENSLSDG00000002302	Lonchura_striata_domestica
ENSFALP00000001583	ENSFALG00000001522	Ficedula_albicollis
ENSPMJP00000017234	ENSPMJG00000012981	Parus_major
ENSCCEP00000000561	ENSCCEG00000000732	Cyanistes_caeruleus
ENSMVIP00005001681	ENSMVIG00005001322	Manacus_vitellinus
ENSLCOP00000014402	ENSLCOG00000010325	Lepidothrix_coronata
ENSCPRP00005001003	ENSCPRG00005000742	Crocodylus_porosus
ENSCABP00000016371	ENSCABG00000012163	Chelonoidis_abingdonii
ENSGAGP00000027475	ENSGAGG00000019966	Gopherus_agassizii
ENSCPBP00000030807	ENSCPBG00000021664	Chrysemys_picta_bellii
ENSPSIP00000019456	ENSPSIG00000017275	Pelodiscus_sinensis
ENSPSIP00000000397	ENSPSIG00000000397	Pelodiscus_sinensis
ENSPVIP00000006418	ENSPVIG00000005312	Pogona_vitticeps
ENSACAP00000012917	ENSACAG00000013170	Anolis_carolinensis
ENSNSUP00000023210	ENSNSUG00000016792	Notechis_scutatus
ENSSMRP00000007778	ENSSMRG00000006234	Salvator_merianae
ENSVURP00010005603	ENSVURG00010004308	Vombatus_ursinus
ENSPCIP00000037561	ENSPCIG00000027676	Phascolarctos_cinereus
ENSMEUP00000013064	ENSMEUG00000014304	Notamacropus_eugenii
ENSSHAP00000019915	ENSSHAG00000016901	Sarcophilus_harrisii
ENSMODP00000023567	ENSMODG00000018889	Monodelphis_domestica
ENSPPAP00000003299	ENSPPAG00000013878	Pan_paniscus
ENSPTRP00000087318	ENSPTRG00000018237	Pan_troglodytes
ENSP00000346065	ENSG00000180113	Homo_sapiens
ENSGGOP00000012656	ENSGGOG00000012971	Gorilla_gorilla
ENSPPYP00000018653	ENSPPYG00000016671	Pongo_abelii
ENSNLEP00000005457	ENSNLEG00000004513	Nomascus_leucogenys
ENSMLEP00000030427	ENSMLEG00000039418	Mandrillus_leucophaeus
ENSCATP00000008039	ENSCATG00000023914	Cercocebus_atys
ENSPANP00000012883	ENSPANG00000005761	Papio_anubis
ENSTGEP00000037335	ENSTGEG00000029693	Theropithecus_gelada
ENSMMUP00000033555	ENSMMUG00000019252	Macaca_mulatta
ENSMFAP00000006015	ENSMFAG00000002656	Macaca_fascicularis
ENSMNEP00000032035	ENSMNEG00000039397	Macaca_nemestrina
ENSCSAP00000008755	ENSCSAG00000012578	Chlorocebus_sabaeus
ENSCANP00000014235	ENSCANG00000030562	Colobus_angolensis_palliatus
ENSPTEP00000009682	ENSPTEG00000010991	Piliocolobus_tephrosceles
ENSRROP00000041552	ENSRROG00000043964	Rhinopithecus_roxellana
ENSRBIP00000012567	ENSRBIG00000030252	Rhinopithecus_bieti
ENSCCAP00000019210	ENSCCAG00000027454	Cebus_capucinus_imitator
ENSSBOP00000031317	ENSSBOG00000031889	Saimiri_boliviensis_boliviensis
ENSCJAP00000076481	ENSCJAG00000012035	Callithrix_jacchus
ENSANAP00000000574	ENSANAG00000004725	Aotus_nancymaae
ENSTSYP00000007299	ENSTSYG00000007971	Carlito_syrichta
ENSPSMP00000027690	ENSPSMG00000019329	Prolemur_simus
ENSMICP00000036351	ENSMICG00000030777	Microcebus_murinus
ENSPCOP00000003868	ENSPCOG00000011534	Propithecus_coquereli
ENSOGAP00000000359	ENSOGAG00000000404	Otolemur_garnettii
ENSTBEP00000008099	ENSTBEG00000009347	Tupaia_belangeri
ENSCCNP00000002177	ENSCCNG00000002303	Castor_canadensis
ENSDORP00000017094	ENSDORG00000023218	Dipodomys_ordii
MGP_SPRETEiJ_P0046734	MGP_SPRETEiJ_G0022544	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000028729	ENSMSIG00000024102	Mus_spicilegus
ENSMUSP00000035338	ENSMUSG00000040140	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0044838	MGP_CAROLIEiJ_G0021632	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0044363	MGP_PahariEiJ_G0020624	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000032495	ENSRNOG00000025693	Rattus_norvegicus
ENSMUGP00000009057	ENSMUGG00000008114	Meriones_unguiculatus
ENSCGRP00001017871	ENSCGRG00001017798	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000015906	ENSCGRG00000011547	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015007732	ENSCGRG00015006026	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000001623	ENSMAUG00000001192	Mesocricetus_auratus
ENSMOCP00000006357	ENSMOCG00000005983	Microtus_ochrogaster
ENSPEMP00000033519	ENSPEMG00000025180	Peromyscus_maniculatus_bairdii
ENSNGAP00000026842	ENSNGAG00000024357	Nannospalax_galili
ENSJJAP00000022496	ENSJJAG00000022534	Jaculus_jaculus
ENSCLAP00000013299	ENSCLAG00000009187	Chinchilla_lanigera
ENSODEP00000021240	ENSODEG00000015639	Octodon_degus
ENSCPOP00000014156	ENSCPOG00000015698	Cavia_porcellus
ENSHGLP00100008968	ENSHGLG00100006669	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000027170	ENSHGLG00000019324	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019190	ENSFDAG00000005622	Fukomys_damarensis
