ENSAHAP00000012305	ENSAHAG00000008886	Apteryx_haastii
ENSAOWP00000027979	ENSAOWG00000018844	Apteryx_owenii
ENSARWP00000000854	ENSARWG00000000704	Apteryx_rowi
ENSDNVP00000025807	ENSDNVG00000017954	Dromaius_novaehollandiae	ENSDNVT00000031216
ENSNPEP00000004404	ENSNPEG00000003374	Nothoprocta_perdicaria
ENSCPRP00005005949	ENSCPRG00005004253	Crocodylus_porosus
ENSCABP00000016872	ENSCABG00000012517	Chelonoidis_abingdonii
ENSGAGP00000015597	ENSGAGG00000011759	Gopherus_agassizii
ENSCPBP00000008353	ENSCPBG00000006532	Chrysemys_picta_bellii
ENSPSIP00000005401	ENSPSIG00000005035	Pelodiscus_sinensis
ENSACAP00000002118	ENSACAG00000002240	Anolis_carolinensis
ENSPVIP00000002738	ENSPVIG00000002328	Pogona_vitticeps
ENSNSUP00000023084	ENSNSUG00000016729	Notechis_scutatus
ENSSMRP00000006182	ENSSMRG00000004985	Salvator_merianae
ENSVURP00010028804	ENSVURG00010022045	Vombatus_ursinus
ENSPCIP00000007597	ENSPCIG00000006378	Phascolarctos_cinereus
ENSSHAP00000005048	ENSSHAG00000004417	Sarcophilus_harrisii
ENSMODP00000040718	ENSMODG00000028789	Monodelphis_domestica
ENSUMAP00000027753	ENSUMAG00000020151	Ursus_maritimus
ENSUAMP00000015638	ENSUAMG00000012510	Ursus_americanus
ENSAMEP00000010722	ENSAMEG00000010209	Ailuropoda_melanoleuca
ENSNVIP00000009206	ENSNVIG00000007301	Neovison_vison
ENSCAFP00000038556	ENSCAFG00000029726	Canis_lupus_familiaris
ENSCAFP00020012375	ENSCAFG00020009968	Canis_lupus_dingo
ENSVVUP00000003207	ENSVVUG00000002480	Vulpes_vulpes
ENSPPRP00000022583	ENSPPRG00000013049	Panthera_pardus
ENSPTIP00000004388	ENSPTIG00000006913	Panthera_tigris_altaica
ENSFCAP00000019929	ENSFCAG00000031254	Felis_catus
ENSBIXP00000007711	ENSBIXG00000013631	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005005251	ENSBIXG00005010982	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000018791	ENSBMUG00000014237	Bos_mutus
ENSBTAP00000073554	ENSBTAG00000051964	Bos_taurus
ENSBBBP00000016342	ENSBBBG00000024330	Bison_bison_bison
ENSCHIP00000030794	ENSCHIG00000025415	Capra_hircus
ENSOARP00000006278	ENSOARG00000005856	Ovis_aries
ENSSSCP00000001167	ENSSSCG00000001096	Sus_scrofa_strain_reference
ENSECAP00000009325	ENSECAG00000011540	Equus_caballus
ENSEASP00005010845	ENSEASG00005007646	Equus_asinus_asinus
ENSPPAP00000029708	ENSPPAG00000037882	Pan_paniscus
ENSPTRP00000088077	ENSPTRG00000050857	Pan_troglodytes
ENSP00000454913	ENSG00000260286	Homo_sapiens
ENSGGOP00000024044	ENSGGOG00000025674	Gorilla_gorilla
ENSNLEP00000030982	ENSNLEG00000034680	Nomascus_leucogenys
ENSRBIP00000040093	ENSRBIG00000043485	Rhinopithecus_bieti
ENSRROP00000030159	ENSRROG00000038837	Rhinopithecus_roxellana
ENSPTEP00000003541	ENSPTEG00000004212	Piliocolobus_tephrosceles
ENSCANP00000022736	ENSCANG00000034801	Colobus_angolensis_palliatus
ENSTGEP00000025211	ENSTGEG00000020333	Theropithecus_gelada
ENSMLEP00000032386	ENSMLEG00000040414	Mandrillus_leucophaeus
ENSPANP00000013790	ENSPANG00000021238	Papio_anubis
ENSCATP00000003906	ENSCATG00000014577	Cercocebus_atys
ENSMNEP00000045666	ENSMNEG00000045328	Macaca_nemestrina
ENSMFAP00000009495	ENSMFAG00000000821	Macaca_fascicularis
ENSCSAP00000004050	ENSCSAG00000007788	Chlorocebus_sabaeus
ENSCCAP00000009083	ENSCCAG00000022301	Cebus_capucinus_imitator
ENSSBOP00000029028	ENSSBOG00000030863	Saimiri_boliviensis_boliviensis
ENSCJAP00000011346	ENSCJAG00000006181	Callithrix_jacchus
ENSANAP00000021242	ENSANAG00000028418	Aotus_nancymaae
ENSTSYP00000030853	ENSTSYG00000028714	Carlito_syrichta
ENSPCOP00000032090	ENSPCOG00000028831	Propithecus_coquereli
ENSPSMP00000014748	ENSPSMG00000010585	Prolemur_simus
ENSMICP00000042204	ENSMICG00000044098	Microcebus_murinus
ENSOGAP00000018987	ENSOGAG00000031563	Otolemur_garnettii
ENSSTOP00000021030	ENSSTOG00000026979	Ictidomys_tridecemlineatus
ENSMMMP00000000755	ENSMMMG00000000718	Marmota_marmota_marmota
ENSUPAP00010007717	ENSUPAG00010006215	Urocitellus_parryii
ENSSDAP00000004256	ENSSDAG00000004011	Spermophilus_dauricus
ENSMSIP00000033719	ENSMSIG00000028170	Mus_spicilegus
ENSMUSP00000153199	ENSMUSG00000085861	Mus_musculus_strain_reference_(CL57BL6)
ENSMUGP00000003697	ENSMUGG00000003438	Meriones_unguiculatus
ENSPEMP00000036100	ENSPEMG00000026805	Peromyscus_maniculatus_bairdii
ENSCGRP00015007358	ENSCGRG00015005719	Cricetulus_griseus_CriGri-PICR
ENSHGLP00000009790	ENSHGLG00000007026	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016126	ENSHGLG00100011903	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021907	ENSFDAG00000007365	Fukomys_damarensis
ENSCLAP00000002370	ENSCLAG00000001719	Chinchilla_lanigera
ENSCCNP00000003438	ENSCCNG00000003690	Castor_canadensis
ENSOCUP00000026811	ENSOCUG00000029609	Oryctolagus_cuniculus
ENSLAFP00000023811	ENSLAFG00000031504	Loxodonta_africana
ENSDNOP00000031913	ENSDNOG00000036299	Dasypus_novemcinctus
ENSMLUP00000018110	ENSMLUG00000026869	Myotis_lucifugus
ENSLACP00000008631	ENSLACG00000007628	Latimeria_chalumnae
ENSHHUP00000040078	ENSHHUG00000024832	Hucho_hucho
ENSELUP00000002994	ENSELUG00000004285	Esox_lucius
ENSLOCP00000005545	ENSLOCG00000004630	Lepisosteus_oculatus
ENSCMIP00000028986	ENSCMIG00000012561	Callorhinchus_milii
