ENSCGOP00000042092	ENSCGOG00000019039	Cottoperca_gobio
ENSLACP00000002137	ENSLACG00000001911	Latimeria_chalumnae
ENSORLP00020033446	ENSORLG00020019433	Oryzias_latipes_ASM223471v1
ENSPNYP00000019845	ENSPNYG00000015020	Pundamilia_nyererei
ENSMMOP00000023388	ENSMMOG00000017798	Mola_mola
ENSAMXP00005006709	ENSAMXG00005004004	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAOCP00000008060	ENSAOCG00000011991	Amphiprion_ocellaris
ENSPLAP00000020612	ENSPLAG00000003662	Poecilia_latipinna
ENSGACP00000015036	ENSGACG00000011375	Gasterosteus_aculeatus
ENSFHEP00000026861	ENSFHEG00000009951	Fundulus_heteroclitus
ENSDARP00000022655	ENSDARG00000101628	Danio_rerio	ENSDART00000019446
ENSORLP00000015162	ENSORLG00000012117	Oryzias_latipes_ASM223467v1
ENSACLP00000001517	ENSACLG00000001059	Astatotilapia_calliptera
ENSCHAP00000037082	ENSCHAG00000017486	Clupea_harengus
ENSORLP00015028080	ENSORLG00015010476	Oryzias_latipes_ASM223469v1
ENSLBEP00000002191	ENSLBEG00000001730	Labrus_bergylta
ENSAPEP00000013245	ENSAPEG00000009432	Amphiprion_percula
ENSAMXP00000025564	ENSAMXG00000024858	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCABP00000014332	ENSCABG00000010701	Chelonoidis_abingdonii
ENSSMRP00000018212	ENSSMRG00000014174	Salvator_merianae
ENSXCOP00000027594	ENSXCOG00000020596	Xiphophorus_couchianus
ENSNBRP00000007744	ENSNBRG00000006042	Neolamprologus_brichardi
ENSSPAP00000009847	ENSSPAG00000007499	Stegastes_partitus
ENSPFOP00000020757	ENSPFOG00000020633	Poecilia_formosa
ENSCVAP00000007008	ENSCVAG00000008611	Cyprinodon_variegatus
ENSGMOP00000018710	ENSGMOG00000017418	Gadus_morhua
ENSONIP00000025745	ENSONIG00000020440	Oreochromis_niloticus
ENSCPBP00000009514	ENSCPBG00000007357	Chrysemys_picta_bellii
ENSPKIP00000012308	ENSPKIG00000000148	Paramormyrops_kingsleyae
ENSIPUP00000009199	ENSIPUG00000006285	Ictalurus_punctatus
ENSEEEP00000040605	ENSEEEG00000019237	Electrophorus_electricus
ENSHCOP00000007528	ENSHCOG00000009583	Hippocampus_comes
ENSPMEP00000012821	ENSPMEG00000015075	Poecilia_mexicana
ENSHBUP00000031636	ENSHBUG00000017436	Haplochromis_burtoni
ENSPRNP00000003439	ENSPRNG00000002057	Parambassis_ranga
ENSLCRP00005048259	ENSLCRG00005018247	Larimichthys_crocea
ENSSLDP00000032766	ENSSLDG00000025115	Seriola_lalandi_dorsalis
ENSMALP00000015910	ENSMALG00000011165	Monopterus_albus
ENSLCAP00010037129	ENSLCAG00010017367	Lates_calcarifer
ENSMAMP00000006672	ENSMAMG00000004542	Mastacembelus_armatus
ENSAPOP00000019999	ENSAPOG00000023536	Acanthochromis_polyacanthus
ENSPKIP00000033940	ENSPKIG00000013472	Paramormyrops_kingsleyae
ENSDCDP00000051190	ENSDCDG00000031153	Denticeps_clupeoides	ENSDCDT00000062941
ENSOMEP00000010959	ENSOMEG00000012237	Oryzias_melastigma
ENSGMOP00000010244	ENSGMOG00000009589	Gadus_morhua
ENSKMAP00000002734	ENSKMAG00000002102	Kryptolebias_marmoratus
ENSSMAP00000013936	ENSSMAG00000008555	Scophthalmus_maximus
ENSAMXP00000026274	ENSAMXG00000025568	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSECRP00000002435	ENSECRG00000001670	Erpetoichthys_calabaricus
ENSSDUP00000023402	ENSSDUG00000017022	Seriola_dumerili
ENSPNAP00000023462	ENSPNAG00000008021	Pygocentrus_nattereri
ENSEEEP00000049166	ENSEEEG00000023102	Electrophorus_electricus	ENSEEET00000049703
ENSMZEP00005023541	ENSMZEG00005017616	Maylandia_zebra
ENSBSLP00000049452	ENSBSLG00000023532	Betta_splendens
ENSTNIP00000014325	ENSTNIG00000011380	Tetraodon_nigroviridis
ENSGWIP00000020126	ENSGWIG00000010936	Gouania_willdenowi
ENSXMAP00000019937	ENSXMAG00000019890	Xiphophorus_maculatus
ENSLOCP00000021423	ENSLOCG00000017318	Lepisosteus_oculatus
ENSPMGP00000005996	ENSPMGG00000005042	Periophthalmus_magnuspinnatus
ENSIPUP00000033531	ENSIPUG00000022550	Ictalurus_punctatus
ENSGAFP00000032375	ENSGAFG00000021810	Gambusia_affinis
ENSDCDP00000063740	ENSDCDG00000035857	Denticeps_clupeoides
ENSSPUP00000003585	ENSSPUG00000002743	Sphenodon_punctatus
ENSATEP00000029176	ENSATEG00000020134	Anabas_testudineus
ENSHHUP00000062794	ENSHHUG00000037106	Hucho_hucho
ENSHHUP00000029842	ENSHHUG00000019014	Hucho_hucho
ENSAMXP00005031187	ENSAMXG00005015319	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSACIP00000001432	ENSACIG00000001189	Amphilophus_citrinellus
ENSPREP00000028461	ENSPREG00000019266	Poecilia_reticulata
ENSPNAP00000008362	ENSPNAG00000013961	Pygocentrus_nattereri
ENSCHAP00000005721	ENSCHAG00000003653	Clupea_harengus	ENSCHAT00000006494
ENSTRUP00000029445	ENSTRUG00000011651	Takifugu_rubripes
