ENSEASP00005025744	ENSEASG00005017572	Equus_asinus_asinus
ENSFCAP00000020384	ENSFCAG00000039973	Felis_catus
ENSBIXP00000015872	ENSBIXG00000000417	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038661	ENSBIXG00005003508	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000015665	ENSBMUG00000011929	Bos_mutus
ENSBBBP00000026698	ENSBBBG00000022660	Bison_bison_bison
ENSBIXP00000034916	ENSBIXG00000018009	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000059513	ENSBTAG00000053502	Bos_taurus
ENSBIXP00005017196	ENSBIXG00005020677	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00005038619	ENSBIXG00005020710	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPSMP00000014227	ENSPSMG00000010206	Prolemur_simus
