ENSCHAP00000061977	ENSCHAG00000027590	Clupea_harengus
ENSDCDP00000004400	ENSDCDG00000002223	Denticeps_clupeoides
ENSAMXP00000015940	ENSAMXG00000015479	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005005892	ENSAMXG00005003414	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000036654	ENSPNAG00000027691	Pygocentrus_nattereri
ENSIPUP00000001776	ENSIPUG00000001255	Ictalurus_punctatus
ENSEEEP00000032889	ENSEEEG00000015654	Electrophorus_electricus
ENSDARP00000037712	ENSDARG00000022970	Danio_rerio
ENSCSEP00000014999	ENSCSEG00000009641	Cynoglossus_semilaevis
ENSTRUP00000032351	ENSTRUG00000012779	Takifugu_rubripes
ENSMALP00000002418	ENSMALG00000001806	Monopterus_albus
ENSPFOP00000024199	ENSPFOG00000023234	Poecilia_formosa
ENSPMEP00000011012	ENSPMEG00000013074	Poecilia_mexicana
ENSPLAP00000029898	ENSPLAG00000020511	Poecilia_latipinna
ENSPREP00000026179	ENSPREG00000017689	Poecilia_reticulata
ENSXCOP00000006702	ENSXCOG00000005188	Xiphophorus_couchianus
ENSXMAP00000006113	ENSXMAG00000006090	Xiphophorus_maculatus
ENSGAFP00000008320	ENSGAFG00000005654	Gambusia_affinis
ENSCVAP00000001330	ENSCVAG00000002301	Cyprinodon_variegatus
ENSFHEP00000008087	ENSFHEG00000009284	Fundulus_heteroclitus
ENSORLP00000008019	ENSORLG00000006381	Oryzias_latipes_ASM223467v1
ENSORLP00015022095	ENSORLG00015001306	Oryzias_latipes_ASM223469v1
ENSORLP00020003550	ENSORLG00020004364	Oryzias_latipes_ASM223471v1
ENSOMEP00000031439	ENSOMEG00000016274	Oryzias_melastigma
ENSGWIP00000033012	ENSGWIG00000016952	Gouania_willdenowi
ENSAOCP00000001730	ENSAOCG00000004803	Amphiprion_ocellaris
ENSAPEP00000003277	ENSAPEG00000002359	Amphiprion_percula
ENSAPOP00000028900	ENSAPOG00000014466	Acanthochromis_polyacanthus
ENSSPAP00000011351	ENSSPAG00000008625	Stegastes_partitus
ENSLCAP00010056498	ENSLCAG00010026371	Lates_calcarifer
ENSKMAP00000006175	ENSKMAG00000004676	Kryptolebias_marmoratus
ENSLCRP00005035063	ENSLCRG00005013702	Larimichthys_crocea
ENSLBEP00000032988	ENSLBEG00000024848	Labrus_bergylta
ENSCGOP00000010577	ENSCGOG00000005211	Cottoperca_gobio
ENSGACP00000002947	ENSGACG00000002268	Gasterosteus_aculeatus
ENSMMOP00000006749	ENSMMOG00000005270	Mola_mola
ENSPMGP00000025899	ENSPMGG00000020880	Periophthalmus_magnuspinnatus
ENSSLDP00000004696	ENSSLDG00000003729	Seriola_lalandi_dorsalis
ENSSDUP00000024437	ENSSDUG00000017745	Seriola_dumerili
ENSLCAP00010020148	ENSLCAG00010009519	Lates_calcarifer
ENSSMAP00000032607	ENSSMAG00000019982	Scophthalmus_maximus
ENSATEP00000024767	ENSATEG00000017189	Anabas_testudineus
ENSBSLP00000010370	ENSBSLG00000004873	Betta_splendens
ENSMAMP00000032646	ENSMAMG00000021972	Mastacembelus_armatus
ENSPNYP00000004269	ENSPNYG00000003295	Pundamilia_nyererei
ENSHBUP00000028499	ENSHBUG00000012326	Haplochromis_burtoni
ENSMZEP00005032395	ENSMZEG00005024133	Maylandia_zebra
ENSACLP00000028769	ENSACLG00000019468	Astatotilapia_calliptera
