ENSGALP00000066935	ENSGALG00000030687	Gallus_gallus
ENSHBUP00000011820	ENSHBUG00000013526	Haplochromis_burtoni
ENSUPAP00010022488	ENSUPAG00010017847	Urocitellus_parryii
ENSTTRP00000011434	ENSTTRG00000012065	Tursiops_truncatus
ENSPTEP00000025832	ENSPTEG00000026044	Piliocolobus_tephrosceles
ENSCCNP00000005578	ENSCCNG00000005909	Castor_canadensis
ENSCMIP00000040157	ENSCMIG00000016773	Callorhinchus_milii
ENSMUNP00000002255	ENSMUNG00000002000	Melopsittacus_undulatus
ENSCGRP00000005843	ENSCGRG00000004282	Cricetulus_griseus_CriGri_1.0
ENSFHEP00000000517	ENSFHEG00000001234	Fundulus_heteroclitus
ENSTSYP00000029254	ENSTSYG00000033523	Carlito_syrichta
ENSCGOP00000040109	ENSCGOG00000018300	Cottoperca_gobio
ENSORLP00020021790	ENSORLG00020001748	Oryzias_latipes_ASM223471v1
ENSDCDP00000028725	ENSDCDG00000020624	Denticeps_clupeoides
ENSPRNP00000025237	ENSPRNG00000012801	Parambassis_ranga
ENSNSUP00000008189	ENSNSUG00000006365	Notechis_scutatus
ENSOARP00000011197	ENSOARG00000010439	Ovis_aries
ENSNPEP00000013852	ENSNPEG00000010350	Nothoprocta_perdicaria
ENSPKIP00000009794	ENSPKIG00000024758	Paramormyrops_kingsleyae
ENSIPUP00000011781	ENSIPUG00000008020	Ictalurus_punctatus
ENSXMAP00000003610	ENSXMAG00000003595	Xiphophorus_maculatus
ENSTGEP00000030167	ENSTGEG00000024222	Theropithecus_gelada
ENSCPBP00000001328	ENSCPBG00000001091	Chrysemys_picta_bellii
ENSAPOP00000021853	ENSAPOG00000002676	Acanthochromis_polyacanthus
ENSBBBP00000005996	ENSBBBG00000014605	Bison_bison_bison
ENSBMUP00000017850	ENSBMUG00000013504	Bos_mutus
ENSMLEP00000015666	ENSMLEG00000032021	Mandrillus_leucophaeus
ENSSSCP00000055989	ENSSSCG00000033355	Sus_scrofa_strain_reference
ENSPNAP00000032304	ENSPNAG00000003637	Pygocentrus_nattereri
ENSPCAP00000001667	ENSPCAG00000001791	Procavia_capensis
ENSHCOP00000024253	ENSHCOG00000013484	Hippocampus_comes
ENSMAMP00000007030	ENSMAMG00000004718	Mastacembelus_armatus
ENSGAFP00000007020	ENSGAFG00000004778	Gambusia_affinis
ENSSMAP00000003782	ENSSMAG00000002330	Scophthalmus_maximus
ENSCATP00000020119	ENSCATG00000033781	Cercocebus_atys
ENSRNOP00000015104	ENSRNOG00000011323	Rattus_norvegicus
ENSCPOP00000033146	ENSCPOG00000037841	Cavia_porcellus
ENSSPAP00000020514	ENSSPAG00000015431	Stegastes_partitus
ENSPSMP00000007513	ENSPSMG00000005572	Prolemur_simus
ENSSPUP00000014786	ENSSPUG00000011408	Sphenodon_punctatus
ENSCSAP00000012612	ENSCSAG00000016552	Chlorocebus_sabaeus
ENSAMXP00000015971	ENSAMXG00000015522	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSCPRP00005004043	ENSCPRG00005002929	Crocodylus_porosus
ENSMNEP00000039203	ENSMNEG00000042561	Macaca_nemestrina
ENSDNVP00000011305	ENSDNVG00000007984	Dromaius_novaehollandiae
ENSCAPP00000012358	ENSCAPG00000013241	Cavia_aperea
ENSPNYP00000000860	ENSPNYG00000000690	Pundamilia_nyererei
ENSELUP00000018530	ENSELUG00000018010	Esox_lucius
ENSAHAP00000003429	ENSAHAG00000002706	Apteryx_haastii
ENSPCOP00000001019	ENSPCOG00000003250	Propithecus_coquereli
ENSAMEP00000003528	ENSAMEG00000003341	Ailuropoda_melanoleuca
ENSGGOP00000000821	ENSGGOG00000000834	Gorilla_gorilla
ENSMUSP00000046705	ENSMUSG00000033595	Mus_musculus_strain_reference_(CL57BL6)
ENSXCOP00000020447	ENSXCOG00000015315	Xiphophorus_couchianus
ENSOCUP00000001746	ENSOCUG00000002020	Oryctolagus_cuniculus
ENSLAFP00000015426	ENSLAFG00000018409	Loxodonta_africana
ENSCLAP00000021461	ENSCLAG00000014697	Chinchilla_lanigera
ENSNBRP00000012321	ENSNBRG00000009562	Neolamprologus_brichardi
ENSCCEP00000006142	ENSCCEG00000006635	Cyanistes_caeruleus
ENSNLEP00000038380	ENSNLEG00000027653	Nomascus_leucogenys
ENSLOCP00000018472	ENSLOCG00000014999	Lepisosteus_oculatus
MGP_PahariEiJ_P0085403	MGP_PahariEiJ_G0030502	Mus_pahari_strain_PAHARI_EIJ
ENSMFAP00000017774	ENSMFAG00000031993	Macaca_fascicularis
ENSACIP00000026107	ENSACIG00000020211	Amphilophus_citrinellus
ENSJJAP00000006751	ENSJJAG00000011324	Jaculus_jaculus
ENSEEEP00000006971	ENSEEEG00000003659	Electrophorus_electricus
ENSAPLP00000014594	ENSAPLG00000014758	Anas_platyrhynchos_platyrhynchos
ENSMPUP00000003882	ENSMPUG00000003913	Mustela_putorius_furo
ENSATEP00000027389	ENSATEG00000018884	Anabas_testudineus
ENSKMAP00000026583	ENSKMAG00000019735	Kryptolebias_marmoratus
ENSCHOP00000003776	ENSCHOG00000004269	Choloepus_hoffmanni
ENSCGRP00001019324	ENSCGRG00001018802	Cricetulus_griseus_CHOK1GS_HDv1
ENSEASP00005027678	ENSEASG00005018833	Equus_asinus_asinus
ENSHHUP00000081824	ENSHHUG00000047566	Hucho_hucho
ENSACLP00000023689	ENSACLG00000016099	Astatotilapia_calliptera
ENSMLUP00000018013	ENSMLUG00000029448	Myotis_lucifugus
ENSBTAP00000006011	ENSBTAG00000004578	Bos_taurus
ENSMAUP00000003304	ENSMAUG00000003562	Mesocricetus_auratus
ENSONIP00000013855	ENSONIG00000011011	Oreochromis_niloticus
ENSABRP00000005275	ENSABRG00000004908	Anser_brachyrhynchus
ENSCCAP00000038036	ENSCCAG00000036853	Cebus_capucinus_imitator
ENSUAMP00000002666	ENSUAMG00000002430	Ursus_americanus
ENSCAFP00020022649	ENSCAFG00020017857	Canis_lupus_dingo
ENSODEP00000009002	ENSODEG00000006726	Octodon_degus
ENSSLDP00000019201	ENSSLDG00000015063	Seriola_lalandi_dorsalis
ENSSHAP00000021371	ENSSHAG00000018114	Sarcophilus_harrisii
ENSAOCP00000012467	ENSAOCG00000016942	Amphiprion_ocellaris
ENSAPEP00000011690	ENSAPEG00000008246	Amphiprion_percula
ENSMSIP00000037442	ENSMSIG00000031184	Mus_spicilegus
ENSRBIP00000003072	ENSRBIG00000014202	Rhinopithecus_bieti
ENSMODP00000011972	ENSMODG00000009582	Monodelphis_domestica
ENSOANP00000029312	ENSOANG00000031756	Ornithorhynchus_anatinus
ENSCABP00000024227	ENSCABG00000017868	Chelonoidis_abingdonii	ENSCABT00000026549
ENSVVUP00000008485	ENSVVUG00000006376	Vulpes_vulpes
ENSPPRP00000022425	ENSPPRG00000012959	Panthera_pardus
ENSNMEP00000002303	ENSNMEG00000002963	Numida_meleagris
ENSPVIP00000024002	ENSPVIG00000018020	Pogona_vitticeps
ENSGWIP00000023829	ENSGWIG00000012701	Gouania_willdenowi
ENSFALP00000000018	ENSFALG00000000017	Ficedula_albicollis
ENSLCOP00000003831	ENSLCOG00000002892	Lepidothrix_coronata
ENSSCAP00000007177	ENSSCAG00000005540	Serinus_canaria
ENSSFOP00015007341	ENSSFOG00015004854	Scleropages_formosus
ENSMUGP00000011805	ENSMUGG00000010327	Meriones_unguiculatus
ENSMALP00000027223	ENSMALG00000018888	Monopterus_albus
ENSDORP00000020962	ENSDORG00000024991	Dipodomys_ordii
ENSCJPP00005002217	ENSCJPG00005002404	Coturnix_japonica
ENSRROP00000015084	ENSRROG00000031727	Rhinopithecus_roxellana
ENSSBOP00000031202	ENSSBOG00000031807	Saimiri_boliviensis_boliviensis
ENSPFOP00000017760	ENSPFOG00000017663	Poecilia_formosa
ENSFDAP00000000335	ENSFDAG00000010621	Fukomys_damarensis
MGP_CAROLIEiJ_P0037311	MGP_CAROLIEiJ_G0019485	Mus_caroli_strain_CAROLI_EIJ
ENSSFOP00015019020	ENSSFOG00015012246	Scleropages_formosus
ENSPTIP00000021434	ENSPTIG00000018591	Panthera_tigris_altaica
ENSBSLP00000055524	ENSBSLG00000025930	Betta_splendens
ENSSMRP00000019910	ENSSMRG00000015510	Salvator_merianae
ENSGAGP00000028072	ENSGAGG00000020395	Gopherus_agassizii	ENSGAGT00000031896
ENSCPGP00000000555	ENSCPGG00000000454	Calidris_pygmaea
ENSSDUP00000031782	ENSSDUG00000022840	Seriola_dumerili
ENSMZEP00005010160	ENSMZEG00005007675	Maylandia_zebra
ENSCAFP00000014169	ENSCAFG00000009637	Canis_lupus_familiaris
ENSAOWP00000010891	ENSAOWG00000007495	Apteryx_owenii
ENSBIXP00000022376	ENSBIXG00000025242	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSGMOP00000010178	ENSGMOG00000009522	Gadus_morhua
ENSBIXP00005024441	ENSBIXG00005004632	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSORLP00015031069	ENSORLG00015015138	Oryzias_latipes_ASM223469v1
ENSUMAP00000008327	ENSUMAG00000006351	Ursus_maritimus
ENSMICP00000032660	ENSMICG00000001018	Microcebus_murinus
ENSMMOP00000016490	ENSMMOG00000012572	Mola_mola
ENSDARP00000060624	ENSDARG00000041358	Danio_rerio
ENSFCAP00000004900	ENSFCAG00000005286	Felis_catus
ENSCJAP00000062579	ENSCJAG00000020317	Callithrix_jacchus
ENSECRP00000000505	ENSECRG00000000298	Erpetoichthys_calabaricus
ENSNGAP00000012524	ENSNGAG00000014366	Nannospalax_galili
ENSORLP00000017695	ENSORLG00000014110	Oryzias_latipes_ASM223467v1
ENSPKIP00000037068	ENSPKIG00000015401	Paramormyrops_kingsleyae
ENSMEUP00000008757	ENSMEUG00000009605	Notamacropus_eugenii
ENSPANP00000024266	ENSPANG00000032628	Papio_anubis
ENSCPUP00000023566	ENSCPUG00000016000	Calidris_pugnax
ENSCPUP00000023567	ENSCPUG00000016001	Calidris_pugnax
ENSHGLP00000022353	ENSHGLG00000015939	Heterocephalus_glaber_HetGla_female_1.0
ENSOMEP00000031514	ENSOMEG00000016404	Oryzias_melastigma
ENSARWP00000016950	ENSARWG00000011693	Apteryx_rowi
ENSPSIP00000007404	ENSPSIG00000006794	Pelodiscus_sinensis
ENSMOCP00000025947	ENSMOCG00000021903	Microtus_ochrogaster
ENSJHYP00000005033	ENSJHYG00000004128	Junco_hyemalis
ENSHHUP00000025065	ENSHHUG00000015800	Hucho_hucho
ENSETEP00000002392	ENSETEG00000002923	Echinops_telfairi
ENSPREP00000001034	ENSPREG00000000794	Poecilia_reticulata
ENSMMMP00000019714	ENSMMMG00000017411	Marmota_marmota_marmota
ENSHGLP00100022451	ENSHGLG00100016513	Heterocephalus_glaber_HetGla_1.0
ENSLCAP00010050661	ENSLCAG00010023614	Lates_calcarifer
ENSVURP00010009868	ENSVURG00010007630	Vombatus_ursinus
ENSCGRP00015008827	ENSCGRG00015006817	Cricetulus_griseus_CriGri-PICR
ENSANAP00000024507	ENSANAG00000029953	Aotus_nancymaae
ENSPLAP00000025736	ENSPLAG00000013058	Poecilia_latipinna
ENSOPRP00000011955	ENSOPRG00000013108	Ochotona_princeps
ENSLBEP00000009341	ENSLBEG00000007234	Labrus_bergylta
ENSGACP00000016400	ENSGACG00000012399	Gasterosteus_aculeatus
ENSCHAP00000044779	ENSCHAG00000020747	Clupea_harengus
ENSCPUP00000023573	ENSCPUG00000016002	Calidris_pugnax
ENSMMUP00000017106	ENSMMUG00000013028	Macaca_mulatta
ENSLACP00000017323	ENSLACG00000015258	Latimeria_chalumnae
ENSTRUP00000042405	ENSTRUG00000016585	Takifugu_rubripes
ENSPCIP00000016482	ENSPCIG00000012704	Phascolarctos_cinereus
ENSPVAP00000009300	ENSPVAG00000009867	Pteropus_vampyrus
ENSPMEP00000031749	ENSPMEG00000019103	Poecilia_mexicana
ENSECAP00000017826	ENSECAG00000020126	Equus_caballus
ENSPPYP00000020636	ENSPPYG00000018415	Pongo_abelii
ENSSTOP00000014781	ENSSTOG00000016514	Ictidomys_tridecemlineatus
ENSPPAP00000027634	ENSPPAG00000036882	Pan_paniscus
ENSP00000302297	ENSG00000168481	Homo_sapiens
ENSCSEP00000028628	ENSCSEG00000018318	Cynoglossus_semilaevis
ENSLSDP00000022057	ENSLSDG00000015577	Lonchura_striata_domestica
ENSLSDP00000022059	ENSLSDG00000015578	Lonchura_striata_domestica
ENSOGAP00000004375	ENSOGAG00000004899	Otolemur_garnettii
ENSTNIP00000022036	ENSTNIG00000018851	Tetraodon_nigroviridis
ENSLCRP00005056354	ENSLCRG00005020980	Larimichthys_crocea
ENSCHIP00000030874	ENSCHIG00000025450	Capra_hircus
ENSSDAP00000005387	ENSSDAG00000005026	Spermophilus_dauricus
ENSNSUP00000008192	ENSNSUG00000006367	Notechis_scutatus
ENSNSUP00000008193	ENSNSUG00000006368	Notechis_scutatus
ENSNSUP00000008190	ENSNSUG00000006366	Notechis_scutatus
ENSDNOP00000032239	ENSDNOG00000042666	Dasypus_novemcinctus
ENSPTRP00000054912	ENSPTRG00000020052	Pan_troglodytes
ENSNVIP00000028763	ENSNVIG00000022182	Neovison_vison
ENSCANP00000014733	ENSCANG00000030813	Colobus_angolensis_palliatus
ENSPMJP00000024167	ENSPMJG00000017771	Parus_major
ENSPMGP00000029843	ENSPMGG00000024017	Periophthalmus_magnuspinnatus
ENSCVAP00000027985	ENSCVAG00000014752	Cyprinodon_variegatus
ENSPEMP00000024682	ENSPEMG00000021332	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0039042	MGP_SPRETEiJ_G0020377	Mus_spretus_strain_SPRET/EiJ
ENSAMXP00005045060	ENSAMXG00005020887	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSEEUP00000010856	ENSEEUG00000011878	Erinaceus_europaeus
