ENSCABP00000025544	ENSCABG00000018748	Chelonoidis_abingdonii
ENSGAGP00000005206	ENSGAGG00000004226	Gopherus_agassizii
ENSCPBP00000017620	ENSCPBG00000012902	Chrysemys_picta_bellii
ENSPSIP00000006556	ENSPSIG00000006005	Pelodiscus_sinensis
ENSCPRP00005006917	ENSCPRG00005004900	Crocodylus_porosus
ENSPVIP00000014534	ENSPVIG00000011240	Pogona_vitticeps
ENSACAP00000013017	ENSACAG00000013187	Anolis_carolinensis
ENSNSUP00000026606	ENSNSUG00000019079	Notechis_scutatus
ENSSMRP00000030728	ENSSMRG00000023551	Salvator_merianae
ENSSPUP00000019322	ENSSPUG00000014847	Sphenodon_punctatus
ENSCHIP00000023135	ENSCHIG00000020835	Capra_hircus
ENSOARP00000013327	ENSOARG00000012434	Ovis_aries
ENSBTAP00000003873	ENSBTAG00000002974	Bos_taurus
ENSBIXP00000036543	ENSBIXG00000020038	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005019552	ENSBIXG00005022712	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000028374	ENSBMUG00000021264	Bos_mutus
ENSBBBP00000014311	ENSBBBG00000022022	Bison_bison_bison
ENSTTRP00000008991	ENSTTRG00000009486	Tursiops_truncatus
ENSSSCP00000016190	ENSSSCG00000015267	Sus_scrofa_strain_reference
ENSVPAP00000004776	ENSVPAG00000005149	Vicugna_pacos
ENSUAMP00000029426	ENSUAMG00000022671	Ursus_americanus
ENSUMAP00000024423	ENSUMAG00000017777	Ursus_maritimus
ENSAMEP00000018025	ENSAMEG00000017040	Ailuropoda_melanoleuca
ENSNVIP00000032439	ENSNVIG00000024991	Neovison_vison
ENSMPUP00000015492	ENSMPUG00000015602	Mustela_putorius_furo
ENSCAFP00000022059	ENSCAFG00000014986	Canis_lupus_familiaris
ENSCAFP00020028110	ENSCAFG00020022048	Canis_lupus_dingo
ENSVVUP00000034940	ENSVVUG00000025146	Vulpes_vulpes
ENSPPRP00000022835	ENSPPRG00000013227	Panthera_pardus
ENSPTIP00000008647	ENSPTIG00000009950	Panthera_tigris_altaica
ENSFCAP00000034352	ENSFCAG00000008433	Felis_catus
ENSMLUP00000005654	ENSMLUG00000006192	Myotis_lucifugus
ENSPVAP00000009000	ENSPVAG00000009554	Pteropus_vampyrus
ENSEASP00005027887	ENSEASG00005018955	Equus_asinus_asinus
ENSEEUP00000010403	ENSEEUG00000011396	Erinaceus_europaeus
ENSSARP00000003688	ENSSARG00000004047	Sorex_araneus
ENSHGLP00000021720	ENSHGLG00000015516	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004532	ENSHGLG00100003423	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017508	ENSFDAG00000006058	Fukomys_damarensis
ENSCLAP00000014460	ENSCLAG00000009977	Chinchilla_lanigera
ENSODEP00000017109	ENSODEG00000012606	Octodon_degus
ENSCPOP00000012602	ENSCPOG00000013986	Cavia_porcellus
ENSCAPP00000008119	ENSCAPG00000009882	Cavia_aperea
ENSUPAP00010000066	ENSUPAG00010000096	Urocitellus_parryii
ENSCCNP00000023711	ENSCCNG00000023269	Castor_canadensis
ENSDORP00000004426	ENSDORG00000004731	Dipodomys_ordii
ENSMSIP00000027179	ENSMSIG00000022922	Mus_spicilegus
ENSMUSP00000044405	ENSMUSG00000040170	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0021870	MGP_SPRETEiJ_G0015585	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0020810	MGP_CAROLIEiJ_G0014778	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0076076	MGP_PahariEiJ_G0028015	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000004762	ENSRNOG00000003510	Rattus_norvegicus
