ENSGAGP00000006280	ENSGAGG00000004053	Gopherus_agassizii
ENSCABP00000006560	ENSCABG00000004523	Chelonoidis_abingdonii
ENSCPBP00000006415	ENSCPBG00000005025	Chrysemys_picta_bellii
ENSPSIP00000009242	ENSPSIG00000008409	Pelodiscus_sinensis
ENSCPUP00000011528	ENSCPUG00000008181	Calidris_pugnax	ENSCPUT00000013737
ENSAPLP00000030724	ENSAPLG00000017836	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000003778	ENSAHAG00000002939	Apteryx_haastii
ENSCPGP00000008650	ENSCPGG00000006121	Calidris_pygmaea	ENSCPGT00000009497
ENSTGUP00000015958	ENSTGUG00000015629	Taeniopygia_guttata
ENSSPUP00000002946	ENSSPUG00000002280	Sphenodon_punctatus
ENSOANP00000029410	ENSOANG00000030502	Ornithorhynchus_anatinus
ENSPVAP00000003492	ENSPVAG00000003693	Pteropus_vampyrus
ENSMLUP00000013786	ENSMLUG00000015123	Myotis_lucifugus
ENSEASP00005015072	ENSEASG00005010534	Equus_asinus_asinus
ENSEASP00005015066	ENSEASG00005010517	Equus_asinus_asinus
ENSECAP00000044738	ENSECAG00000023182	Equus_caballus
ENSBIXP00000025999	ENSBIXG00000028081	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005043242	ENSBIXG00005026880	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000018180	ENSBMUG00000013761	Bos_mutus
ENSBTAP00000015961	ENSBTAG00000012032	Bos_taurus
ENSBBBP00000007549	ENSBBBG00000003458	Bison_bison_bison
ENSCHIP00000022161	ENSCHIG00000020219	Capra_hircus
ENSOARP00000017441	ENSOARG00000016237	Ovis_aries
ENSTTRP00000009062	ENSTTRG00000009561	Tursiops_truncatus
ENSSSCP00000043736	ENSSSCG00000013642	Sus_scrofa_strain_reference
ENSUMAP00000034871	ENSUMAG00000025093	Ursus_maritimus
ENSUAMP00000023831	ENSUAMG00000018637	Ursus_americanus
ENSAMEP00000012127	ENSAMEG00000011455	Ailuropoda_melanoleuca
ENSNVIP00000031306	ENSNVIG00000024079	Neovison_vison
ENSMPUP00000006618	ENSMPUG00000006672	Mustela_putorius_furo
ENSCAFP00020031356	ENSCAFG00020024472	Canis_lupus_dingo
ENSCAFP00000051833	ENSCAFG00000017790	Canis_lupus_familiaris
ENSVVUP00000023642	ENSVVUG00000017287	Vulpes_vulpes
ENSPPRP00000002223	ENSPPRG00000023496	Panthera_pardus
ENSPTIP00000006252	ENSPTIG00000008199	Panthera_tigris_altaica
ENSFCAP00000004512	ENSFCAG00000004881	Felis_catus
ENSPTRP00000092904	ENSPTRG00000010470	Pan_troglodytes
ENSPPAP00000042582	ENSPPAG00000043851	Pan_paniscus
ENSP00000370078	ENSG00000065989	Homo_sapiens
ENSGGOP00000030052	ENSGGOG00000026422	Gorilla_gorilla
ENSPPYP00000010715	ENSPPYG00000009552	Pongo_abelii
ENSNLEP00000034604	ENSNLEG00000012207	Nomascus_leucogenys
ENSRBIP00000024708	ENSRBIG00000036253	Rhinopithecus_bieti
ENSRROP00000010692	ENSRROG00000029729	Rhinopithecus_roxellana
ENSCANP00000007211	ENSCANG00000023763	Colobus_angolensis_palliatus
ENSPTEP00000035770	ENSPTEG00000033684	Piliocolobus_tephrosceles
ENSMMUP00000031853	ENSMMUG00000016122	Macaca_mulatta
ENSMFAP00000010017	ENSMFAG00000004722	Macaca_fascicularis
ENSMNEP00000033907	ENSMNEG00000040163	Macaca_nemestrina
ENSTGEP00000031154	ENSTGEG00000024959	Theropithecus_gelada
ENSPANP00000002853	ENSPANG00000007730	Papio_anubis
ENSMLEP00000013655	ENSMLEG00000030983	Mandrillus_leucophaeus
ENSCATP00000042974	ENSCATG00000044053	Cercocebus_atys
ENSCSAP00000003388	ENSCSAG00000007204	Chlorocebus_sabaeus
ENSCCAP00000020036	ENSCCAG00000027835	Cebus_capucinus_imitator
ENSSBOP00000036863	ENSSBOG00000034527	Saimiri_boliviensis_boliviensis
ENSCJAP00000012463	ENSCJAG00000006698	Callithrix_jacchus
ENSANAP00000014206	ENSANAG00000024994	Aotus_nancymaae
ENSTSYP00000017210	ENSTSYG00000028732	Carlito_syrichta
