ENSRROP00000033475	ENSRROG00000040326	Rhinopithecus_roxellana	ENSRROT00000057914
ENSRBIP00000007955	ENSRBIG00000027891	Rhinopithecus_bieti	ENSRBIT00000031558
ENSCANP00000026427	ENSCANG00000036637	Colobus_angolensis_palliatus
ENSPTEP00000005815	ENSPTEG00000006719	Piliocolobus_tephrosceles
ENSMFAP00000011883	ENSMFAG00000019616	Macaca_fascicularis
ENSMNEP00000011287	ENSMNEG00000029995	Macaca_nemestrina
ENSCATP00000018149	ENSCATG00000032943	Cercocebus_atys
ENSPANP00000031896	ENSPANG00000034833	Papio_anubis
ENSMLEP00000035975	ENSMLEG00000042118	Mandrillus_leucophaeus
ENSCCAP00000022434	ENSCCAG00000029019	Cebus_capucinus_imitator
ENSSBOP00000027764	ENSSBOG00000030287	Saimiri_boliviensis_boliviensis
ENSANAP00000006302	ENSANAG00000021240	Aotus_nancymaae
ENSSDAP00000021888	ENSSDAG00000019926	Spermophilus_dauricus
