ENSCABP00000015431	ENSCABG00000011518	Chelonoidis_abingdonii
ENSGAGP00000027487	ENSGAGG00000019978	Gopherus_agassizii
ENSCPBP00000031080	ENSCPBG00000021834	Chrysemys_picta_bellii
ENSAOWP00000018212	ENSAOWG00000012442	Apteryx_owenii
ENSAHAP00000014781	ENSAHAG00000010637	Apteryx_haastii
ENSARWP00000023462	ENSARWG00000015990	Apteryx_rowi
ENSDNVP00000004965	ENSDNVG00000003551	Dromaius_novaehollandiae
ENSNPEP00000008308	ENSNPEG00000006243	Nothoprocta_perdicaria
ENSTGUP00000009879	ENSTGUG00000009592	Taeniopygia_guttata
ENSLSDP00000002967	ENSLSDG00000002297	Lonchura_striata_domestica
ENSSCAP00000007754	ENSSCAG00000005951	Serinus_canaria
ENSJHYP00000018012	ENSJHYG00000013737	Junco_hyemalis
ENSZALP00000007890	ENSZALG00000006947	Zonotrichia_albicollis
ENSPMJP00000003511	ENSPMJG00000003067	Parus_major
ENSFALP00000012106	ENSFALG00000011600	Ficedula_albicollis
ENSLCOP00000008958	ENSLCOG00000006553	Lepidothrix_coronata
ENSGALP00000019317	ENSGALG00000011856	Gallus_gallus
ENSCJPP00005010287	ENSCJPG00005008991	Coturnix_japonica
ENSNMEP00000012031	ENSNMEG00000011255	Numida_meleagris
ENSABRP00000005533	ENSABRG00000005188	Anser_brachyrhynchus
ENSMUNP00000018979	ENSMUNG00000014540	Melopsittacus_undulatus
ENSCPGP00000007057	ENSCPGG00000005051	Calidris_pygmaea
ENSCPUP00000001241	ENSCPUG00000000959	Calidris_pugnax
ENSPVIP00000033942	ENSPVIG00000024825	Pogona_vitticeps
ENSNSUP00000004419	ENSNSUG00000003523	Notechis_scutatus
ENSSMRP00000018141	ENSSMRG00000014117	Salvator_merianae
ENSSPUP00000006893	ENSSPUG00000005319	Sphenodon_punctatus
ENSCGRP00001017048	ENSCGRG00001017206	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015036924	ENSCGRG00015027709	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000010620	ENSMOCG00000010863	Microtus_ochrogaster
ENSPEMP00000018956	ENSPEMG00000017395	Peromyscus_maniculatus_bairdii
ENSMUSP00000019833	ENSMUSG00000019689	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000004986	ENSMSIG00000004548	Mus_spicilegus
MGP_SPRETEiJ_P0076158	MGP_SPRETEiJ_G0029235	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0073313	MGP_CAROLIEiJ_G0028236	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0049431	MGP_PahariEiJ_G0021993	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000007544	ENSRNOG00000005618	Rattus_norvegicus
ENSMUGP00000015816	ENSMUGG00000013590	Meriones_unguiculatus
ENSNGAP00000004947	ENSNGAG00000006841	Nannospalax_galili
ENSJJAP00000015268	ENSJJAG00000017491	Jaculus_jaculus
ENSDORP00000010035	ENSDORG00000010675	Dipodomys_ordii
ENSCCNP00000031913	ENSCCNG00000030326	Castor_canadensis
ENSTBEP00000007331	ENSTBEG00000008470	Tupaia_belangeri
ENSEEUP00000005642	ENSEEUG00000006217	Erinaceus_europaeus
ENSOPRP00000008136	ENSOPRG00000008895	Ochotona_princeps
ENSTGEP00000033206	ENSTGEG00000026538	Theropithecus_gelada
ENSMNEP00000037299	ENSMNEG00000041725	Macaca_nemestrina
ENSCSAP00000004675	ENSCSAG00000008418	Chlorocebus_sabaeus
ENSCANP00000001888	ENSCANG00000007088	Colobus_angolensis_palliatus
ENSPTEP00000039460	ENSPTEG00000036508	Piliocolobus_tephrosceles
ENSP00000297534	ENSG00000164898	Homo_sapiens
ENSPPYP00000020250	ENSPPYG00000018047	Pongo_abelii
ENSSBOP00000026905	ENSSBOG00000029874	Saimiri_boliviensis_boliviensis
ENSCJAP00000069047	ENSCJAG00000065476	Callithrix_jacchus
ENSANAP00000041902	ENSANAG00000038230	Aotus_nancymaae
ENSTSYP00000011917	ENSTSYG00000013019	Carlito_syrichta
ENSPCOP00000002994	ENSPCOG00000009131	Propithecus_coquereli
ENSPSMP00000027718	ENSPSMG00000019346	Prolemur_simus
