ENSVURP00010018419	ENSVURG00010014035	Vombatus_ursinus
ENSPCIP00000042000	ENSPCIG00000017923	Phascolarctos_cinereus
ENSMEUP00000010865	ENSMEUG00000011934	Notamacropus_eugenii
ENSSHAP00000021041	ENSSHAG00000017842	Sarcophilus_harrisii
ENSMODP00000021221	ENSMODG00000017011	Monodelphis_domestica
ENSOANP00000007820	ENSOANG00000004933	Ornithorhynchus_anatinus
ENSACAP00000013500	ENSACAG00000013752	Anolis_carolinensis
ENSPVIP00000016147	ENSPVIG00000012499	Pogona_vitticeps
ENSNSUP00000026028	ENSNSUG00000018715	Notechis_scutatus
ENSSMRP00000025170	ENSSMRG00000019471	Salvator_merianae
ENSTGUP00000007314	ENSTGUG00000007096	Taeniopygia_guttata
ENSLSDP00000008704	ENSLSDG00000006498	Lonchura_striata_domestica
ENSSCAP00000020055	ENSSCAG00000014465	Serinus_canaria
ENSPMJP00000008791	ENSPMJG00000007104	Parus_major
ENSFALP00000006168	ENSFALG00000005905	Ficedula_albicollis
ENSLCOP00000019645	ENSLCOG00000013918	Lepidothrix_coronata
ENSCCEP00000024331	ENSCCEG00000021647	Cyanistes_caeruleus
ENSMVIP00005006639	ENSMVIG00005005018	Manacus_vitellinus
ENSJHYP00000017285	ENSJHYG00000013189	Junco_hyemalis
ENSZALP00000003743	ENSZALG00000003640	Zonotrichia_albicollis
ENSMUNP00000005025	ENSMUNG00000004175	Melopsittacus_undulatus
ENSMUNP00000002745	ENSMUNG00000002394	Melopsittacus_undulatus
ENSCPGP00000004048	ENSCPGG00000002999	Calidris_pygmaea
ENSCPUP00000009399	ENSCPUG00000006689	Calidris_pugnax
ENSABRP00000007979	ENSABRG00000007211	Anser_brachyrhynchus
ENSAPLP00000014223	ENSAPLG00000014398	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000006891	ENSMGAG00000006829	Meleagris_gallopavo
ENSCJPP00005006757	ENSCJPG00005006255	Coturnix_japonica
ENSGALP00000071532	ENSGALG00000006101	Gallus_gallus
ENSNMEP00000018541	ENSNMEG00000016110	Numida_meleagris
ENSAOWP00000002277	ENSAOWG00000001639	Apteryx_owenii
ENSAHAP00000014325	ENSAHAG00000010310	Apteryx_haastii
ENSARWP00000014077	ENSARWG00000009740	Apteryx_rowi
ENSDNVP00000010666	ENSDNVG00000007543	Dromaius_novaehollandiae
ENSNPEP00000011246	ENSNPEG00000008449	Nothoprocta_perdicaria
ENSGAGP00000026780	ENSGAGG00000019506	Gopherus_agassizii
ENSCABP00000000750	ENSCABG00000000660	Chelonoidis_abingdonii
ENSCPBP00000020462	ENSCPBG00000014731	Chrysemys_picta_bellii
ENSPSIP00000016641	ENSPSIG00000014774	Pelodiscus_sinensis
ENSCPRP00005008799	ENSCPRG00005006295	Crocodylus_porosus
ENSSPUP00000024151	ENSSPUG00000018502	Sphenodon_punctatus
ENSCAFP00020002277	ENSCAFG00020001953	Canis_lupus_dingo
ENSCAFP00000040414	ENSCAFG00000030493	Canis_lupus_familiaris
ENSPVAP00000012722	ENSPVAG00000013488	Pteropus_vampyrus
ENSECAP00000017103	ENSECAG00000019636	Equus_caballus
ENSEASP00005033856	ENSEASG00005023160	Equus_asinus_asinus
ENSVVUP00000020432	ENSVVUG00000015040	Vulpes_vulpes
ENSUMAP00000030508	ENSUMAG00000022036	Ursus_maritimus
ENSCANP00000002498	ENSCANG00000009124	Colobus_angolensis_palliatus
ENSETEP00000001762	ENSETEG00000002171	Echinops_telfairi
ENSMLUP00000004793	ENSMLUG00000005259	Myotis_lucifugus
ENSEEUP00000005343	ENSEEUG00000005894	Erinaceus_europaeus
ENSAMEP00000001826	ENSAMEG00000001741	Ailuropoda_melanoleuca
ENSUAMP00000011376	ENSUAMG00000009303	Ursus_americanus
ENSNVIP00000024756	ENSNVIG00000019161	Neovison_vison
ENSMPUP00000008388	ENSMPUG00000008452	Mustela_putorius_furo
ENSPTIP00000025255	ENSPTIG00000021097	Panthera_tigris_altaica
ENSPPRP00000001188	ENSPPRG00000024309	Panthera_pardus
ENSFCAP00000048213	ENSFCAG00000044777	Felis_catus
ENSCHIP00000006136	ENSCHIG00000010007	Capra_hircus
ENSOARP00000010925	ENSOARG00000010188	Ovis_aries
ENSBIXP00005014842	ENSBIXG00005018785	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000015760	ENSBIXG00000000451	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000009858	ENSBTAG00000007497	Bos_taurus
