ENSCABP00000023499	ENSCABG00000017324	Chelonoidis_abingdonii
ENSGAGP00000029325	ENSGAGG00000021214	Gopherus_agassizii
ENSCPBP00000032824	ENSCPBG00000023024	Chrysemys_picta_bellii
ENSPSIP00000004215	ENSPSIG00000003974	Pelodiscus_sinensis
ENSABRP00000001728	ENSABRG00000001761	Anser_brachyrhynchus
ENSAPLP00000027871	ENSAPLG00000021922	Anas_platyrhynchos_platyrhynchos
ENSCCEP00000005305	ENSCCEG00000005862	Cyanistes_caeruleus
ENSPMJP00000009911	ENSPMJG00000007878	Parus_major
ENSZALP00000007490	ENSZALG00000006661	Zonotrichia_albicollis
ENSJHYP00000005689	ENSJHYG00000004625	Junco_hyemalis
ENSTGUP00000010757	ENSTGUG00000010431	Taeniopygia_guttata
ENSLSDP00000008206	ENSLSDG00000006141	Lonchura_striata_domestica
ENSSCAP00000005470	ENSSCAG00000004369	Serinus_canaria
ENSFALP00000013163	ENSFALG00000012611	Ficedula_albicollis
ENSMVIP00005025853	ENSMVIG00005018055	Manacus_vitellinus
ENSLCOP00000000310	ENSLCOG00000000291	Lepidothrix_coronata
ENSCJPP00005016212	ENSCJPG00005013344	Coturnix_japonica
ENSMGAP00000016876	ENSMGAG00000015937	Meleagris_gallopavo
ENSGALP00000020036	ENSGALG00000012277	Gallus_gallus
ENSNMEP00000012818	ENSNMEG00000011785	Numida_meleagris
ENSMUNP00000000713	ENSMUNG00000000668	Melopsittacus_undulatus
ENSCPUP00000022774	ENSCPUG00000015479	Calidris_pugnax
ENSAHAP00000016769	ENSAHAG00000011950	Apteryx_haastii
ENSAOWP00000016331	ENSAOWG00000011128	Apteryx_owenii
ENSARWP00000026514	ENSARWG00000017943	Apteryx_rowi
ENSDNVP00000009813	ENSDNVG00000006940	Dromaius_novaehollandiae
ENSNPEP00000015422	ENSNPEG00000011518	Nothoprocta_perdicaria
ENSCPRP00005027439	ENSCPRG00005019006	Crocodylus_porosus
ENSPVIP00000033702	ENSPVIG00000024629	Pogona_vitticeps
ENSACAP00000008258	ENSACAG00000008424	Anolis_carolinensis
ENSNSUP00000006412	ENSNSUG00000005094	Notechis_scutatus
ENSSMRP00000020119	ENSSMRG00000015682	Salvator_merianae
ENSSPUP00000014536	ENSSPUG00000011214	Sphenodon_punctatus
ENSPCIP00000047987	ENSPCIG00000032591	Phascolarctos_cinereus
ENSMEUP00000002724	ENSMEUG00000002984	Notamacropus_eugenii
ENSVURP00010004173	ENSVURG00010003336	Vombatus_ursinus
ENSMODP00000023356	ENSMODG00000018732	Monodelphis_domestica
ENSSHAP00000006935	ENSSHAG00000006027	Sarcophilus_harrisii
ENSCLAP00000024188	ENSCLAG00000016603	Chinchilla_lanigera
ENSODEP00000017565	ENSODEG00000012952	Octodon_degus
ENSHGLP00100024263	ENSHGLG00100017814	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000018855	ENSHGLG00000013511	Heterocephalus_glaber_HetGla_female_1.0
ENSDORP00000012646	ENSDORG00000013449	Dipodomys_ordii
ENSMICP00000028344	ENSMICG00000028915	Microcebus_murinus
ENSPSMP00000007395	ENSPSMG00000005501	Prolemur_simus
ENSPCOP00000021989	ENSPCOG00000023065	Propithecus_coquereli
ENSOGAP00000019302	ENSOGAG00000027848	Otolemur_garnettii
ENSSSCP00000024532	ENSSSCG00000030165	Sus_scrofa_strain_reference
ENSMUSP00000094076	ENSMUSG00000042622	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000003735	ENSMSIG00000003420	Mus_spicilegus
MGP_SPRETEiJ_P0040749	MGP_SPRETEiJ_G0020910	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0038949	MGP_CAROLIEiJ_G0020012	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042303	MGP_PahariEiJ_G0020014	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000020274	ENSMUGG00000017125	Meriones_unguiculatus
ENSCGRP00001025771	ENSCGRG00001023276	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015003593	ENSCGRG00015002837	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000006762	ENSCGRG00000004941	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000007079	ENSMAUG00000008846	Mesocricetus_auratus
ENSMOCP00000018588	ENSMOCG00000016841	Microtus_ochrogaster
ENSPEMP00000033794	ENSPEMG00000029295	Peromyscus_maniculatus_bairdii
ENSRNOP00000017181	ENSRNOG00000012886	Rattus_norvegicus
ENSNGAP00000004416	ENSNGAG00000005792	Nannospalax_galili
ENSCCNP00000000657	ENSCCNG00000000685	Castor_canadensis
ENSUPAP00010028298	ENSUPAG00010022348	Urocitellus_parryii
ENSOCUP00000016067	ENSOCUG00000006266	Oryctolagus_cuniculus
ENSP00000442060	ENSG00000185022	Homo_sapiens
