ENSPCIP00000025073	ENSPCIG00000018785	Phascolarctos_cinereus
ENSMEUP00000002030	ENSMEUG00000002212	Notamacropus_eugenii
ENSSHAP00000020333	ENSSHAG00000017245	Sarcophilus_harrisii
ENSMODP00000019973	ENSMODG00000016005	Monodelphis_domestica
ENSCAFP00000019761	ENSCAFG00000013414	Canis_lupus_familiaris
ENSVVUP00000016352	ENSVVUG00000011988	Vulpes_vulpes
ENSMPUP00000000461	ENSMPUG00000000467	Mustela_putorius_furo
ENSNVIP00000006687	ENSNVIG00000005209	Neovison_vison
ENSAMEP00000003154	ENSAMEG00000002950	Ailuropoda_melanoleuca
ENSUMAP00000031244	ENSUMAG00000022533	Ursus_maritimus
ENSPTIP00000011588	ENSPTIG00000011931	Panthera_tigris_altaica
ENSPPRP00000010780	ENSPPRG00000004864	Panthera_pardus
ENSBTAP00000059414	ENSBTAG00000019694	Bos_taurus
ENSBIXP00000012858	ENSBIXG00000017916	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000026340	ENSBMUG00000019771	Bos_mutus
ENSBBBP00000018197	ENSBBBG00000011005	Bison_bison_bison
ENSCHIP00000008617	ENSCHIG00000011689	Capra_hircus
ENSOARP00000020088	ENSOARG00000018708	Ovis_aries
ENSECAP00000016545	ENSECAG00000018514	Equus_caballus
ENSEASP00005003846	ENSEASG00005002928	Equus_asinus_asinus
ENSSARP00000007051	ENSSARG00000007745	Sorex_araneus
ENSMLUP00000008538	ENSMLUG00000009364	Myotis_lucifugus
MGP_SPRETEiJ_P0019005	MGP_SPRETEiJ_G0015008	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000015315	ENSMSIG00000012957	Mus_spicilegus
MGP_CAROLIEiJ_P0017993	MGP_CAROLIEiJ_G0014201	Mus_caroli_strain_CAROLI_EIJ
ENSMUSP00000084633	ENSMUSG00000025964	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0073307	MGP_PahariEiJ_G0027439	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000042857	ENSRNOG00000012424	Rattus_norvegicus
ENSMUGP00000001042	ENSMUGG00000000638	Meriones_unguiculatus
ENSCGRP00000017316	ENSCGRG00000012590	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015038639	ENSCGRG00015028871	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001023030	ENSCGRG00001021362	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000012065	ENSMAUG00000012410	Mesocricetus_auratus
ENSMOCP00000012011	ENSMOCG00000012227	Microtus_ochrogaster
ENSPEMP00000023408	ENSPEMG00000020455	Peromyscus_maniculatus_bairdii
ENSNGAP00000013382	ENSNGAG00000014933	Nannospalax_galili
ENSTBEP00000008586	ENSTBEG00000009883	Tupaia_belangeri
ENSPPAP00000014044	ENSPPAG00000030147	Pan_paniscus
ENSPTRP00000082661	ENSPTRG00000012846	Pan_troglodytes
ENSP00000264377	ENSG00000114948	Homo_sapiens
ENSGGOP00000034013	ENSGGOG00000012509	Gorilla_gorilla
ENSPPYP00000014651	ENSPPYG00000013110	Pongo_abelii
ENSNLEP00000031022	ENSNLEG00000007102	Nomascus_leucogenys
ENSCATP00000042039	ENSCATG00000043626	Cercocebus_atys
ENSMLEP00000008618	ENSMLEG00000028493	Mandrillus_leucophaeus
ENSTGEP00000004749	ENSTGEG00000003967	Theropithecus_gelada
ENSCSAP00000006438	ENSCSAG00000010198	Chlorocebus_sabaeus
ENSCANP00000036231	ENSCANG00000041810	Colobus_angolensis_palliatus
ENSSBOP00000000508	ENSSBOG00000001918	Saimiri_boliviensis_boliviensis
ENSANAP00000035180	ENSANAG00000035087	Aotus_nancymaae
ENSFDAP00000002050	ENSFDAG00000011878	Fukomys_damarensis
ENSHGLP00000008897	ENSHGLG00000006393	Heterocephalus_glaber_HetGla_female_1.0
ENSCAPP00000004545	ENSCAPG00000007034	Cavia_aperea
ENSCPOP00000024321	ENSCPOG00000005871	Cavia_porcellus
ENSCLAP00000006624	ENSCLAG00000004674	Chinchilla_lanigera
ENSODEP00000015121	ENSODEG00000011161	Octodon_degus
ENSUPAP00010009679	ENSUPAG00010007731	Urocitellus_parryii
ENSSDAP00000022047	ENSSDAG00000019925	Spermophilus_dauricus
ENSMMMP00000016636	ENSMMMG00000014678	Marmota_marmota_marmota
ENSDNOP00000022506	ENSDNOG00000045614	Dasypus_novemcinctus
ENSCCAP00000027391	ENSCCAG00000031476	Cebus_capucinus_imitator
ENSPCOP00000022723	ENSPCOG00000023473	Propithecus_coquereli
ENSVPAP00000006968	ENSVPAG00000007489	Vicugna_pacos
ENSSSCP00000062593	ENSSSCG00000016131	Sus_scrofa_strain_reference
ENSCAFP00020000504	ENSCAFG00020000240	Canis_lupus_dingo
ENSFCAP00000055583	ENSFCAG00000018551	Felis_catus
ENSMMUP00000073167	ENSMMUG00000011641	Macaca_mulatta
ENSMFAP00000014320	ENSMFAG00000030094	Macaca_fascicularis
ENSMNEP00000007020	ENSMNEG00000027959	Macaca_nemestrina
ENSPANP00000044721	ENSPANG00000025872	Papio_anubis
ENSRROP00000025359	ENSRROG00000036437	Rhinopithecus_roxellana
ENSRBIP00000016097	ENSRBIG00000032092	Rhinopithecus_bieti
