ENSPVIP00000007817	ENSPVIG00000006373	Pogona_vitticeps	ENSPVIT00000010060
ENSACAP00000003540	ENSACAG00000003626	Anolis_carolinensis	ENSACAT00000003628
ENSNSUP00000006144	ENSNSUG00000004902	Notechis_scutatus
ENSSMRP00000007849	ENSSMRG00000006288	Salvator_merianae
ENSSPUP00000022946	ENSSPUG00000017615	Sphenodon_punctatus
ENSAOWP00000002685	ENSAOWG00000001927	Apteryx_owenii
ENSAHAP00000012105	ENSAHAG00000008752	Apteryx_haastii
ENSARWP00000010942	ENSARWG00000007583	Apteryx_rowi
ENSDNVP00000008601	ENSDNVG00000006122	Dromaius_novaehollandiae
ENSNPEP00000019007	ENSNPEG00000014168	Nothoprocta_perdicaria
ENSCPGP00000009965	ENSCPGG00000007104	Calidris_pygmaea
ENSCPUP00000000361	ENSCPUG00000000292	Calidris_pugnax
ENSMUNP00000003236	ENSMUNG00000002762	Melopsittacus_undulatus
ENSZALP00000017672	ENSZALG00000014257	Zonotrichia_albicollis
ENSJHYP00000019960	ENSJHYG00000015146	Junco_hyemalis
ENSSCAP00000024276	ENSSCAG00000017375	Serinus_canaria
ENSFALP00000004455	ENSFALG00000004280	Ficedula_albicollis
ENSCCEP00000012057	ENSCCEG00000011669	Cyanistes_caeruleus
ENSPMJP00000010115	ENSPMJG00000008014	Parus_major
ENSMVIP00005001399	ENSMVIG00005001088	Manacus_vitellinus
ENSGALP00000053304	ENSGALG00000031360	Gallus_gallus
ENSCJPP00005002628	ENSCJPG00005002949	Coturnix_japonica
ENSABRP00000000892	ENSABRG00000000946	Anser_brachyrhynchus
ENSTGUP00000002905	ENSTGUG00000002823	Taeniopygia_guttata
ENSLSDP00000007144	ENSLSDG00000005376	Lonchura_striata_domestica
ENSLCOP00000005972	ENSLCOG00000004423	Lepidothrix_coronata
ENSMUNP00000002673	ENSMUNG00000002331	Melopsittacus_undulatus
ENSMGAP00000000178	ENSMGAG00000000800	Meleagris_gallopavo
ENSNMEP00000011666	ENSNMEG00000010966	Numida_meleagris
ENSCPRP00005012681	ENSCPRG00005009012	Crocodylus_porosus
ENSCABP00000017176	ENSCABG00000012742	Chelonoidis_abingdonii
ENSGAGP00000014007	ENSGAGG00000010629	Gopherus_agassizii
ENSCPBP00000009103	ENSCPBG00000007043	Chrysemys_picta_bellii
ENSPSIP00000016025	ENSPSIG00000014294	Pelodiscus_sinensis
ENSXETP00000026461	ENSXETG00000009878	Xenopus_tropicalis
ENSLACP00000017416	ENSLACG00000015341	Latimeria_chalumnae
ENSAMXP00000011670	ENSAMXG00000011359	Astyanax_mexicanus_Astyanax_mexicanus-2.0
