ENSHHUP00000054875	ENSHHUG00000032780	Hucho_hucho
ENSELUP00000037651	ENSELUG00000000663	Esox_lucius
ENSSMAP00000017300	ENSSMAG00000010524	Scophthalmus_maximus
ENSCSEP00000028394	ENSCSEG00000018116	Cynoglossus_semilaevis
ENSLCRP00005023368	ENSLCRG00005009375	Larimichthys_crocea
ENSLBEP00000027899	ENSLBEG00000021029	Labrus_bergylta
ENSSLDP00000024041	ENSSLDG00000018713	Seriola_lalandi_dorsalis
ENSSLDP00000023942	ENSSLDG00000018669	Seriola_lalandi_dorsalis
ENSSLDP00000023974	ENSSLDG00000018683	Seriola_lalandi_dorsalis
ENSSDUP00000023040	ENSSDUG00000016663	Seriola_dumerili
ENSPRNP00000056768	ENSPRNG00000026512	Parambassis_ranga
ENSPRNP00000056770	ENSPRNG00000026513	Parambassis_ranga
ENSAPEP00000034941	ENSAPEG00000024812	Amphiprion_percula
ENSAPEP00000034944	ENSAPEG00000024813	Amphiprion_percula
ENSAOCP00000025921	ENSAOCG00000013931	Amphiprion_ocellaris
ENSSPAP00000023887	ENSSPAG00000017891	Stegastes_partitus
ENSACLP00000023952	ENSACLG00000016287	Astatotilapia_calliptera
ENSACLP00000023968	ENSACLG00000016314	Astatotilapia_calliptera
ENSPNYP00000012968	ENSPNYG00000009801	Pundamilia_nyererei
ENSMZEP00005027343	ENSMZEG00005020379	Maylandia_zebra
ENSMZEP00005027357	ENSMZEG00005020405	Maylandia_zebra
ENSMZEP00005027363	ENSMZEG00005020409	Maylandia_zebra
ENSACLP00000026493	ENSACLG00000017998	Astatotilapia_calliptera
ENSACLP00000023828	ENSACLG00000016180	Astatotilapia_calliptera
ENSACLP00000023612	ENSACLG00000016053	Astatotilapia_calliptera
ENSACLP00000023907	ENSACLG00000016274	Astatotilapia_calliptera
ENSACLP00000023882	ENSACLG00000016256	Astatotilapia_calliptera
ENSACLP00000023654	ENSACLG00000016081	Astatotilapia_calliptera
ENSACLP00000008945	ENSACLG00000006090	Astatotilapia_calliptera
ENSONIP00000021866	ENSONIG00000017340	Oreochromis_niloticus
ENSNBRP00000029793	ENSNBRG00000022649	Neolamprologus_brichardi
ENSACIP00000018668	ENSACIG00000014474	Amphilophus_citrinellus
ENSMAMP00000030453	ENSMAMG00000020487	Mastacembelus_armatus
ENSATEP00000023117	ENSATEG00000015925	Anabas_testudineus
