ENSACAP00000011609	ENSACAG00000011721	Anolis_carolinensis
ENSPVIP00000010933	ENSPVIG00000008607	Pogona_vitticeps
ENSNSUP00000014537	ENSNSUG00000010773	Notechis_scutatus
ENSSMRP00000022288	ENSSMRG00000017325	Salvator_merianae
ENSSPUP00000005503	ENSSPUG00000004246	Sphenodon_punctatus
ENSMGAP00000008973	ENSMGAG00000008724	Meleagris_gallopavo
ENSCJPP00005020971	ENSCJPG00005016803	Coturnix_japonica
ENSGALP00000068853	ENSGALG00000007052	Gallus_gallus
ENSNMEP00000024322	ENSNMEG00000020648	Numida_meleagris
ENSABRP00000022779	ENSABRG00000019000	Anser_brachyrhynchus
ENSAPLP00000017031	ENSAPLG00000005874	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000018747	ENSLCOG00000013261	Lepidothrix_coronata
ENSMVIP00005025670	ENSMVIG00005017920	Manacus_vitellinus
ENSTGUP00000009453	ENSTGUG00000009162	Taeniopygia_guttata
ENSLSDP00000010516	ENSLSDG00000007742	Lonchura_striata_domestica
ENSTGUP00000016210	ENSTGUG00000015890	Taeniopygia_guttata
ENSSCAP00000008035	ENSSCAG00000005953	Serinus_canaria
ENSJHYP00000010396	ENSJHYG00000008156	Junco_hyemalis
ENSZALP00000001938	ENSZALG00000002289	Zonotrichia_albicollis
ENSFALP00000013731	ENSFALG00000013159	Ficedula_albicollis
ENSPMJP00000005752	ENSPMJG00000004956	Parus_major
ENSCCEP00000024380	ENSCCEG00000021679	Cyanistes_caeruleus
ENSCPGP00000014582	ENSCPGG00000010285	Calidris_pygmaea
ENSCPUP00000029372	ENSCPUG00000019673	Calidris_pugnax
ENSMUNP00000020079	ENSMUNG00000015316	Melopsittacus_undulatus
ENSAOWP00000023023	ENSAOWG00000015354	Apteryx_owenii
ENSAHAP00000013061	ENSAHAG00000008610	Apteryx_haastii
ENSARWP00000003093	ENSARWG00000001990	Apteryx_rowi
ENSDNVP00000013120	ENSDNVG00000008764	Dromaius_novaehollandiae
ENSNPEP00000004856	ENSNPEG00000003634	Nothoprocta_perdicaria
ENSCPRP00005023904	ENSCPRG00005016582	Crocodylus_porosus
ENSCABP00000026861	ENSCABG00000019729	Chelonoidis_abingdonii
ENSGAGP00000017675	ENSGAGG00000013136	Gopherus_agassizii
ENSCPBP00000004839	ENSCPBG00000003869	Chrysemys_picta_bellii
ENSPSIP00000005458	ENSPSIG00000005046	Pelodiscus_sinensis
ENSCCAP00000027878	ENSCCAG00000031467	Cebus_capucinus_imitator
ENSCJAP00000055505	ENSCJAG00000019744	Callithrix_jacchus
ENSANAP00000028509	ENSANAG00000031813	Aotus_nancymaae
ENSSBOP00000009287	ENSSBOG00000021500	Saimiri_boliviensis_boliviensis
