ENSCABP00000013831	ENSCABG00000010336	Chelonoidis_abingdonii
ENSGAGP00000000223	ENSGAGG00000000202	Gopherus_agassizii
ENSCPBP00000024416	ENSCPBG00000017424	Chrysemys_picta_bellii
ENSPSIP00000014455	ENSPSIG00000012968	Pelodiscus_sinensis
ENSAHAP00000011292	ENSAHAG00000008192	Apteryx_haastii
ENSAOWP00000015284	ENSAOWG00000010403	Apteryx_owenii
ENSARWP00000011858	ENSARWG00000008185	Apteryx_rowi
ENSDNVP00000019593	ENSDNVG00000013726	Dromaius_novaehollandiae
ENSNPEP00000005164	ENSNPEG00000003916	Nothoprocta_perdicaria
ENSGALP00000049793	ENSGALG00000034456	Gallus_gallus
ENSCJPP00005023984	ENSCJPG00005018958	Coturnix_japonica
ENSNMEP00000003695	ENSNMEG00000004243	Numida_meleagris
ENSABRP00000000850	ENSABRG00000000917	Anser_brachyrhynchus	ENSABRT00000001266
ENSCPGP00000025754	ENSCPGG00000017781	Calidris_pygmaea
ENSMGAP00000009670	ENSMGAG00000009368	Meleagris_gallopavo
ENSMUNP00000018175	ENSMUNG00000013902	Melopsittacus_undulatus
ENSCPUP00000023956	ENSCPUG00000016246	Calidris_pugnax
ENSLSDP00000012695	ENSLSDG00000009268	Lonchura_striata_domestica
ENSTGUP00000017742	ENSTGUG00000017460	Taeniopygia_guttata
ENSSCAP00000015118	ENSSCAG00000011082	Serinus_canaria
ENSCCEP00000019592	ENSCCEG00000017778	Cyanistes_caeruleus
ENSPMJP00000023761	ENSPMJG00000017517	Parus_major
ENSJHYP00000019415	ENSJHYG00000014756	Junco_hyemalis
ENSFALP00000000001	ENSFALG00000000001	Ficedula_albicollis
ENSLCOP00000003820	ENSLCOG00000002882	Lepidothrix_coronata
ENSMVIP00005026478	ENSMVIG00005018457	Manacus_vitellinus
ENSAPLP00000014384	ENSAPLG00000014551	Anas_platyrhynchos_platyrhynchos
ENSZALP00000001277	ENSZALG00000001516	Zonotrichia_albicollis
ENSPVIP00000013520	ENSPVIG00000010468	Pogona_vitticeps
ENSACAP00000002044	ENSACAG00000002144	Anolis_carolinensis
ENSNSUP00000022918	ENSNSUG00000016612	Notechis_scutatus
ENSSMRP00000003466	ENSSMRG00000002913	Salvator_merianae
ENSSPUP00000001863	ENSSPUG00000001436	Sphenodon_punctatus
ENSCPRP00005015814	ENSCPRG00005011068	Crocodylus_porosus
ENSOARP00000001744	ENSOARG00000001660	Ovis_aries
ENSCHIP00000014004	ENSCHIG00000015209	Capra_hircus
ENSBIXP00005008652	ENSBIXG00005013691	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000034591	ENSBIXG00000017623	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000023709	ENSBTAG00000017834	Bos_taurus
ENSBMUP00000008848	ENSBMUG00000006885	Bos_mutus
ENSBBBP00000009292	ENSBBBG00000008600	Bison_bison_bison
ENSMLUP00000003253	ENSMLUG00000003577	Myotis_lucifugus
ENSEASP00005016553	ENSEASG00005011468	Equus_asinus_asinus
ENSECAP00000015648	ENSECAG00000018126	Equus_caballus
ENSPVAP00000003417	ENSPVAG00000003616	Pteropus_vampyrus
ENSSSCP00000051002	ENSSSCG00000015271	Sus_scrofa_strain_reference
ENSTTRP00000012624	ENSTTRG00000013310	Tursiops_truncatus
ENSUMAP00000007090	ENSUMAG00000005510	Ursus_maritimus
ENSUAMP00000007382	ENSUAMG00000006404	Ursus_americanus
ENSAMEP00000000719	ENSAMEG00000000687	Ailuropoda_melanoleuca
ENSMPUP00000011480	ENSMPUG00000011571	Mustela_putorius_furo
ENSNVIP00000020686	ENSNVIG00000016215	Neovison_vison
ENSCAFP00020015456	ENSCAFG00020012419	Canis_lupus_dingo
ENSCAFP00000052336	ENSCAFG00000009462	Canis_lupus_familiaris
ENSVVUP00000020439	ENSVVUG00000015047	Vulpes_vulpes
ENSPTIP00000001266	ENSPTIG00000003289	Panthera_tigris_altaica
ENSPPRP00000000492	ENSPPRG00000024788	Panthera_pardus
ENSFCAP00000016762	ENSFCAG00000025207	Felis_catus
ENSPPAP00000016769	ENSPPAG00000031486	Pan_paniscus
ENSPTRP00000042859	ENSPTRG00000022635	Pan_troglodytes
ENSP00000343924	ENSG00000188783	Homo_sapiens
ENSGGOP00000030074	ENSGGOG00000015960	Gorilla_gorilla
ENSPPYP00000000366	ENSPPYG00000000331	Pongo_abelii
ENSNLEP00000022007	ENSNLEG00000018115	Nomascus_leucogenys
ENSPANP00000014994	ENSPANG00000007498	Papio_anubis
ENSTGEP00000021965	ENSTGEG00000017750	Theropithecus_gelada
ENSMLEP00000036599	ENSMLEG00000042419	Mandrillus_leucophaeus
ENSCSAP00000010483	ENSCSAG00000014352	Chlorocebus_sabaeus
ENSMFAP00000043186	ENSMFAG00000040633	Macaca_fascicularis
ENSMNEP00000025144	ENSMNEG00000036078	Macaca_nemestrina
ENSMMUP00000062409	ENSMMUG00000021641	Macaca_mulatta
ENSCATP00000040220	ENSCATG00000042683	Cercocebus_atys
ENSRROP00000032000	ENSRROG00000039664	Rhinopithecus_roxellana
ENSRBIP00000041670	ENSRBIG00000044151	Rhinopithecus_bieti
ENSCANP00000028622	ENSCANG00000037768	Colobus_angolensis_palliatus
ENSPTEP00000031482	ENSPTEG00000030403	Piliocolobus_tephrosceles
