ENSORLP00000016806	ENSORLG00000013403	Oryzias_latipes_ASM223467v1
ENSCCAP00000016296	ENSCCAG00000025943	Cebus_capucinus_imitator
ENSCSEP00000027237	ENSCSEG00000017408	Cynoglossus_semilaevis
ENSOGAP00000013748	ENSOGAG00000015357	Otolemur_garnettii
ENSPTIP00000011029	ENSPTIG00000011589	Panthera_tigris_altaica
FBpp0072944	FBgn0035440	Drosophila_melanogaster	FBtr0073082
ENSPMJP00000020575	ENSPMJG00000015320	Parus_major
ENSATEP00000019254	ENSATEG00000013366	Anabas_testudineus
ENSORLP00020028982	ENSORLG00020012760	Oryzias_latipes_ASM223471v1
ENSGALP00000024656	ENSGALG00000015306	Gallus_gallus
ENSMOCP00000025039	ENSMOCG00000021275	Microtus_ochrogaster
ENSMMMP00000015575	ENSMMMG00000013885	Marmota_marmota_marmota
ENSRNOP00000053945	ENSRNOG00000037647	Rattus_norvegicus
ENSAPLP00000010385	ENSAPLG00000010663	Anas_platyrhynchos_platyrhynchos
ENSMPUP00000009699	ENSMPUG00000009774	Mustela_putorius_furo
ENSSFOP00015023118	ENSSFOG00015014838	Scleropages_formosus
ENSCHOP00000002974	ENSCHOG00000003355	Choloepus_hoffmanni
ENSSDUP00000027396	ENSSDUG00000019798	Seriola_dumerili
ENSCGRP00000016802	ENSCGRG00000012213	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001025576	ENSCGRG00001023136	Cricetulus_griseus_CHOK1GS_HDv1
ENSCJAP00000058812	ENSCJAG00000040617	Callithrix_jacchus
ENSODEP00000019474	ENSODEG00000014366	Octodon_degus
ENSPMEP00000007498	ENSPMEG00000009137	Poecilia_mexicana
ENSFALP00000012258	ENSFALG00000011746	Ficedula_albicollis
ENSCINP00000021842	ENSCING00000011430	Ciona_intestinalis
MGP_PahariEiJ_P0085962	MGP_PahariEiJ_G0030699	Mus_pahari_strain_PAHARI_EIJ
ENSMAMP00000010802	ENSMAMG00000007316	Mastacembelus_armatus
ENSXCOP00000005552	ENSXCOG00000004331	Xiphophorus_couchianus
ENSEASP00005008986	ENSEASG00005006451	Equus_asinus_asinus
ENSCCEP00000011364	ENSCCEG00000011142	Cyanistes_caeruleus
ENSPANP00000015691	ENSPANG00000024443	Papio_anubis
ENSCLAP00000021370	ENSCLAG00000014636	Chinchilla_lanigera
ENSSBOP00000003875	ENSSBOG00000018033	Saimiri_boliviensis_boliviensis
ENSZALP00000000326	ENSZALG00000000378	Zonotrichia_albicollis
ENSCAFP00000005599	ENSCAFG00000003757	Canis_lupus_familiaris
ENSGACP00000011819	ENSGACG00000008950	Gasterosteus_aculeatus
ENSMNEP00000025644	ENSMNEG00000036298	Macaca_nemestrina
ENSTRUP00000005631	ENSTRUG00000002434	Takifugu_rubripes
ENSPPRP00000002708	ENSPPRG00000023255	Panthera_pardus
ENSCGRP00015001740	ENSCGRG00015001426	Cricetulus_griseus_CriGri-PICR
ENSLCRP00005018765	ENSLCRG00005007722	Larimichthys_crocea
ENSKMAP00000010963	ENSKMAG00000008209	Kryptolebias_marmoratus
ENSORLP00015006741	ENSORLG00015007561	Oryzias_latipes_ASM223469v1
ENSP00000193322	ENSG00000081087	Homo_sapiens
ENSMMUP00000029282	ENSMMUG00000022247	Macaca_mulatta
ENSNMEP00000008619	ENSNMEG00000008399	Numida_meleagris
ENSXETP00000035514	ENSXETG00000014132	Xenopus_tropicalis
ENSLOCP00000020503	ENSLOCG00000016601	Lepisosteus_oculatus
ENSMUGP00000022278	ENSMUGG00000018700	Meriones_unguiculatus
MGP_CAROLIEiJ_P0022780	MGP_CAROLIEiJ_G0015281	Mus_caroli_strain_CAROLI_EIJ
ENSPTRP00000031549	ENSPTRG00000018471	Pan_troglodytes
ENSHGLP00100011500	ENSHGLG00100008535	Heterocephalus_glaber_HetGla_1.0
ENSLCOP00000022968	ENSLCOG00000016133	Lepidothrix_coronata
ENSLSDP00000007058	ENSLSDG00000005332	Lonchura_striata_domestica
ENSPPAP00000041605	ENSPPAG00000043416	Pan_paniscus
ENSTSYP00000009134	ENSTSYG00000009972	Carlito_syrichta
ENSEBUP00000008872	ENSEBUG00000005737	Eptatretus_burgeri
ENSACIP00000011292	ENSACIG00000008805	Amphilophus_citrinellus
ENSXMAP00000030891	ENSXMAG00000029145	Xiphophorus_maculatus
ENSTBEP00000001570	ENSTBEG00000001821	Tupaia_belangeri
ENSFCAP00000054910	ENSFCAG00000024755	Felis_catus
ENSLBEP00000018691	ENSLBEG00000014388	Labrus_bergylta
ENSMFAP00000044719	ENSMFAG00000002698	Macaca_fascicularis
ENSAMXP00000035892	ENSAMXG00000032923	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSJJAP00000016373	ENSJJAG00000018243	Jaculus_jaculus
ENSMLEP00000035981	ENSMLEG00000042119	Mandrillus_leucophaeus
ENSNLEP00000016517	ENSNLEG00000013621	Nomascus_leucogenys
ENSUPAP00010014597	ENSUPAG00010011701	Urocitellus_parryii
ENSAOCP00000020490	ENSAOCG00000004657	Amphiprion_ocellaris
ENSMSIP00000036450	ENSMSIG00000030347	Mus_spicilegus
ENSMMOP00000019815	ENSMMOG00000015041	Mola_mola
ENSJHYP00000023468	ENSJHYG00000017664	Junco_hyemalis
ENSCANP00000031335	ENSCANG00000039333	Colobus_angolensis_palliatus
ENSCPGP00000006581	ENSCPGG00000004703	Calidris_pygmaea
ENSMGAP00000014263	ENSMGAG00000013498	Meleagris_gallopavo
ENSONIP00000016700	ENSONIG00000013278	Oreochromis_niloticus
ENSPPYP00000018911	ENSPPYG00000016892	Pongo_abelii
ENSSPUP00000008993	ENSSPUG00000007022	Sphenodon_punctatus	ENSSPUT00000009600
ENSPNYP00000029556	ENSPNYG00000022269	Pundamilia_nyererei
ENSNPEP00000007636	ENSNPEG00000005724	Nothoprocta_perdicaria
ENSPKIP00000032946	ENSPKIG00000012840	Paramormyrops_kingsleyae
ENSTGEP00000000447	ENSTGEG00000000468	Theropithecus_gelada
ENSARWP00000001262	ENSARWG00000001029	Apteryx_rowi
ENSSTOP00000010932	ENSSTOG00000012195	Ictidomys_tridecemlineatus
ENSPREP00000007681	ENSPREG00000005263	Poecilia_reticulata
ENSBSLP00000013163	ENSBSLG00000006938	Betta_splendens
ENSHHUP00000068376	ENSHHUG00000040312	Hucho_hucho
ENSSMRP00000017076	ENSSMRG00000013307	Salvator_merianae	ENSSMRT00000019983
ENSPCIP00000014256	ENSPCIG00000011126	Phascolarctos_cinereus
ENSMEUP00000004717	ENSMEUG00000005163	Notamacropus_eugenii
ENSPVAP00000005939	ENSPVAG00000006282	Pteropus_vampyrus
ENSHGLP00000017166	ENSHGLG00000012295	Heterocephalus_glaber_HetGla_female_1.0
ENSOCUP00000013815	ENSOCUG00000016073	Oryctolagus_cuniculus
ENSNSUP00000025342	ENSNSUG00000018246	Notechis_scutatus	ENSNSUT00000026934
ENSMICP00000037502	ENSMICG00000027511	Microcebus_murinus
ENSEEEP00000023943	ENSEEEG00000011625	Electrophorus_electricus
ENSNGAP00000026455	ENSNGAG00000024096	Nannospalax_galili
ENSGGOP00000008829	ENSGGOG00000009031	Gorilla_gorilla
ENSSCAP00000000581	ENSSCAG00000000492	Serinus_canaria
ENSMVIP00005000099	ENSMVIG00005000098	Manacus_vitellinus
ENSCVAP00000020381	ENSCVAG00000001719	Cyprinodon_variegatus
ENSGWIP00000036185	ENSGWIG00000018679	Gouania_willdenowi
ENSPCOP00000026148	ENSPCOG00000025401	Propithecus_coquereli
ENSEEUP00000012766	ENSEEUG00000014010	Erinaceus_europaeus
ENSMALP00000001832	ENSMALG00000001363	Monopterus_albus
ENSABRP00000002638	ENSABRG00000002574	Anser_brachyrhynchus
ENSDARP00000150259	ENSDARG00000069808	Danio_rerio
ENSVVUP00000006120	ENSVVUG00000004771	Vulpes_vulpes
ENSACLP00000030402	ENSACLG00000020598	Astatotilapia_calliptera
ENSCMIP00000035764	ENSCMIG00000015122	Callorhinchus_milii
ENSECRP00000001641	ENSECRG00000001153	Erpetoichthys_calabaricus
ENSCANP00000015049	ENSCANG00000030979	Colobus_angolensis_palliatus
ENSCHAP00000055446	ENSCHAG00000025111	Clupea_harengus
ENSGAFP00000018602	ENSGAFG00000012581	Gambusia_affinis
ENSPSMP00000003755	ENSPSMG00000003042	Prolemur_simus
ENSHCOP00000011089	ENSHCOG00000013847	Hippocampus_comes
ENSDNVP00000020269	ENSDNVG00000014179	Dromaius_novaehollandiae
ENSOMEP00000025875	ENSOMEG00000007371	Oryzias_melastigma
ENSHHUP00000084323	ENSHHUG00000048894	Hucho_hucho
ENSOPRP00000011141	ENSOPRG00000012214	Ochotona_princeps
ENSAPEP00000021724	ENSAPEG00000015496	Amphiprion_percula
ENSPRNP00000047905	ENSPRNG00000022976	Parambassis_ranga
ENSSSCP00000004731	ENSSSCG00000004383	Sus_scrofa_strain_reference
ENSECAP00000014429	ENSECAG00000016887	Equus_caballus
ENSTGUP00000012517	ENSTGUG00000012154	Taeniopygia_guttata
ENSCAFP00020022629	ENSCAFG00020017831	Canis_lupus_dingo
ENSSLDP00000025275	ENSSLDG00000019678	Seriola_lalandi_dorsalis
ENSUAMP00000004913	ENSUAMG00000004453	Ursus_americanus
ENSMAUP00000025566	ENSMAUG00000022061	Mesocricetus_auratus
ENSUMAP00000027293	ENSUMAG00000019825	Ursus_maritimus
MGP_SPRETEiJ_P0023921	MGP_SPRETEiJ_G0016090	Mus_spretus_strain_SPRET/EiJ
ENSCATP00000033456	ENSCATG00000039725	Cercocebus_atys
ENSAHAP00000011451	ENSAHAG00000008280	Apteryx_haastii
ENSLCAP00010012162	ENSLCAG00010005756	Lates_calcarifer
ENSBMUP00000013485	ENSBMUG00000010287	Bos_mutus
ENSPFOP00000019651	ENSPFOG00000019529	Poecilia_formosa
ENSOANP00000001203	ENSOANG00000000776	Ornithorhynchus_anatinus
ENSPNAP00000024778	ENSPNAG00000001319	Pygocentrus_nattereri
ENSCHIP00000018430	ENSCHIG00000017859	Capra_hircus
ENSRROP00000010700	ENSRROG00000029748	Rhinopithecus_roxellana
ENSDCDP00000045340	ENSDCDG00000028607	Denticeps_clupeoides
ENSPEMP00000001852	ENSPEMG00000001749	Peromyscus_maniculatus_bairdii
ENSMUSP00000035516	ENSMUSG00000038280	Mus_musculus_strain_reference_(CL57BL6)
ENSFHEP00000000124	ENSFHEG00000023349	Fundulus_heteroclitus
ENSOARP00000011668	ENSOARG00000010883	Ovis_aries
ENSDNOP00000023174	ENSDNOG00000036723	Dasypus_novemcinctus
ENSBTAP00000064390	ENSBTAG00000010134	Bos_taurus
F42A8.3.1	WBGene00009627	Caenorhabditis_elegans_strain_N2	F42A8.3.1
ENSAMEP00000008530	ENSAMEG00000008114	Ailuropoda_melanoleuca
ENSNVIP00000005452	ENSNVIG00000004375	Neovison_vison
ENSPLAP00000000762	ENSPLAG00000001651	Poecilia_latipinna
ENSPTEP00000001638	ENSPTEG00000001820	Piliocolobus_tephrosceles
ENSGMOP00000017210	ENSGMOG00000016051	Gadus_morhua
ENSCAPP00000004616	ENSCAPG00000007118	Cavia_aperea
ENSMLUP00000005059	ENSMLUG00000005540	Myotis_lucifugus
ENSMZEP00005024194	ENSMZEG00005018095	Maylandia_zebra
ENSVURP00010013453	ENSVURG00010010362	Vombatus_ursinus
ENSCCNP00000025062	ENSCCNG00000024485	Castor_canadensis
ENSCPOP00000009144	ENSCPOG00000010183	Cavia_porcellus
ENSGWIP00000036454	ENSGWIG00000018779	Gouania_willdenowi
ENSRBIP00000018094	ENSRBIG00000033044	Rhinopithecus_bieti
ENSAOWP00000027514	ENSAOWG00000018549	Apteryx_owenii
ENSACAP00000022975	ENSACAG00000029292	Anolis_carolinensis
ENSPVIP00000002686	ENSPVIG00000002287	Pogona_vitticeps	ENSPVIT00000003470
ENSBSLP00000012727	ENSBSLG00000006564	Betta_splendens
ENSTTRP00000008392	ENSTTRG00000008849	Tursiops_truncatus
ENSSMAP00000027555	ENSSMAG00000016855	Scophthalmus_maximus
ENSIPUP00000003881	ENSIPUG00000002728	Ictalurus_punctatus
ENSBIXP00000011139	ENSBIXG00000016471	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSPSIP00000006504	ENSPSIG00000006027	Pelodiscus_sinensis
ENSETEP00000013643	ENSETEG00000016814	Echinops_telfairi
ENSSPAP00000016551	ENSSPAG00000012477	Stegastes_partitus
ENSBBBP00000018080	ENSBBBG00000010779	Bison_bison_bison
ENSCPRP00005001844	ENSCPRG00005001321	Crocodylus_porosus
ENSUAMP00000022021	ENSUAMG00000017341	Ursus_americanus
ENSCSAP00000011212	ENSCSAG00000015115	Chlorocebus_sabaeus
ENSNBRP00000025465	ENSNBRG00000019471	Neolamprologus_brichardi
ENSCPBP00000007926	ENSCPBG00000006232	Chrysemys_picta_bellii
ENSHBUP00000011870	ENSHBUG00000013547	Haplochromis_burtoni
ENSLAFP00000000261	ENSLAFG00000000313	Loxodonta_africana
ENSCPUP00000013170	ENSCPUG00000009356	Calidris_pugnax
ENSPMGP00000023854	ENSPMGG00000019298	Periophthalmus_magnuspinnatus
ENSELUP00000037528	ENSELUG00000017212	Esox_lucius
ENSMODP00000022460	ENSMODG00000018010	Monodelphis_domestica
ENSMUNP00000014659	ENSMUNG00000011394	Melopsittacus_undulatus
ENSSARP00000001299	ENSSARG00000001437	Sorex_araneus
ENSBIXP00005001418	ENSBIXG00005007909	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCABP00000023165	ENSCABG00000017058	Chelonoidis_abingdonii
ENSVPAP00000000744	ENSVPAG00000000804	Vicugna_pacos
ENSDCDP00000045060	ENSDCDG00000028501	Denticeps_clupeoides
ENSCGOP00000011956	ENSCGOG00000005938	Cottoperca_gobio
ENSGAGP00000014721	ENSGAGG00000011165	Gopherus_agassizii
