ENSACAP00000012895	ENSACAG00000013137	Anolis_carolinensis	ENSACAT00000013153
ENSPVIP00000025532	ENSPVIG00000019115	Pogona_vitticeps	ENSPVIT00000031492
ENSNSUP00000028110	ENSNSUG00000020039	Notechis_scutatus
ENSSMRP00000022310	ENSSMRG00000017339	Salvator_merianae
ENSSPUP00000021444	ENSSPUG00000016484	Sphenodon_punctatus
ENSAOWP00000021384	ENSAOWG00000014452	Apteryx_owenii
ENSARWP00000022608	ENSARWG00000015408	Apteryx_rowi
ENSAHAP00000002342	ENSAHAG00000001929	Apteryx_haastii
ENSDNVP00000018659	ENSDNVG00000013040	Dromaius_novaehollandiae
ENSNPEP00000002282	ENSNPEG00000001757	Nothoprocta_perdicaria
ENSGALP00000041735	ENSGALG00000028935	Gallus_gallus
ENSCJPP00005009476	ENSCJPG00005008315	Coturnix_japonica
ENSMGAP00000009182	ENSMGAG00000008930	Meleagris_gallopavo
ENSNMEP00000024905	ENSNMEG00000021115	Numida_meleagris
ENSABRP00000022028	ENSABRG00000018642	Anser_brachyrhynchus
ENSAPLP00000002985	ENSAPLG00000003517	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000005091	ENSLCOG00000003827	Lepidothrix_coronata
ENSMVIP00005007086	ENSMVIG00005005331	Manacus_vitellinus
ENSLSDP00000015760	ENSLSDG00000011374	Lonchura_striata_domestica
ENSTGUP00000006623	ENSTGUG00000006455	Taeniopygia_guttata
ENSSCAP00000019563	ENSSCAG00000014119	Serinus_canaria
ENSJHYP00000004011	ENSJHYG00000003315	Junco_hyemalis
ENSZALP00000008529	ENSZALG00000007427	Zonotrichia_albicollis
ENSFALP00000006480	ENSFALG00000006213	Ficedula_albicollis
ENSPMJP00000026613	ENSPMJG00000019432	Parus_major
ENSCCEP00000004676	ENSCCEG00000005141	Cyanistes_caeruleus
ENSMUNP00000005219	ENSMUNG00000004295	Melopsittacus_undulatus
ENSCPGP00000017818	ENSCPGG00000012481	Calidris_pygmaea
ENSCPUP00000004647	ENSCPUG00000003449	Calidris_pugnax
ENSCPRP00005024408	ENSCPRG00005016978	Crocodylus_porosus
ENSCABP00000000300	ENSCABG00000000289	Chelonoidis_abingdonii
ENSGAGP00000023734	ENSGAGG00000017377	Gopherus_agassizii
ENSCPBP00000000821	ENSCPBG00000000682	Chrysemys_picta_bellii
ENSPSIP00000016320	ENSPSIG00000014531	Pelodiscus_sinensis
